review_id,rating,tour_name,pos_word_count,neg_word_count,total_emotion_words,found_pos_words,found_neg_words,review_text
11980,5.0,Wings Over Kauai Air Tour,3,1,4,"beautiful, enjoyment, leery",fear,"Let me start by saying I was initially leery of taking this trip due to a fear of small planes.  It turned out to be the top highlight of our visit to Kauai.  From Ellen picking us up in the van, to Josh flying us around the island, we had a first class experience.  Josh's knowledge of the island and use of appropriate music enhanced our enjoyment of this excursion.  I heartily recommend Wings Over Kauai to everyone seeking a aerial view of this beautiful part of our 50th state."
11981,5.0,Wings Over Kauai Air Tour,3,1,4,"friendly, fun, great",disappoint,"This place doesn't not disappoint. They were very friendly, knowledgeable and courteous. I highly recommend doing this over the helicopter ride. It was a blast, the views were great and our tour guide was fun and upbeat. I highly recommend these guys as an air tour."
11982,5.0,Wings Over Kauai Air Tour,1,1,2,great,dissapointed,"My family and I spent a great week on Kauai, and we finished our week with our air tour of Kauai.  After seeing the other reviews about Bruce and his team, I figured to call them. Let me stay by saying that doing an air tour with an airplane rather than a helicopter is, from what everyone tells me, a much smoother ride. What did it for my wife and I is that the cost of our air tour was HALF of what Blue Hawaiian Helicopters wanted for the same tour.  Call Bruce, schedule your tour, and you won't be dissapointed."
11985,5.0,Wings Over Kauai Air Tour,6,2,8,"cool, effortless, great, incredible, outstanding, worth","anxiety, sick","We vacationed on Kauai and wanted to tour the island, much of which is not accessible unless you go by water. I get sea sick easily and we did not want to go in a helicopter so we opted for an air tour via a fixed wing plane. We chose Wings Over Kauai and flew with Josh, our pilot. The trip was outstanding! We saw all parts of the island we wanted to see and it was narrated in great detail and with historical facts by Josh. He also played theme music timed to the points of interest...pretty cool. The views were incredible, as all passengers have window seats. Josh knows the terrain because he has hiked portions of it. It was well worth the reasonable cost and we also had the opportunity to purchase a full DVD of our trip filmed from the wings that includes all of our comments for a minimal cost. Lastly, before we took off, we spoke to Josh and any anxiety we had about flying a small aircraft was eliminated. Josh is a very experienced pilot and our entire flight was smooth and seemed effortless. This was one of the highlights of our vacation!"
11987,5.0,Wings Over Kauai Air Tour,2,1,3,"best, entertaining",regret,"We visited Kauai for a few days in July/August from Australia.  Our travel agent suggested we take the helicopter tour but after reading the reviews we decided to go with Wings.  That was the best decision we made for our holiday in Hawaii.  The recent hurricane/tropical storm was around the area and Bruce (the owner/pilot) spoke to us individually prior to the trip and was very re-assuring.  He obviously has extensive experience and provides an entertaining and informative commentary during the trip.  The flight was smooth and all on board enjoyed it immensely.  As Bruce said, they are a mum and dad operation and rely on recommendations from their customers.  We have no hesitation in recommending Wings.  You will not regret it.

Bob and Ann"
11989,5.0,Wings Over Kauai Air Tour,9,1,10,"amazing, apprehensive, awesome, comfortable, excellent, glad, great, honestly, welcome",sick,"We really enjoyed our air tour from Wings over Kauai.  I highly recommend doing this.  It is one of the only ways to see this amazing island.  I was honestly apprehensive to take this tour as I became really sick the last time I flew in a small plane. I am so glad my husband talked me into it:) The flight was smooth and comfortable.  I felt great, not a hint of motion sickness. 

I can't think of anything that would improve this business. They thought of everything!  Starting from the warm welcome, which included a lei, flower & photo. The airplane was comfortable  and clean.  They had a cooler of water and sodas available during the flight. There were also blankets to keep us warm.  

Captain Josh was awesome.  He is an excellent, experience pilot who is also very knowledgeable about the island.  He is extremely patient--my son had like a million questions--he answered them all.  Thanks for a great experience!"
11992,5.0,Wings Over Kauai Air Tour,3,1,4,"better, breathtaking, stunning",disappointed,"We decided on the plane ride over the helicopter based on the reviews and we were not disappointed. Our pilot Josh explained the flight path before taking off and made it a point to get to know everybody on board. The views were breathtaking including the wettest area on Earth, waterfalls, places where movies have been filmed, towering cliffs, and the stunning Na Pali coastline. Throughout the flight Josh interacted with us while telling about the geological features and landmarks of Kauai. We appreciated him pointing out the different golf courses when he asked my husband about his hobbies. Josh told us about the public golf course and a miniature golf course located on the North Shore we're trying out today. We couldn't have had a better time."
11994,5.0,Wings Over Kauai Air Tour,2,1,3,"amazing, friendly",nervous,Amazing tour of the island.  Very friendly and professional.  I felt safe and they constantly asked my sister how he was doing since she was nervous about flying.  Just know it is small plane so you will feel some turbulence.  I was find with it.  You will take some amazing pictures and at the end they give you a short video of your flight.  I highly recommend.
11995,5.0,Wings Over Kauai Air Tour,7,1,8,"beautiful, excellent, good, great, perfect, warmly, welcome",worries,"My wife and I recently selected to take a flight tour while here on our honeymoon, what an excellent experience we had!

Upon arrival we were recognized and warmly greeted by Tara and Bruce(our pilot) with hand picked flowers and a kukui nut lei. Great introductions and a good description of the upcomimg tour was appreciated.

I have flown in smaller planes before but my wife had not. No worries though! Our pilot Bruce, his comic wit and boundful knowledge was excellent at easing her down(she was even able todo some pre-flight checks!) 

The flight was beautiful, perfect path for great shots and Bruce kept things lively with his knowledge of the local flora and scenes from movies, not to mention he was very good at smoothing out the ride as much as possible.

Overall I would highly reccomend this as a ""must do"" for any trip to Kauai, from the warm welcome to the personal and professional tour it was defenitely a 5 star experience. All from a little family shop on this beautiful island.

Would do again? Yes."
11998,5.0,Wings Over Kauai Air Tour,13,2,15,"best, excellent, fantastic, friendly, fun, great, happy, impressed, passionate, positive, refreshing, satisfied, welcome","disappointed, worried","Great experience. Wings over Kauai is a very professionally and friendly ran business. They were the best business we booked with. All the reviews are very accurate. This place picked us up at the airport, because we returned our rental car early, and from then on they made us feel very welcome. We pretty much met the entire staff, and everybody was very upbeat and positive. 

Its not too often you get to meet the owners of the company and converse with them like neighbors. It was such a refreshing feeling, after being on the island for over a week and getting cold shoulders with tour company's we just spent a lot of money on. Josh was our pilot and he is very experienced and knowledgable about the island. He is an airline pilot and does this job for fun! You can tell too, he is very passionate about Kauai and doesn't just go through the motions like many others do on the island. His attitude matches the company's reputation very well. Excellent pilot.

My wife was worried that we wouldn't get a great experience taking the airvan over a helicopter. We were both very satisfied at the end of the flight. The airvan is able to travel at very slow speeds and at altitudes great for sightseeing. The plane is very maneuverable and we were able to see all the nooks and crannies through the big windows! (clear skies helped too!) We never felt that our view was obstructed. It is a fantastic way to see the island and its a fraction of the price compared helicopters that frequent the air. 

Over all we were extremely impressed and very happy we spent the money. You will not be disappointed."
11999,5.0,Wings Over Kauai Air Tour,11,4,15,"bang, breathtaking, calming, comfortable, fabulous, fine, good, lovely, nice, relaxing, worth","nerves, nervous, worries, worry","Wow!  What more can I say about this fabulous tour! My husband, two daughters (ages 9 and 13) and I took this tour on our last day of our Kauai vacation.  Talk about ending things with a bang!  We took the 4:00 tour (last flight of the day) on a day with a forecast of mostly cloudy, rain and wind gusts up to 23 mph.  After being on the islands (Maui and Kauai) for the past two weeks, we have finally learned to ignore the weather forecast.  We were a bit nervous, however, Ellen, Tara and our pilot Josh did a fabulous job of calming our nerves.  And it was so worth it!  There were only a couple of bumps, but nothing to worry about.  We did take one dramamine a few hours before the flight, not sure if this was needed at all, like I said, we were all fine, but you may want to take just in case you are also nervous.  No worries, you are in good hands. And the breathtaking views during our private tour were ... well...priceless!  The video, photo and free gift were all icing on the cake.  They emailed us pics that we received immediately before the flight was even complete.  We also met Bruce, the other owner and Ellen's other half.  What a lovely little find!  I have already uploaded our photos and they bring tears to my eyes.  We all wore Bose headphones and mics so we were able to communicate with each other and Josh, our pilot, during the entire flight.  We also listened to music which was very calming and relaxing. They also provided refreshments which was another nice touch.  Our daughters were so comfortable and took many pics as well.  My husband sat in the front next to Josh and served as copilot.  Can't say enough about this tour!  If you are on the fence, I say ""Go for it!"""
12001,5.0,Wings Over Kauai Air Tour,6,1,7,"amazing, best, great, perfect, pleasant, suprise",worrying,"Whatever you do, don't miss this experience when visiting Kauai.  Our family of four were the only ones on the plane as we booked a private charter, so it was very personal and we got the best seats on the plane (right hand side).  Our pilot Josh was great, pointing out all sorts of things on the ground, telling some of the history of the island, even where some actors have bought holiday homes.  Flying over Waimea Canyon and along the Na Pali coast - words can't really describe how amazing the scenery is - you have to see it to get a feel of how amazing this island is.  The plane has several video cameras located on the wing etc, so at the end of the flight you have the option of buying a DVD of your full flight, which means you can enjoy the whole flight without worrying about getting the perfect shot or video.  The Kukui nut necklace gift before we boarded was a pleasant suprise as well."
12002,5.0,Wings Over Kauai Air Tour,11,1,12,"best, bump, calm, faultless, glad, good, great, quiet, relaxing, spectacular, stability",worry,"My wife is not a good flyer, even on a 767, let alone a little Cessna or the like. There was no way I could get her on a helicopter tour, so the doors off experience wasn't going to happen. So I read to her very carefully, the reviews on the stability of WOK's Australian built plane, the safety etc, but she still wasn't having a bar of it. So I did what any good husband would, I booked it anyway.
So, one or two days prior, she began to go quiet and on the day of the flight, she couldn't even talk to our pilot, who was doing his best to appease her, but clearly failing. The only thing left was to just get her in the plane and do it. 
Well, the flight was faultless, hardly a bump, even when warned of certain areas that may cause a bit of turbulence. The scenery is spectacular, the commentary informative, with an open mic if you want to ask anything at all. 
I recommend you do this straight up, and then spend the rest of the time relaxing. We drove around a bit, hiked, but the view is unrivalled from the air. Don't miss this, as only 15 or 20% of Kauai is accessible by road. It is The best way to see the NaPali coastline. We hiked up the Kalalau trail from Ke'e Beach on a very calm day and watched as the Catamarans and Rafts bounced and bounced all the way down the coast. We were so glad we cancelled our plans to ""sail"" down the coastline. It looked liked a bumper car ride. And I really don't know how you could get the same perspective as from the air. A lot of bouncing to zip through a couple of sea caves I think. 
Plus, at the end, you can order a copy of your flight, recorded in 1080HD, complete with all your audio too, for $30. Great value. It costs about that for two digital photos off a Disneyland Ride doesn't it. And don't worry about the clouds. We went on a very cloudy day, which it always seems to be, but saw everything, but the top of the peak of course. Great value. Book it now."
12006,5.0,Wings Over Kauai Air Tour,4,1,5,"advantage, gorgeous, great, special",wrong,"We knew before taking off that the island was a jewel. We also knew thanks to the reviews here we could not be wrong to book with Wings Over Kaui. We took a 4pm flight which will remain in our family's memories: gorgeous waterfalls, trees, sand beaches, river, clouds, canyon, lake, etc. ! A special thanks to Josh and Dori for their warm informal welcoming. Both of them are great professionals and the flight was first class. We highly recommend this flight, which also has the big advantage of being less bumpy than a chopper ride."
12007,5.0,Wings Over Kauai Air Tour,4,1,5,"awesome, good, great, loved",worried,"We have taken several helicopter tours in Kauai over the past several years on vacation.  I have to say that I was a bit unsure beforehand if a plane would be as good of an experience and worried about it being bumpy.   It was awesome and very smooth!  I would highly recommend it, we particularly loved being able to fly over the crater without cloud cover!  

Josh and Dory make a very personalized experience for each person on the flight.  I loved the little extras--the family picture, flowers, necklace, and gift at the end.  What a great value--we have already recommended the trip to people at our hotel!"
12014,5.0,Wings Over Kauai Air Tour,4,1,5,"beautiful, excellent, friendly, remarkable",difficult,"We had booked a flight to celebrate my in-laws 50th wedding anniversary, and Ellen and John were very friendly from the get go. Josh, our pilot, was also congenial and offered an excellent narrative throughout our air tour. The views were remarkable, though Kauai is beautiful at any angle :) All that being said, be aware that the 6-seater plane is very cozy (read: I'm 5'3"" and had no leg room) and could use a little sprucing up. Also, not all our headphones were in working order which made it difficult to ask questions of our guide as we flew over the various landscapes."
12019,5.0,Wings Over Kauai Air Tour,9,2,11,"better, enjoyable, glad, great, nice, relaxed, smoothest, stunning, worth","ill, nervous",You simply have to take to the air to see the whole island as only 20% can be seen from the land by car. The view is stunning as you fly over the island across the canyon and up past the Na Poli coast. Bruce was great with telling us stories as we enjoyed the view. I felt very safe and it was the smoothest landing ever. It's a small family business and they do everything to make your trip easy and enjoyable. We were collected by Ellen at the ABC Store by Kalipaki beach and driven to the airport. Dori checked us in and made us feel very relaxed. I was a little nervous about flying but I felt very safe with Bruce who has flown over the island over 5000 times! We couldn't have been in better hands. We were up in the air for just over an hour and then driven back to the Marriott hotel which Ellen told us to walk through to enjoy the gardens. Nice tip thank you! We went for this flight as so many reviews told us people fell ill in the helicopters. I'm so glad we did as it was a private tour for a fraction of the price. Well worth it. Enjoy.
12024,5.0,Wings Over Kauai Air Tour,6,1,7,"beautiful, great, humor, interesting, nice, seamless",scary,My wife and I had taken a helicopter ride around Kauai many years ago and although the scenery was beautiful it was a very bumpy and sometimes scary ride. We recently went back with our 5 and 11 year old boys and decided to see the island by airplane. The check in was seamless(all must step on a scale to record weights for the small Cessna so women beware!). Bruce the pilot was great with the kids and gave a smooth ride with lots of interesting facts about the island.He has a great sense of humor but did not try to ruin the trip with excess talking-sometimes it is just nice to soak in the view. It is also much cheaper than a helicopter ride!
12027,5.0,Wings Over Kauai Air Tour,3,1,4,"amazing, great, wonderful",nervous,We ended our Cruise with a plane ride over Kauai.   This was  Amazing.  Everyone was amazing and our tour guide Josh was just wonderful.  Very informative.  I was a little nervous about flying in a smaller plane but the take off and landing were so smooth as was our time in the air.  We had to plane to ourselves and we had a great time.  I would recommend Wings over Kauai to Everyone.
12028,4.0,Wings Over Kauai Air Tour,3,3,6,"greater, nice, understanding","difficult, disappointed, disappointment","Much of Kauai is very difficult to reach and you see much more from the air.  We went with the airplane instead of the helicopter because it also included a number of land adventures that we were wanting include for about the same price.  This was the first air tour we had been on and really didn't know what to expect.  We were a little disappointed that we didn't get closer to the Napoli coast or deeper into the canyon (like I have seen pictures of) but my understanding is that we since we came in the winter the winds were much greater.  My disappointment was that we couldn't take pictures; we bought the DVD instead, but wasn't the same.  They were very nice and did a group picture in front of the plane before lift off and emailed to us.

Note:  We weren't told this until after we booked the tour (booked before we went to Hawaii) that the air tour depends on the weather (duh) but often the mists cover up a lot of the topography.  This wasn't the case for us and we didn't even have rain, but be forewarned. We booked early in the trip in case we had to reschedule."
12029,5.0,Wings Over Kauai Air Tour,6,1,7,"amazing, friendly, glad, great, helpful, perfect",disappointed,"We were going to book a helicopter tour as we we done that in Maui but definitely glad we choose Wings Over Kauai as this was an amazing experience and at a fraction of the cost! We were on our honeymoon and the staff were just great, from the moment we got collected outside the ABC Store to the check in process which was quick and easy. The pilot was great and had a lot of knowledge of the area; we had our very own private tour on a Cessna which is a smaller aircraft but perfect for the occasion, we would definitely recommend to use this service as you will not be disappointed. Helpful and friendly staff!

We would definitely use again if we are ever back in Kauai.

Thanks for an amazing experience.

Ash & Becs"
12030,5.0,Wings Over Kauai Air Tour,9,1,10,"fantastic, fine, fun, great, interesting, perfect, relaxing, wonderful, worth",worry,"Our family had a wonderful time on this flight tour - and it was the highlight of our time in Kauai.  My husband and I flew with our two boys 9 and 14 and it was perfect for all of us and we got the whole plane to ourselves.  My youngest got seasick the day before on a boat tour, but was totally fine on the entire flight, so no need to worry about motion sickness on a small plane (or maybe we just had little turbulence to deal with!). 

Josh was a fantastic pilot and made the trip relaxing and interesting, engaging each of us throughout the flight through the noise canceling headsets, talking about the various sites on the island, things to do and asking the kids questions.  My oldest is interesting in flying, so he was great about answering questions about the plane and the basics of piloting too!

This family run business is well worth supporting - and they go out of their way to make the trip fun and unique for you.  It's half the cost of a helicopter tour, way more relaxing, you get to see the same parts of the island (not as close up, but that was more than fine for us) and it didn't at all feel like a tourist trap, by any means.

If you decide to do one thing during your time here, this should be it!"
12039,5.0,Wings Over Kauai Air Tour,11,1,12,"comfortable, friendly, gorgeous, great, helpful, honestly, precious, stable, turbulent, unbeatable, worth",sorry,"Honestly, I don't really review things. Time is precious and with all the great reviews what could I possibly add? They're all true. But let me say this; I went back and forth a lot about plane vs. helicopter for hubby and I to get some great photography of Na Pali. This was definitely the right choice. Reasons?
a) PERSONAL  - a friendly and helpful pilot - I felt like I had personally chartered a plane under my command. :-) Bruce thought he was in charge, but no. (just kidding new-friend Bruce)
b) GREAT PHOTO SET UP - on the Cessna, the window opens so you can get a glare free shot. (the new hairdo is no charge. :-0)
c) VIEW - it's really a gorgeous experience with some of the most striking scenery on the planet earth
d) VALUE- price is unbeatable, easily worth more than what they ask for
e) TOUR - pilot talks about just the right amount of island features in a great conversational style 
f) RIDE - This was a very stable and comfortable ride. And sorry to be gross, but over the week in Kauai, I heard multiple times about people, or random people you had to ride with, losing their cookies in the helicopters because it's a more fluid and turbulent experience. Just know they definitely leave that detail out of the shiny helicopter brochure."
12043,5.0,Wings Over Kauai Air Tour,3,1,4,"best, exceptional, great",disappointed,"Great customer service, exceptional value... you won't be disappointed!  This was one of the best experiences we had while visiting Kauai.  I would book again without hestitation."
12046,5.0,Wings Over Kauai Air Tour,18,4,22,"amazing, astounding, better, comfortable, concerns, confidence, enthusiasm, excellent, fine, friendly, great, mild, nice, outstanding, queasy, safer, terrific, welcome","anxiety, anxious, disappointed, negative","After reviewing a number of air charters, we chose Wings Over Kauai based primarily on the Number 1 rating here at TA, plus the excellent reviews from previous customers. It is also cheaper - by half, at least - than a helicopter tour (for the same 60-75 minute tour), and if you are eco-minded, apparently the fixed-wing aircraft of Wings uses much less fuel than a copter. Though it seems that all the companies offering air tours have terrific safety records, it is also my belief that fixed-wing aircraft are generally safer than helicopters. We are joining with all those who have given Wings an excellent rating with no hesitation, and provide our recommendation with great enthusiasm! 
From the moment we arrived at the airport, we were made to feel welcome and at ease, should we have had any anxiety. We conversed with the receptionist, who was the owner's daughter, and she was terrific. She handled the few administrative details with efficiency and again, made us feel extremely comfortable. She also took our photo before we boarded the plane, which was much appreciated.
Our flight had another couple, and all four of us had window seats (all the seats are window seats, but based on the flight of the aircraft, it appears that you may have better views of things by being seated on the right side of the airplane, as we all were able/instructed to do). Water and soda was available if you wanted it, as well as some remedies for motion sickness, if the need arose (my wife actually felt a little queasy during a portion of the flight and took one of the lozenges provided, which made her feel fine almost immediately).
I have flown in helicopters several times (all for work) and never in a small plane, so I was anxious to compare the distinctions between the experiences. I was immediately struck by the smoothness and quality of the flight, even in some mild turbulence. Our pilot was extremely knowledgeable and friendly, and something about his manner in the airplane exuded confidence (which is important in a pilot!). 
The views from the airplane were simply amazing. The mountains, beaches, canyons, waterfalls, and caves were astounding in their beauty and ruggedness. The view of developed properties (e.g., golf courses, plantations, hotels/resorts) was also outstanding. The flight path covered nearly the whole island (I am not sure why about 1/4 [-less? Generally, from east of Princeville to Lihue] of the island is not on the tour) and flew over all the spots you would care to see. Be prepared to take many, many photos, of course (One slight negative regarding this concerns the fact that you are taking your pictures out of a window - the views you get through the window are amazing, but some photos are subject to get a little glare - not the fault of Wings; just be aware of this).
Once we landed, we were given a copy of a DVD which highlighted the views we experienced during the flight (these are ""stock"" clips, but still provide a nice memento of the trip - the cover of the DVD is one of the photos taken of you before you board the plane). Later that evening, the owners contacted us via email to thank us and encourage our review on TA (a nice touch!).
We met another couple at a luau a couple days later who had flown with Wings a day after we did. They flew when there was much more rain in the mountains, so they shared how the pilot stated they were seeing more waterfalls than were present in the days beforehand. I mention this to say that I don't think weather will likely stop your flight (this is up to Wings, but I think it likely that you will encounter rain at some point during the flight - this was no problem and didn't really diminish the quality of photos that we took).
It seems that all the travel folks recommend seeing Kauai by air during your visit. I think this is a valid recommendation, and I can say with no reluctance that you will not be disappointed by booking with Wings Over Kauai."
12053,5.0,Wings Over Kauai Air Tour,4,1,5,"best, breathtaking, special, wonderful",disappointed,"Wings over Kauai really made our first trip to Kauai very special.  My husband and I decided that instead of a boat ride to the Napali coast we would take a small plane.  We were not disappointed.  The trip from beginning to end was wonderful.  The pictures we took are really breathtaking.  Not only do we have our pictures of the trip, but Wings over Kauai gave us a CD of the entire trip.  Josh and Dori and their dog Millie were just the best!!"
12058,5.0,Wings Over Kauai Air Tour,6,1,7,"best, better, good, impressed, magical, perfect",bad,"Wings over kauai, It has small office but it gave me a big big big impression. If you plan to flight tour at kauai island you'd better keep in mind that it is much economic and safe. Mr. Coulombe, the owner and pilot, was in charged of our flight tour. He was kindest pilot ever and he told us lot of informations about flight and the Kauai's features. 
He has privileged to approach hidden place too. Of course it has magical view and i felt like i was in primitive age but you should know that you can not see if you choose other company or helicopter tour..
Although the weather condition was not perfect (clody), it was enough to impressed by mountains and Na pali coast. Do not hesitate to go or not to go, even if the cloudy day.
If you look down the Na pali coast inside the airplane, you will know why..
Can you imagine how it was good?? it was the best!!
And the flight tour make this korean write down the review even i've got bad grammer skill..
I cried inside..

thanks..
Hae Joo Wi."
12062,5.0,Wings Over Kauai Air Tour,7,1,8,"breathtaking, complimentary, friendly, gorgeous, impressed, perfect, worth",disappoint,"Okay, so you already expect the scenery is going go be gorgeous from any aircraft, from any company.  Wow, it did not disappoint!  Breathtaking!  What impressed us, though, was that every detail, every perfect touch, was put into Wings over Kauai""s tour that they took us on. From how very friendly they were , pictures they took and emailed to us that same day, water and ginger candy pieces on the plane in case anyone needed it to the complimentary CD with our picture on the front!  They were informative and showed us so much in the air.  I think what impressed me the most, as a mom of an 11 year old, was that they were very discreet when they showed us the obligatory way to get out of the plane if needed and where life preserves were..  It was a very quick, light, and tactful conversation that did not raise our daughter's anxiousness  a bit.  I appreciated that!  From beginning to end, it couldn't have been more perfect!  We weren't sure how much to tip, but I had read 10 to 15 percent. Doublecheck that before you go.  They are worth it!"
12064,5.0,Wings Over Kauai Air Tour,6,2,8,"amazing, awesome, comfort, dream, great, thankful","annoyed, jealous","My husband is 6'4 and weighs a bit over 270 (just a big guy) and we struggled to find a helicopter that wouldn't charge us for an extra seat for him. I can understand if they were doing it for safety reasons, but when we asked the reason cited was for ""his comfort"".  We have taken a helicopter tour/ride before in Fiji and his size was not an issue , so were a bit annoyed at the extra seat charge.  Then we called Wings over Kauai and were thankful we didn't do a helicopter ride anyway. The small plane was awesome! We had Josh as our pilot and he gave us a great tour of the island. You really have to see the island from the air before you leave. It gives you an an entirely different view of the beauty of Kauai. We are a bit jealous of the job that these pilots get to do..it must be a dream come true to be in the air everyday looking at this amazing island. Truly great customer service...and extremely inexpensive! We highly recommend this company for your flight over Kauai."
12065,5.0,Wings Over Kauai Air Tour,3,1,4,"amazing, efficient, friendly",hard,"My wife and I did this trip as part of a cruise.
   This company was easy to deal with as well as being efficient in responding to my e-mails.
They picked us up at the A.B.C. store at the Anchor Mall in Nawillwili. Our trip was on the 7th May.
    Our pilot was Josh, very knowlegable and informative.
It was 65mins of amazing views and everchanging breathaking scenery. Even though we had radio mikes I found it hard to utter a word. I was struck dumb by what I was seeing.
  Presented with a D.V.D. of the trip afterwards and we plan to sit down and watch it tonight now we are back in the U.K.
   This is well run operation, efficient, friendly and proffesional.
   Highly reccommended,
     AuroraUK"
12066,4.0,Wings Over Kauai Air Tour,4,4,8,"great, honest, nice, relaxing","hard, mad, negative, wrong","We really enjoyed our flight with Cap'n Josh. He was a very nice guy, and great guide. We Had nice weather and the flight was relaxing and informative. The music that played on the Bose headphones was synchronized to the view with music from Jurassic Park to Raiders of the lost Arch. Josh answered all of our questions and knew lots about the island. 
The negative was that we were given the wrong day for our reservation and they transcribed our phone # wrong. We called on the way to say we were stuck in traffic in kapaa [be sure to use the bypass around kapaa every time you are traveling south] and was told that a mistake was made and that they couldn't contact us to reschedule. We rescheduled and was given 20 percent off. We didn't get too mad because they were very honest about the mistake and it is just hard to stay made in paradise. That said, we would do this tour again, but make sure to do it online."
12069,5.0,Wings Over Kauai Air Tour,4,1,5,"amazing, cool, great, nice",sick,"This is a MUST do while in Kauai!!! It was our first trip to Kauai and this was a great way to check out the whole island. We did the plane trip at the end of our trip and Josh (our amazing pilot) showed us all the spots that we had hiked and traveled too! It was so cool to see them from the air. I get motion sickness so we passed on the helicopter and booked with ""Wings over Kauai"". I didn't even get sick one bit! Plus Josh kept the flight nice and smooth and I give him an A+ for his landing. Nothing like the landing I experienced in Costa Rica. My husband was the co-pilot and they sat us all on the right side so everyone had amazing views! Josh was very informative and answered all our questions along with his wife Dori. You even get a free dvd! Yes, I said ""FREE"" .  We will definitely recommend this tour to others. Not to mention they have a great dog named ""Milly"" who was absolutely adorable!! 

Mahalo, 

Lali & Robert"
12071,5.0,Wings Over Kauai Air Tour,3,1,4,"best, friendly, great",uncomfortable,"I dare to say that Wings Over Kauai is the best. Having flown in an uncomfortable helicopter in Maui, I experienced a most friendly and well narrated flight with Wings Over Kauai. Both Captain Josh  and Dori are one great team who looks  after their customers with respect and dignity. Highly recommended. Five Stars!"
12072,5.0,Wings Over Kauai Air Tour,9,1,10,"better, breathtaking, enjoyable, entertained, fun, kind, nice, ready, turbulent",scared,"This was definitely the highlight of our trip to Kauai. The majority of the island is not navigable by land, so your only option is a boat tour or air tour. We didn't go on a boat tour, but I don't know if anything else could have compared to this. 

First off, the couple who runs this place is extremely nice. We had a reservation for an afternoon tour, got there, and they said that due to weather conditions, they could bring us on a short tour, but we wouldn't be able to see most of the island because the clouds were so low, so they let us reschedule and let us know that if things weren't better, they'd give us a call so we wouldn't have to make the trip out. 

The day of the tour, thankfully, was nice just when we were ready to go out and the views are seriously breathtaking.

Scared of getting into such a small plan? I kind of was. The pilot is also an American airlines pilot, and the flight was incredibly smooth. The take off and landing in the small plan were really fun, and the ride was pretty much turbulent free. They even provide drinks AND blankets to make the trip that much more enjoyable. 

You all get to wear headphones so that you can talk to one another over the sound of the engine and the pilot is super knowledgeable about a ton of fun facts about the island. There's also music in the background that will keep you entertained throughout the trip through paradise.

I know it's a pretty penny to be spending, but if you're going to Kauai, you don't want to miss this!"
12081,5.0,Wings Over Kauai Air Tour,10,2,12,"amazing, best, breathtaking, complimentary, confidence, fantastic, faultless, great, impressed, loved","nervous, scared","We really can't speak highly enough of this tour. As a slightly nervous flyer, I was a little scared of the size of the plane (tiny) but I instantly liked and trusted both the pilot Josh and his wife Dori and they gave me a lot of confidence. The tour was fantastic - we saw all the amazing interior of the island that can't be seen by car, as well as the Waimea Canyon and the Na Pali coast which was just breathtaking.

This was a mothers' day treat for me but my husband (who booked it) told me that these guys were one of the cheapest operators out there, as well as the best reviewed, with a faultless safety record. We were also really impressed by the little touches - complimentary, emailed photos of us with the plane and a nut lei for me. They were also great with our little three year old boy - he was free if he could sit on our lap, and, as it happened, he got his own seat anyway. He did fall asleep within minutes so if your child never sleeps, this could be a great break for you!! 

Anyway...thank you Josh and Dori for a fantastic time. We loved every minute."
12082,5.0,Wings Over Kauai Air Tour,6,1,7,"best, caring, great, passionate, phenomenal, wonderful",disappointed,"This air tour is a MUST when visiting Kauai. Our booking agent said Wings Over Kauai was one of the best kept secrets on the island and he was right. We thought an air tour was way out of our budget, but this one is reasonable and a phenomenal value. Great staff -- they are caring and give you a wonderful experience from pre-flight to landing. The sights will take your breath away and may make you tear up (not gonna lie, I did). My husband and I took several tours and booked a handful of activities on the island, but this was by far my favorite. Wings Over Kauai is passionate about what it does, and you won't be disappointed."
12084,5.0,Wings Over Kauai Air Tour,4,1,5,"cool, fantastic, great, welcome",insane,"Anyone who visit's Kauai Island MUST take a trip with Wings. Skip the other company's and go with Wings! Our Pilot Josh was fantastic and Dori who helped us out before hand was great and even had her dog there for us to play with! The experience for myself and my wife from start to finish was beyond great. They go above and beyond to make you feel welcome, and Josh really showed us pretty much everything around the island with some great circles around the key spots on the island. The scenery from the air is insane, and the film and television sports we got to see were so cool to see. (Jurassic Park, Raiders of the Lost Ark, Jurassic Park 3, Pirates of the Caribbean: Dead Man's Chest, Fantasy Island just to name a few) We recommend this to everyone!"
