word,canonical_lemma,frequency_21215,chinese_translation,strict_raw_category_id,strict_raw_category_name,class_taxonomy,nrc_emotion
calmed,calmed,22,心情平静安稳下来的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
talented,talented,22,才华横溢精湛的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
skeptical,skeptical,22,怀疑的 / 存疑的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
tough,tough,22,严苛倒霉的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
lasting,lasting,22,持久的 / 深刻的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
fearful,fearful,22,恐惧的 / 担心的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
favourite,favourite,22,最喜爱的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
bummed,bummed,21,感到扫兴遗憾失落的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
mild,mild,21,轻微适度的（颠簸/舒适）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
refreshing,refreshing,21,令人神清气爽耳目一新的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
spoil,spoil,21,破坏 / 毁掉（好心情）,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
surprises,surprise,21,惊喜 / 意料之外,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
unbeatable,unbeatable,21,无可比拟的 / 无敌的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
successful,successful,20,成功的 / 满意的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
mood,mood,20,心情 / 情绪,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
spiritual,spiritual,20,精神神圣的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
cheerful,cheerful,20,欢快愉悦的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
amusing,amusing,20,风趣风趣令人发笑的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
astonishing,astonishing,20,令人惊叹的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
exquisite,exquisite,19,精美的 / 绝妙的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
suitable,suitable,19,合适的 / 满意的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
inspired,inspired,19,灵感大发 / 深受震撼的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
touching,touching,19,令人动容流泪的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
comfy,comfy,19,舒适惬意的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
chilly,chilly,19,寒冷不适的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
awestruck,awestruck,19,充满敬畏震撼的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
wondered,wonder,18,感到惊奇惊叹 (动词变体),2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
witty,witty,18,风趣幽默的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
soothing,soothing,18,舒缓抚慰人心的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
secret,secret,18,秘境 / 私密独享感,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
marvel,marvel,18,惊叹 / 奇迹,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
keen,keen,18,热情的 / 敏锐的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
honesty,honesty,18,真诚 / 诚信解说,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
smart,smart,18,聪慧的 / 明智的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
haha,haha,18,哈哈（欢快情绪）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
easiest,easiest,18,最省心的 / 最容易的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
danger,danger,18,危险 / 威胁,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
amazement,amazement,18,惊叹 / 惊奇,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
chill,chill,18,惬意轻松的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
charm,charm,18,顺畅 / 令人满意,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
astounding,astounding,18,令人无比震撼惊叹的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
effective,effective,18,有效划算的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
hopes,hopes,17,期盼 / 希望,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
overwhelmed,overwhelmed,17,被震撼/感动深深淹没的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
valuable,valuable,17,珍贵的 / 有价值的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
energetic,energetic,17,精力充沛的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
discomfort,discomfort,17,身体/心理不适感,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
cordial,cordial,17,热情亲切礼貌的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
claustrophobic,claustrophobic,16,感到幽闭恐惧压抑的,3. Class 3 Domain,Class 3: Low-Altitude Domain Lexicon (17 Words) ⭐,2b. Class 3 低空观光领域专有采掘词 (16 Words),CATE (Low-Altitude Air Tourism Domain Discovery)
insane,insane,16,疯狂震撼的 / 极端的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
leery,leery,16,提防警惕 / 顾虑重重的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
loving,loving,16,热爱的 / 充满了爱的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
sensational,sensational,16,绝佳轰动震撼的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
sudden,sudden,16,突然的 / 猝不及防的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
uncertain,uncertain,16,不确定的 / 顾虑的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
worthy,worthy,16,非常值的 / 值得的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
hilarious,hilarious,15,爆笑幽默搞笑的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
warmth,warmth,15,温暖安心感,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
unprofessional,unprofessional,15,不专业的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
respectful,respectful,15,充满敬意的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
immaculate,immaculate,15,完美无瑕洁净的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
annoying,annoying,15,令人烦躁恼火的（Annoyance/Irritation Emotion）,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
fuss,fuss,15,大惊小怪 / 争吵骚动,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
awful,awful,15,极其糟糕的,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
awed,awed,15,感到为之肃然起敬震撼的,3. Class 3 Domain,Class 3: Low-Altitude Domain Lexicon (17 Words) ⭐,2b. Class 3 低空观光领域专有采掘词 (16 Words),CATE (Low-Altitude Air Tourism Domain Discovery)
bubbly,bubbly,15,活泼热情的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
praise,praise,14,称赞 / 高度赞扬,0. Direct NRC,Direct NRC Included (358 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
trustworthy,trustworthy,14,值得信赖靠谱的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
satisfaction,satisfaction,14,满意感,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1b. NRC 原生 仅极性涵盖词 (72 Words),NRC Polarity Only (Positive/Negative)
ruined,ruined,14,毁掉行程的 / 扫兴糟心的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (ruined -> ruined),Morphological Rescued
proud,proud,14,感到自豪骄傲的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (proud -> proud),Morphological Rescued
marvellous,marvellous,14,令人叹为观止的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (marvellous -> marvellous),Morphological Rescued
intrusive,intrusive,14,突兀扰人的 / 煞风景的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (intrusive -> intrusive),Morphological Rescued
glowing,glowing,14,极度赞赏口碑极佳的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (glowing -> glowing),Morphological Rescued
frustrating,frustrating,14,令人挫败的 / 烦人的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (frustrating -> frustrating),Morphological Rescued
bothered,bothered,14,困扰的 / 烦心的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (bothered -> bothered),Morphological Rescued
authentic,authentic,14,地道的 / 真实无伪的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (authentic -> authentic),Morphological Rescued
tricky,tricky,13,棘手不安的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (tricky -> tricky),Morphological Rescued
worldly,worldly,13,超凡脱俗的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (worldly -> worldly),Morphological Rescued
vibrant,vibrant,13,生机勃勃色彩斑斓的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (vibrant -> vibrant),Morphological Rescued
uneasy,uneasy,13,心神不宁感到不安的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (uneasy -> uneasy),Morphological Rescued
precious,precious,13,弥足珍贵的 memory,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (precious -> precious),Morphological Rescued
safest,safest,13,最安全平稳的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (safest -> safest),Morphological Rescued
responsible,responsible,13,负责任的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (responsible -> responsible),Morphological Rescued
pleasurable,pleasurable,13,令人愉快的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (pleasurable -> pleasurable),Morphological Rescued
apologetic,apologetic,13,诚恳抱歉致歉的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (apologetic -> apologetic),Morphological Rescued
bored,bored,12,感到无聊厌烦的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (bored -> bored),Morphological Rescued
soaking,soaking,12,沉浸于（soaking in view）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (soaking -> soaking),Morphological Rescued
stuffy,stuffy,12,闷热不适的（体感不适）,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (stuffy -> stuffy),Morphological Rescued
superbly,superbly,12,出类拔萃完美地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (superbly -> superbly),Morphological Rescued
wondrous,wondrous,12,惊叹奇妙的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (wondrous -> wondrous),Morphological Rescued
satisfying,satisfying,11,令人称心满意的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (satisfying -> satisfying),Morphological Rescued
wary,wary,11,警惕顾虑的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (wary -> wary),Morphological Rescued
trepidation,trepidation,11,惊恐战栗 / 不安,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (trepidation -> trepidation),Morphological Rescued
surprising,surprising,11,令人出乎意料惊喜的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (surprising -> surprising),Morphological Rescued
superlative,superlative,11,顶级极致赞赏的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (superlative -> superlative),Morphological Rescued
sketchy,sketchy,11,令人不安可疑的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (sketchy -> sketchy),Morphological Rescued
slick,slick,11,熟练专业/光滑的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (slick -> slick),Morphological Rescued
rewarding,rewarding,11,非常有成就感/物超所值的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (rewarding -> rewarding),Morphological Rescued
nervousness,nervousness,11,紧张不安的情绪,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (nervousness -> nervousness),Morphological Rescued
mad,mad,11,发怒的 / 生气的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (mad -> mad),Morphological Rescued
inviting,inviting,11,引人入胜令人愉悦的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (inviting -> inviting),Morphological Rescued
cheesy,cheesy,11,俗气的 / 劣质的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (cheesy -> cheesy),Morphological Rescued
admire,admire,11,钦佩赞赏,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (admire -> admire),Morphological Rescued
mesmerized,mesmerized,10,被深深吸引迷住的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (mesmerized -> mesmerized),Morphological Rescued
unfortunate,unfortunate,10,不幸遗憾的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (unfortunate -> unfortunate),Morphological Rescued
stunningly,stunningly,10,令人震撼地,3. Class 3 Domain,Class 3: Low-Altitude Domain Lexicon (17 Words) ⭐,2b. Class 3 低空观光领域专有采掘词 (16 Words),CATE (Low-Altitude Air Tourism Domain Discovery)
stunned,stunned,10,感到目瞪口呆震撼的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (stunned -> stunned),Morphological Rescued
stability,stability,10,平稳安心感,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (stability -> stability),Morphological Rescued
raving,raving,10,赞不绝口极力推荐的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (raving -> raving),Morphological Rescued
quaint,quaint,10,古朴宜人的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (quaint -> quaint),Morphological Rescued
wonderfull,wonderful,10,令人惊叹绝妙的 (错别字变体),1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),1c. Class 1 语法变形拯救归纳词 (wonderfull -> wonderful),Morphological Rescued
jealous,jealous,10,令人羡慕嫉妒的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (jealous -> jealous),Morphological Rescued
improving,improving,10,不断改善令人满意的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (improving -> improving),Morphological Rescued
improvement,improvement,10,体验改善 / 提升,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (improvement -> improvement),Morphological Rescued
friendlier,friendlier,10,更加亲切友好的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (friendlier -> friendlier),Morphological Rescued
emotional,emotional,10,情感上的 / 动情的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (emotional -> emotional),Morphological Rescued
ecstatic,ecstatic,10,狂喜的 / 极度兴奋的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (ecstatic -> ecstatic),Morphological Rescued
conscientious,conscientious,10,认真负责的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (conscientious -> conscientious),Morphological Rescued
badly,badly,10,严重地 / 糟糕地,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (badly -> badly),Morphological Rescued
unspoiled,unspoiled,9,未经破坏原始纯粹的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (unspoiled -> unspoiled),Morphological Rescued
terribly,terribly,9,极度负面地 / 抱歉,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (terribly -> terribly),Morphological Rescued
susceptible,susceptible,9,易受影响脆弱的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (susceptible -> susceptible),Morphological Rescued
stuffed,stuffed,9,塞满的 / 憋闷不适的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (stuffed -> stuffed),Morphological Rescued
miserable,miserable,9,极度痛苦糟糕的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (miserable -> miserable),Morphological Rescued
hassles,hassles,9,烦心事 / 摩擦,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (hassles -> hassles),Morphological Rescued
effortless,effortless,9,轻松平稳的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (effortless -> effortless),Morphological Rescued
compliment,compliment,9,赞美 / 赞赏评价,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (compliment -> compliment),Morphological Rescued
claustrophobia,claustrophobia,9,幽闭恐惧症（密闭机舱焦虑）,3. Class 3 Domain,Class 3: Low-Altitude Domain Lexicon (17 Words) ⭐,2b. Class 3 低空观光领域专有采掘词 (16 Words),CATE (Low-Altitude Air Tourism Domain Discovery)
cheerfully,cheerfully,9,欢快愉悦地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (cheerfully -> cheerfully),Morphological Rescued
bummer,bummer,9,令人扫兴扫兴的事,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (bummer -> bummer),Morphological Rescued
awkward,awkward,9,尴尬的 / 别扭的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (awkward -> awkward),Morphological Rescued
automatically,automatically,9,自动地 / 自然而然,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (automatically -> automatically),Morphological Rescued
mindful,mindful,8,细心周到的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (mindful -> mindful),Morphological Rescued
yummy,yummy,8,美味愉悦的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (yummy -> yummy),Morphological Rescued
unstable,unstable,8,不稳定摇晃令人担心的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (unstable -> unstable),Morphological Rescued
spoiled,spoiled,8,好心情被破坏毁掉的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (spoiled -> spoiled),Morphological Rescued
shocked,shocked,8,感到震惊惊吓的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (shocked -> shocked),Morphological Rescued
poorly,poorly,8,糟糕地 / 差劲地,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (poorly -> poorly),Morphological Rescued
nerve,nerve,8,紧张神经,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (nerve -> nerve),Morphological Rescued
grace,grace,8,优雅 / 良好风度,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (grace -> grace),Morphological Rescued
frustration,frustration,8,挫败感 / 烦恼,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (frustration -> frustration),Morphological Rescued
frightened,frightened,8,感到受惊吓害怕的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (frightened -> frightened),Morphological Rescued
exhilaration,exhilaration,8,极度兴奋快感,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (exhilaration -> exhilaration),Morphological Rescued
exhausted,exhausted,8,精疲力竭极为疲惫的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (exhausted -> exhausted),Morphological Rescued
dissapointed,disappointed,8,感到失望的（错别字变体）,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),1c. Class 1 语法变形拯救归纳词 (dissapointed -> disappointed),Morphological Rescued
cherished,cherish,8,珍视铭记的,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),1c. Class 1 语法变形拯救归纳词 (cherished -> cherish),Morphological Rescued
