user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,special_occasion,aircraft_type,aspects_found,aspect_count,aspect_Scenery,aspect_Pilot,aspect_GroundStaff,aspect_CabinComfort,aspect_Safety,aspect_Weather,aspect_PriceValue,aspect_ServiceRecovery,aspect_Companion,aspect_LifetimeExperience,incongruence_type
NYSue1025,"New York City, NY",5,Feb 2016 • Couples,Buckle Up and Get Ready!!!,"Pricey but worth it!!!  This is an amazing way to experience the Grand Canyon.  The views and ability to truly feel the vastness can be experienced in no other way.  The breathtaking beauty as you come over the south rim truly brought tears to my eyes.  Our pilot, Felix, gave us the need to know information about the canyon with some facts and history.  Can't say enough good things about this ride.",Couples,0,2016-02-08,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,New York City,NY,United States,1,72,401,5,3,0.0224438902743142,0.9799,0.318,0.081,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'PriceValue']",3,1,1,0,0,0,0,1,0,0,0,Type 5: Price Concession
caroleprn,"Lisle, IL",5,Feb 2016 • Couples,A great experience,"Our pilot, BJ made the flight over the Grand Canyon fun and exciting.  He seemed extremely capable and confident while very upbeat and even humorous.  Highly recommended.",Couples,0,2016-02-04,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Lisle,IL,United States,1,27,170,3,0,0.0411764705882352,0.9615,0.507,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Pure Positive Baseline
JJZamorano,Santiago,5,Feb 2015 • Couples,Espectacular!,"Muy buen servicio! Excelente tour! La experiencia y vistas de gran cañón son insuperables! Nuestro tour incluía un parada en un lugar para tomar champaña, con una vista genial. Hasta la parada para recargar gasolina en la mitad del desierto fue entretenida. Recomiendo hacer el tour en la mañana para no toparse con toparse con tanto tráfico de helicópteros.",Couples,0,2016-01-31,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,es,0,Santiago,,Unknown,0,59,358,1,3,0.0167597765363128,0.3561,0.059,0.036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Helicopter,['Companion'],1,0,0,0,0,0,0,0,0,1,0,Type 9: Multilingual Lexicon Artifact
Telebration,"Ratingen, Germany",5,Nov 2015,Atemberaubend,"Ich dachte, der Blick von North Rim ist das Beste - aber der Flug mit Helicopter schlägt alles! Unvergesslich.",Unknown,0,2016-01-28,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,de,0,Ratingen,,Germany,0,19,110,1,1,0.0727272727272727,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter,[],0,0,0,0,0,0,0,0,0,0,0,Type 9: Multilingual Lexicon Artifact
dmathes703,DC,5,Dec 2015 • Couples,AWESOME experience!,"My boyfriend and I did the 45 minute tour which flew over the South and North rim of the Canyon. The views were amazing and our pilot (Felix) was great- the entire experience was perfect! We had a great time on our vacation in the Canyon but the experience on this ride definitely was most memorable. It also happened to be New Years Eve, definitely one that will never be forgotten. :) 

Recommend purchasing the video of your ride. We have watched it quite a few times since returning home just 2 weeks ago.",Couples,0,2016-01-21,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,,DC,United States,1,94,509,2,1,0.0294695481335952,0.9536,0.211,0.03,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Minor Local Noise
Dnnklly,"Edison, NJ",5,Sep 2015 • Couples,Spectacular,I loved this there are no other words to describe this must see must do adventure.  The views are far above anything you will experience.  The pilot was so friendly and knowledgeable.,Couples,0,2016-01-19,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Edison,NJ,United States,1,32,183,1,0,0.0163934426229508,0.8449,0.261,0.056,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'LifetimeExperience']",3,1,1,0,0,0,0,0,0,0,1,Type 1: Local Friction - Overall Positive
Paul H,"Nashville, TN",5,Jan 2016 • Family,awesome,this made the long drive to the grand canyon worth it . the views from the helicopter were spectacular . the pilot was very nice and made it fun . well worth the cost to see the views from this perspective,Family,0,2016-01-14,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Nashville,TN,United States,1,41,205,1,0,0.0,0.923,0.323,0.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'PriceValue']",3,1,1,0,0,0,0,1,0,0,0,Pure Positive Baseline
KezLewis,"Bristol, UK",5,Dec 2015,Superb!,"What can I say - we booked the trip through the travel agent at home and can only say that you get superb value for your money. The flight was amazing - the pilot was so full of amazing information about the locality, culture and was really fun and friendly. The flight lasted 45 minutes but felt like longer. Have no doubt about booking with this company, the experience was brilliant. And the views you get of the Grand Canyon were to die for!!!! The chopper was well heated so we didn't need the thick coats we we took.",Unknown,0,2016-01-11,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Bristol,,United Kingdom,0,99,522,1,4,0.0172413793103448,0.9472,0.24,0.092,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,Helicopter,"['Scenery', 'Pilot', 'GroundStaff', 'PriceValue']",4,1,1,1,0,0,0,1,0,0,0,Type 1: Local Friction - Overall Positive
Butterfly I,"Lewiston, ID",5,Nov 2015 • Friends,Amazing view with best pilot - BJ!,"This was my first helicopter ride and to enjoy it viewing the Grand Canyon was amazing. BJ gave us history, commentary, and awesome music to inspire our tour. The price is average when compared to helicopter tours. We checked in early, weighed in and got our instructions. BJ, thanks for the memories!",Friends,0,2016-01-10,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Lewiston,ID,United States,1,52,301,7,1,0.0299003322259136,0.9682,0.313,0.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'PriceValue']",2,1,0,0,0,0,0,1,0,0,0,Pure Positive Baseline
BenGOhio,"Columbus, OH",5,Jan 2016 • Couples,Amazing Experience,"If you are here reading reviews, you should stop wasting your time and just book a reservation with Maverick right now. Viewing the Grand Canyon by helicopter is an amazing and unforgettable experience. It is evident Maverick puts in effort to make themselves a tier above the other companies and the standard for Grand Canyon helicopter tours. From the time we arrived everyone was professional and kind. The safety instructions were clear and concise. The helicopter was roomy and comfortable. BJ was our pilot and was extremely knowledgeable and fun to listen to along the flight. I'd request to ride with him again. I'm scared of flying and was never once nervous during the duration of the flight. The only concern I have is finding a time in my schedule to get back to the area to do it again!",Couples,0,2016-01-03,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Columbus,OH,United States,1,140,799,2,1,0.0225281602002503,0.9626,0.173,0.049,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'Safety', 'LifetimeExperience']",4,1,1,0,0,1,0,0,0,0,1,Minor Local Noise
Mitch11218,"Spring, TX",5,Dec 2015 • Family,"Spectacular Experience, Unforgettable Bucket List",Family vacations are meant to be memorable and special. Having included Maverick as a part of our Grand Canyon experience was exactly the right thing for us to have done. The 4 of us will never forget the wonderful sights of this amazing place and to experience the Grand Canyon by helicopter is something that everyone visiting the Grand Canyon do at least once. The family could not stop talking about the tour and Vern made every moment special with personal narration and flying that really makes the entire experience enjoyable. This will be a lifetime memory for my family.,Family,0,2016-01-01,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Spring,TX,United States,1,100,579,5,0,0.0224525043177892,0.9655,0.22,0.026,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,Helicopter,"['Scenery', 'Companion']",2,1,0,0,0,0,0,0,0,1,0,Minor Local Noise
Neroli B,"Lightning Ridge, Australia",5,Dec 2015 • Couples,Amazing Flight!!!,"This was the most amazing experience of our entire holiday. 45 minutes of thrilling helicopter ride over this most amazing breathtaking natural wonder. Take your camera , however unless you are sitting on the outside (near a door) it might be a little difficult taking photos. The pilot gives a running commentary during the trip and answers any questions you may have (every passenger has a head set). There is a video package available which captures the flight from under the helicopter and includes the commentary. Bugger the expense, for us it is a once in a lifetime experience so we did the whole deal. Thanks to the Maverick crew for making it such a great experience.",Couples,0,2015-12-31,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Lightning Ridge,,Australia,0,117,676,2,0,0.0103550295857988,0.9772,0.211,0.017,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,Helicopter,"['Pilot', 'LifetimeExperience']",2,0,1,0,0,0,0,0,0,0,1,Pure Positive Baseline
Ron R,,5,Dec 2015 • Couples,Graduation Trip,A great experience from the pickup  at hotel by our driver Mike to the flight from Las Vegas to Grand Canyon. The best was the ground bus trip again with driver/guide Mike to the South Rim and then the helicopter tour with pilot Luke over the snow covered canyon. Highly recommended.,Couples,0,2015-12-30,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,,,Unknown,0,51,283,2,0,0.0424028268551236,0.9245,0.225,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,Helicopter,"['Scenery', 'Pilot', 'GroundStaff', 'Weather']",4,1,1,1,0,0,1,0,0,0,0,Pure Positive Baseline
TravelMike666,"Belfast, UK",5,Dec 2015 • Couples,Breathtaking,"Don't go for ant other tour except a full helicopter experience!! Picked up from hotel and then taken to airport to meet pilot.  You fly to the canyon no stupid 2hr coach trip there and same back! The pilot was funny and knowledgeable.  He really made the trip for us!  The views are stunning and the views from the helicopter are enhanced with so much glass!! 

There is no other way to see the canyon and the total experience we had with Maverick was 10/10 !",Couples,0,2015-12-29,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Belfast,,United Kingdom,0,86,460,1,7,0.017391304347826,-0.5374,0.059,0.096,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Type 1: Local Friction - Overall Positive
DeLeslie,"Fairfax, VA",5,Dec 2015,Breathtaking experience,Every aspect of this experience was outstanding. The knowledge and detail of information shared by our pilot plus the wondrous experience of the view. We had a full 45 min in the air compared ot the 7 min. in the air from other providers which are located on the rim and just take passengers to the floor to stand in line to take a 15 min. boat ride. So glad I read the details and selected this experience. Thrilling but never a sense of danger. Would likely think twice about doing this in months with quick moving thunderstorms. Recommend booking early in your stay so as to provide options for rescheduling should inclement weather occur. You do not want to miss this opportunity!,Unknown,0,2015-12-19,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Fairfax,VA,United States,1,123,684,2,1,0.0131578947368421,0.9602,0.164,0.01,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'Weather']",3,1,1,0,0,0,1,0,0,0,0,Pure Positive Baseline
christy w,,5,Oct 2015,Awesome,We really enjoyed our helicopter ride over the Grand Canyon.  Beautiful views.  Our pilot was knowledgeable and friendly.  Loved it.,Unknown,0,2015-12-16,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,,,Unknown,0,20,132,1,0,0.0454545454545454,0.9558,0.54,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Pure Positive Baseline
Filip N,"Porto, Portugal",5,Nov 2015 • Friends,The best way to get introduced to the Canyon,"We selected Maverick for the type of helicopter they fly:  lots of glass, everybody has a good view.  If you're sensitive to motion sickness try to get the early morning flight, definitely on a warm sunny day ( less turbulence).  We had a veeeery smooth flight.",Friends,0,2015-12-02,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Porto,,Portugal,0,46,261,9,0,0.0153256704980842,0.8519,0.213,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Helicopter,['Scenery'],1,1,0,0,0,0,0,0,0,0,0,Pure Positive Baseline
Mark W,"Cocoa, FL",4,Nov 2015 • Business,First impressions are lasting ones.,Recently traveled to Phoenix and had to see the Grand Canyon while I was there. Scheduled a flight with Maverick. If it weren't for the scheduler I would have given 5 stars. There was some disinformation that caused me to be way too early for my flight based on earlier flights being already filled and seating arrangements which I discussed in detail with Karen at the South Rim location. BJ our pilot was knowledgeable and friendly. Flying over the trees and then entering the Canyon was breathtaking. Going from tree top level to a mile down is a memorable sight. We viewed a good portion of the Canyon and then later went to the park to take in the spectacle from ground level. Don't miss it. It's worth the trip.,Business,0,2015-11-29,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Cocoa,FL,United States,1,130,717,5,0,0.0320781032078103,0.9354,0.13,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'GroundStaff', 'CabinComfort', 'PriceValue']",5,1,1,1,1,0,0,1,0,0,0,Pure Positive Baseline
katypage61,"York, UK",5,Oct 2015 • Friends,"Up,up and away","I had never flown in a helicopter so was a bit nervous, but the pilot came over as being in charge and professional. As soon as we took off I was totally comfortable with the feeling. It was awesome. I had been picked up at my hotel at the precise time agreed and driven to the helicopter base to be matched with a group of others, with everyone being weighed to ensure the flight was not overloaded and the weight was spread evenly. There was a total wait of about 30 minutes before we were called to our helicopter. First we headed toward Hoover Dam and the pilot gave us some background details  before heading off to Grand Canyon, pointing out various points of interest along the way. There was a refuelling strop halfway and then we swopped seats to give everyone a chance of a good view. on the way back the pilot went a slightly different route back to Vegas so we saw as much of the area as possible, again what we were seeing and how the landscape was changing due to the low water level. We had a chance to buy a video of the flight and they presented us with a photo taken with the pilot just prior to take off as a memento. Not that I am likely to forget the experience in a hurry",Friends,0,2015-11-25,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,York,,United Kingdom,0,231,1193,3,0,0.0134115674769488,0.9842,0.145,0.028,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'CabinComfort', 'Safety']",4,1,1,0,1,1,0,0,0,0,0,Minor Local Noise
shopper97531,,5,Sep 2015,Wow,"An incredible way to see the Canyon. Thoroughly enjoyed our flight, all staff friendly and helpful. Would recommend.",Unknown,0,2015-11-23,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,,,Unknown,0,18,116,1,0,0.0344827586206896,0.902,0.463,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Helicopter,"['Scenery', 'GroundStaff']",2,1,0,1,0,0,0,0,0,0,0,Pure Positive Baseline
Fgsmiami,"Miami, FL",5,Nov 2015 • Couples,Pricey but worth it!,I've read several reviews and after going on the tour myself some ppl do have good points. If you sit in the front the view is way better than if you sit in the back middle seats. I sat on the left window and my wife sat right window so we didn't have any issues at all. Our pilot was Robert and he was excellent! He was really nice and patient in everything. The views are spectacular and it was beautiful when you land inside the canyon. Only thing I wish is that the flight would be longer.,Couples,0,2015-11-22,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Miami,FL,United States,1,98,493,4,1,0.0182555780933062,0.9611,0.178,0.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'CabinComfort', 'Companion']",4,1,1,0,1,0,0,0,0,1,0,Pure Positive Baseline
SJClotworthy,"Cairns, Australia",5,Mar 2015 • Couples,So much fun!,Every part of our trip was great. We were collected from our hotel and taken out to the Maverick base station. Our pilot was super friendly and really funny and the view of the canyon is just amazing. I couldn't recommend this experience highly enough.,Couples,0,2015-11-19,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Cairns,,Australia,0,45,252,3,0,0.0198412698412698,0.9523,0.312,0.036,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Minor Local Noise
LesleyYOrk2013,York,5,Oct 2015,Superb,We took a flight out to the Canyon prior to taking a helicopter ride into the canyon. Then taken on a bus into the park. All very professional. Well worth the money.,Unknown,0,2015-11-14,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,York,,Unknown,0,32,165,1,0,0.0303030303030303,0.5487,0.144,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter,"['Scenery', 'PriceValue']",2,1,0,0,0,0,0,1,0,0,0,Pure Positive Baseline
Lynn W,"Edgware, UK",5,May 2015 • Couples,Brilliant brilliant brilliant tour,"Would thoroughly recommend this tour with maverick if you go to Vegas 
The helicopters ( and I'm a nervous flyer) are beautiful and the pilots really make you fee settled and comfortable 
The views are breath taking the canyon itself truly peaceful and picture perfect 
We had a great time and flew back over he strip which really brought the tour to a brilliant ending 
Amazing !!!!",Couples,0,2015-11-14,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Edgware,,United Kingdom,0,67,383,4,4,0.0182767624020887,0.9856,0.372,0.024,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'Safety']",3,1,1,0,0,1,0,0,0,0,0,Minor Local Noise
Waynetheplumber,"Morinville, Canada",5,Nov 2015 • Family,2 thumbs up,"This was the best Bday gift my wife could have ever given me!!! Our pilot BJ, was cool, the helicopters were perfect, every seat is a great view, the tour was not to long but certainly not to short either. We got an incredible view of the canyon, so much so that we decided not to spend the extra cash to hit the park. I've been in many helos and if I could afford one I'd copy the Maverick style. I was afraid it was going to be a cheese ball 15 min run with a 30min preflight check,,, not so. It was the best money I've seen spent on tour to date.",Family,0,2015-11-13,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Morinville,,Canada,0,113,549,3,3,0.02367941712204,0.9632,0.171,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'CabinComfort', 'Safety', 'PriceValue', 'Companion']",6,1,1,0,1,1,0,1,0,1,0,Pure Positive Baseline
Melissa214,"Candia, NH",4,Oct 2015 • Couples,What a way to see the Grand Canyon!,"My husband and I recently took a tour of the Grand Canyon via Mavericks Helicopter Tours.  Seeing the Grand Canyon this way was simply stunning!  If it is in the budget you should really do this.  However, I am not sure if it matters which company you choose.  I found out later that they all fly in the same path, as the air space is very restricted.  
I only gave Mavericks a very good, as opposed to excellent for two reasons.  The first was the knowledge of the pilot.  Technically he knew what he was doing.  Some of the tour information he gave was incorrect.  The second reason was the fuel surcharge.  Gas was around $2.15.  Why were we still getting a surcharge?",Couples,0,2015-11-11,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Candia,NH,United States,1,123,671,8,1,0.0327868852459016,0.9007,0.13,0.037,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'Companion']",3,1,1,0,0,0,0,0,0,1,0,Minor Local Noise
Peter T,"Bristol, UK",5,Oct 2015 • Family,"Wow, and Wow Again!!!","If you have such a thing as a Bucket List then this tour should be on it. Its something we quite fancied before we got to Las Vegas, so it wasn't hard to make that final choice to do the tour to the Grand Canyon with Maverick Helicopters.
We decided in the end to go for the champagne lunch tour which was 45 minutes flying, which included a fly past of Lake Mead, the Hoover Dam, then down into the Grand Canyon for a spot of lunch accompanied by the said champagne...which was delicious :-)
We had a group of six, so we all fitted into one chopper, flown by Brandon, who was excellent throughout. If I was to pick a fault in the trip then it would be that it was too short a day, we loved every second of it. Thanks Marvericks, a life-long memory for our whole group!.",Family,0,2015-11-06,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Bristol,,United Kingdom,0,151,770,4,1,0.0298701298701298,0.9714,0.165,0.017,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Helicopter,"['Scenery', 'LifetimeExperience']",2,1,0,0,0,0,0,0,0,0,1,Pure Positive Baseline
Dawn H,"Glasgow, UK",5,Oct 2015 • Friends,Hel-luva fun!,"We were on a group holiday and had the pleasure of using Mavericks Helicopter tours over the Grand Canyon.

The staff were very friendly and helpful. Chatting away with everyone, to kill time while they got used to the 'new' chip & pin system slowing down their computers!

Our pilot was B.J (well this is an ongoing debate. Some of our group think it was P.J others say B.J - so if you are reading this. I apologise for possibly getting your name wrong) He was a pleasure to fly with. Kept us all laughing the whole flight. While explaining all the breath taking views we were saying. Tried to answer our ridiculous questions! Which was very appreciated. He even didn't mind while we all wanted an individual picture with him in front of the helicopter. He even played photographer for us all!

I highly recommend this company if you are thinking of a helicopter flight over Grand Canyon. You wont be disappointed!",Friends,0,2015-11-01,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Glasgow,,United Kingdom,0,163,915,2,4,0.0295081967213114,0.9863,0.218,0.038,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,Helicopter,"['Scenery', 'Pilot', 'GroundStaff']",3,1,1,1,0,0,0,0,0,0,0,Minor Local Noise
Nicholas A,"Cornwall, UK",5,Feb 2015 • Couples,What a great experience,"If you have time, please do a Grand Canyon Helicopter flight. We chose Maverick as we had heard of its excellent reputation.

We were picked up from our hotel taken to the airstrip and given a short briefing. Then it was strap in and up up and away. 

The pilot was very competent and knowledgeable, pointing out all the sights as we flew over them.

We landed down in the canyon to refuel, then up again to continue

This guy sure knew hoq to fly that helo.

All too soon we were flying back over the Las Vegas Strip and back to the airstrip to land.

Well worth a good if you can, and we would recommend these flights to everyone.

There are a number of different tours - choose one that suits you time wise, and your budget of course. This isn't a cheap outing..",Couples,0,2015-10-29,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Cornwall,,United Kingdom,0,146,765,4,0,0.0235294117647058,0.9741,0.177,0.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'PriceValue']",3,1,1,0,0,0,0,1,0,0,0,Pure Positive Baseline
Kate V,"Brisbane, Australia",5,Oct 2015,A must do ... if your budget allows!,"This was amazing! The pilot was friendly and flew the aircraft very well. The view from the air was something that can't really be described, you just have to experience it for yourself. Once on the ground in the Grand Canyon, it was amazing to look up to the top, and the sense of peace & calm (even though there are helicopters flying around), is again something I can't really describe (sorry), but it was womderful. The tour is only about 4 hours or so, but it's a fantastic 4 hours and beats sitting on a bus for 4 hours one way! :) The only 'downside' of this tour is that we only had about 30 minutes on the ground, and that time went way too fast... We did the Dream Catcher Sunset, which was beautiful, flying over the Grand Canyon at Sunset and back over Las Vegas as it was lighting up for the night, but if there is an option to have the sunset and a little longer on the ground, I would suggest that.. If not, do this one for sure!!!",Unknown,0,2015-10-28,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Brisbane,,Australia,0,184,946,8,5,0.0211416490486257,0.99,0.204,0.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'GroundStaff', 'Safety', 'LifetimeExperience']",5,1,1,1,0,1,0,0,0,0,1,Pure Positive Baseline
Suth,"Bournemouth, UK",4,Aug 2015 • Couples,flight of a lifetime,"Having always wanted to see the grand canyon we decided on this helicopter trip. Although quite expensive we thought it well worth the money. We were picked up from our LV hotel and taken by minibus to the take off point where we were given a safety briefing and met our co- flyers and pilot, Joe. The trip to the canyon took 45 min and was very smooth, which my husband appreciated as he hates flying!. A 15 min flight in and around the canyon followed before we headed back. As the flight was full ( 7 passengers plus pilot) we had a re-fuelling stop en route. At this point we changed seats so everyone could get a window seat during the trip. I would advise taking water with you before hand as they were charging $10 per bottle (in LV you can get 6 bottles/ $2.50 from local CVS store). The pilot was very informative and you could ask any questions. We finished by flying down the strip which was a sight to behold. The whole thing was videod (price extra) but there was no hard sell pressure to buy. Only snag was the US use a different DVD system to us so we had to get it re-formatted back home! Even so my land loving husband called it the best part of our holiday.",Couples,0,2015-10-28,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Bournemouth,,United Kingdom,0,226,1175,4,2,0.022127659574468,0.9523,0.112,0.045,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'CabinComfort', 'Safety', 'PriceValue', 'Companion']",6,1,1,0,1,1,0,1,0,1,0,Type 5: Price Concession
Kenneth W,"Orland Park, IL",5,Oct 2015 • Couples,We had the best time,"We took the Mavericks helicopter tour on Monday Oct. 19th. We were a little concerned about the weather at first, but the clouds and rain went away early that day. Our pilot, Vern, was amazing. He gave us an ultra smooth flight that was amazing and awesome. The sights are incredible. We took the 50 minute tour that flew us from the South Rim across the Canyon to the North rim and back. He was very engaging as our pilot/host. He gave us very useful info about the park ,as  well as the history of the Canyon and different formations that can only be seen by air. The views are simply the best. I would definitely recommend Maverick to anyone wanting to do a helicopter tour of the Grand Canyon. It was simply the best way to see the Grand Canyon.",Couples,0,2015-10-25,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Orland Park,IL,United States,1,141,749,5,0,0.0333778371161548,0.9956,0.296,0.0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,Helicopter,"['Scenery', 'Pilot', 'Weather']",3,1,1,0,0,0,1,0,0,0,0,Pure Positive Baseline
Janet M,"Cumbria, UK",5,Oct 2015,Awesome!,"Truly an awesome experience (such an overused word but, for once, the appropriate one.) Ben was our pilot and was great, very pleasant and informative. The moment we flew over the rim of the Canyon was unforgettable, as was the whole flight. Forty five minutes just whizzed by. Awesome!",Unknown,0,2015-10-22,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Cumbria,,United Kingdom,0,49,286,1,1,0.0209790209790209,0.9719,0.323,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'LifetimeExperience']",3,1,1,0,0,0,0,0,0,0,1,Pure Positive Baseline
PaulEPaul2014,"Norwich, UK",5,Sep 2015 • Friends,Simply Stunning,"My partner and I had never been in a helicopter before, and she is scared of heights, but BJ our pilot was excellent, he talked us through the journey and was informative about what we were seeing, he gave some background and history of the area, and put us totally at ease.  It is expensive but well worth the money as it is a once in a lifetime experience, would recommend it to anyone.  We flew from the Grand Canyon airport and everything went like clockwork, BJ checked if he had anyone on board that was afraid of heights, and the trip was incredibly smooth, the helicopter had good visibility and seated 7 passengers though we only had 5 on our trip, an excellent insight into the canyon for our first glimpse.",Friends,0,2015-10-12,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Norwich,,United Kingdom,0,132,717,2,0,0.0139470013947001,0.9863,0.219,0.013,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'Safety', 'Weather', 'PriceValue', 'LifetimeExperience']",6,1,1,0,0,1,1,1,0,0,1,Pure Positive Baseline
Apark155,"Cambridge, UK",5,Sep 2015 • Couples,Amazing views,"This is definitely the way to do a Grand Canyon tour from Las Vegas! Obviously much quicker than a bus tour if you're on a tight schedule and get great views of Lake Las Vegas, Hoover Dam, Lake Mead, The Grand Canyon, and also the Strip. 

Very professional company and pilot was very knowledgable and entertaining. The Grand canyon is truly spectacular.",Couples,0,2015-10-11,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Cambridge,,United Kingdom,0,62,354,2,1,0.0564971751412429,0.9689,0.299,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'CabinComfort']",3,1,1,0,1,0,0,0,0,0,0,Pure Positive Baseline
