tour_name,rating,fear_words,has_pilot,fear_sentence,pilot_sentence,full_text
Wings Over Kauai Air Tour,5,nervous,1,"I am a little bit of a nervous flyer, and I felt completely at ease as it was obvious that Bruce has a ton of experience","Bruce and Mary were extremely nice | I am a little bit of a nervous flyer, and I felt completely at ease as it was obvious that Bruce has a ton of experience","Great plane tour of Kauai! . We decided to book this tour because of the great reviews and the fact that it was half the price of the helicopters. The trip exceeded expectations. Bruce and Mary were extremely nice. I am a little bit of a nervous flyer, and I felt completely at ease as it was obvious..."
Wings Over Kauai Air Tour,5,"scared, nervous",1,"I had contemplated cancelling the flight as I am a nervous flyer, claustrophic, scared of heights and  and get motion sickness- what a nightmare passenger",We flew with Captain Josh on 17th October in the Grand Air Van tour on a morning flight | Captain Josh was wonderful -his warm hospitality put us at ease,Holiday Highlight . We flew with Captain Josh on 17th October in the Grand Air Van tour on a morning flight. It was the absolute highlight of our trip. We were extremely fortunate with clear and sunny weather which meant that we could enjoy the full flight plan. From the confirmation phone call we m...
Wings Over Kauai Air Tour,5,scared,1,I can honestly say that this flight was real value for money and worth doing even for some-one who feels scared of flying in a small plane,"My husband was so excited about this flight as he has his Pilot's License, but I have never had the nerve to fly with him in a light aircraft before now | Bruce, who flew the little Cessna was wonderful and put me at ease straight away, gave me confidence and allowed me to relax and enjoy the whole thing","Do not miss this. The best attraction in the Hawaiian Islands. . My husband was so excited about this flight as he has his Pilot's License, but I have never had the nerve to fly with him in a light aircraft before now. Bruce, who flew the little Cessna was wonderful and put me at ease straight away,..."
Wings Over Kauai Air Tour,5,nervous,1,I have to say I was nervous prior to boarding because I hadn't been in such a small plane before but the fears were pretty much dissipated by the time I took my seat,"Full of knowledge and fun tidbits, josh was an awesome tour guide",Wonderful adventure while in Kauai! . Found this place from all the wonderful reviews online. Was planning on doing another outing/adventure but price seemed a little steep for the activity. When I found this for the same price there was no hesitation in booking! We booked the 9:30 flight because af...
Wings Over Kauai Air Tour,5,afraid,1,I must admit that I was afraid of flying in this type of plane but he made you feel at ease,Bruce was an amazing Pilot,Amazing.... . Bruce was an amazing Pilot.  I must admit that I was afraid of flying in this type of plane but he made you feel at ease.  The staff was awesome and it was just a great experience.  Beautiful view.  Some spots of the island can only be seen by air.  Lots of pictures taken.  Wished we c...
Wings Over Kauai Air Tour,5,nervous,1,I was a bit nervous but he quickly calmed any fears I was having with a smooth take off,We had Josh as our pilot,Awesome! . We did this tour on our last day of our Hawaiian cruise and by far it was the highlight of our trip. We had Josh as our pilot. He is experienced with many years of flying with Wings and commercial airplanes. I was a bit nervous but he quickly calmed any fears I was having with a smooth ta...
Wings Over Kauai Air Tour,5,afraid,1,Several people that I have told about this experience have all said that they are 'afraid' to get on a small plane that seats 6-8 people,"Our pilot, Josh (if my memory is correct) was extremely knowledgeable and pointed out the different places we were seeing along with some history of the island | Our pilot had flown with American Airlines and was very experienced",Beautiful way to see Kauai! . This was the best experience we had during on stay on Kauai in August 2014! We had booked this flight many months in advance as this was high on our 'to do' list. It turned out that we were booked on the day that hurricane Iselle was to hit the island. As soon as I hear...
Wings Over Kauai Air Tour,5,"scared, frightened",1,The whole experience was amazing even though I thought I was frightened to death beforehand | You really must try it and don't be scared to do this,"Bruce, our captain, was amazing and his staff were as well | I cannot say enough about how beautiful it was to see Kauai from the air and Bruce made my husband and I feel very comfortable and safe","Unbelievable Experience of a lifetime!!! . This was the most amazing and beautiful thing I've ever seen and been a part of. Bruce, our captain, was amazing and his staff were as well. I cannot say enough about how beautiful it was to see Kauai from the air and Bruce made my husband and I feel very c..."
Wings Over Kauai Air Tour,5,nervous,1,"I fly a lot but I am a little nervous about smaller planes, so I was worried with how I would do on the trip","We took our tour with my dad, who's a pilot himself, and my mom | Our pilot was Josh","Great way to see Kauai . Wings over Kauai is an awesome group. We had a great time flying them on our recent trip. My husband made the reservation for us based mostly on how good the reviews were. We weren't totally on a budget but after spending 2 weeks island hopping between Maui, Oahu, and Kauai ..."
Wings Over Kauai Air Tour,5,nervous,1,"I'd never flown a plane before, but our pilot, Bruce, was a patient teacher explaining how to use the controls, and I felt safe the whole time despite being really nervous","I'd never flown a plane before, but our pilot, Bruce, was a patient teacher explaining how to use the controls, and I felt safe the whole time despite being really nervous | My science teacher husband enjoyed getting to see the view and learn a little more about the endemic species on Kauai (Bruce really knows his stuff about plants","Amazing adventure . We chose to fly in the Cessna on a two-person tour that also was an instructional flight. I'd never flown a plane before, but our pilot, Bruce, was a patient teacher explaining how to use the controls, and I felt safe the whole time despite being really nervous. My science teache..."
Wings Over Kauai Air Tour,5,nervous,1,"For those of you that might be nervous about flying in a small plane, don't be as you are in good hands with Bruce and his team",My wife and I flew around the island yesterday with our pilot Bruce in his Cessna airplane | Bruce is a terrific pilot and treated us like family,Wings Over Kauai is a must do!!! Wonderful experience! . My wife and I flew around the island yesterday with our pilot Bruce in his Cessna airplane. Bruce is a terrific pilot and treated us like family. We saw so many beautiful sights of Kauai from up above with all of them being picture perfect. Fl...
Wings Over Kauai Air Tour,5,nervous,1,"It was my first time in a plane this size, so I was a little nervous before-hand","Bruce was a great pilot, making sure we were comfortable during the whole flight and sharing interesting stories about his life on Kauai","Can't beat the amazing views of Kauai . We took a private trip with Wings over Kauai in late March of this year. It was my first time in a plane this size, so I was a little nervous before-hand. Once we met the Wings over Kauai staff, I was immediate put at ease. You could tell they loved their jobs..."
Wings Over Kauai Air Tour,5,scared,1,"Regarding flight vs helicopter, my wife was scared to do a helicopter for safety reasons, so we went with this","In any case, we were pretty low too but also got a great wide-angle view of everything, as well as very informative instruction from the pilot, Josh, who told us about the history, answered any questions we had, and provided interesting commentary on the comfortable headsets","Gorgeous scenery, see entire island in 60 minutes . We did this tour in May 2014 and not only was the value good, but it was something we would have paid even more to do.  It was $125 per person for me and my wife.  The tour takes you throughout the entire island and you see the parts of Kauai which..."
Wings Over Kauai Air Tour,5,nervous,1,"I was nervous about riding in a small plane, but my worrying was all for nothing","Our pilot was incredibly qualified, knowledgeable and friendly","Breathtaking tour of Kauai . What a flight! I don't even have the words to describe how amazing this was. Most magical, jaw-dropping experience we've ever had. I also love that Wings Over Kauai is a family-owned company ... and from the moment we arrived for our flight, they made us feel like part o..."
Wings Over Kauai Air Tour,5,afraid,1,"I normally afraid of flying, but Bruce, did a great job | I wasnt afraid at all, in fact i enjoyed every minutes and wish we could do it longer",We had a chat with Josh and Bruce the owner was our Pilot | During the flight Bruce told us about so many informations and showed us the places that we have not seen during our stay in Kauai,"5 STAR! . So, this was my Valentine's present for my husband.
He love's to fly so I thought why not?
This was the coolest thing that we have done in Kauai.
Right from the started of my booking, Ellen was very friendly, she gave fast response due to my last minute booking.
We had a chat with Josh and..."
Wings Over Kauai Air Tour,5,nervous,1,He put the nervous passengers at ease,Josh is an amazing pilot who had answers for every question we asked,"Fun, informative, awesome . Josh is an amazing pilot who had answers for every question we asked.  He put the nervous passengers at ease.  Amazing beautiful and comfortable flight.  Well worth the cost.  Everything Goose and TandemCyclist said is true, I can't add anything else.  This is a must do!..."
Wings Over Kauai Air Tour,5,nervous,1,This was my first time in a small plane so I was very nervous but determined to see the Na Pali coastline,Our pilot Bruce was awesome  by putting me totally at ease with his narration of the island  and his constant checking in on each passenger | I can't say enough except Mahalo Bruce  and company and we will see you on our next trip,Wow! Incredible! Fantastic! . This was my first time in a small plane so I was very nervous but determined to see the Na Pali coastline.Our pilot Bruce was awesome  by putting me totally at ease with his narration of the island  and his constant checking in on each passenger.  He really personalized...
Wings Over Kauai Air Tour,5,nervous,0,We were a bit nervous about small aircraft but Josh and Dori made us feel comfortable from the start,,Absolutely stunning . What a great way to see Kauai from a different perspective. We were a bit nervous about small aircraft but Josh and Dori made us feel comfortable from the start. Josh shared lots of stories and history of the island as he pointed out the various sites. I would highly recommend ...
Wings Over Kauai Air Tour,5,nervous,0,I was very nervous as I have not flown in such a small plane before,,Must do . My husband and myself decided to try this as we had a helicopter trip booked on another Island and I have to say I am glad we did. I was very nervous as I have not flown in such a small plane before.  From the off I was made to feel very relaxed and safe and once in the air the scenery com...
Wings Over Kauai Air Tour,5,nervous,1,"I have to say I was nervous about flying on such a small plane, but the flight was smoother than the massive commerical flights","The desk staff was friendly and welcoming, and Bruce our pilot really made it a point to engage in conversation, get to know us, and tell us all of his fun facts about the island","Best part of our trip!! . My husband and I traveled to Kauai one month at in Sept 2013. I have to say I was nervous about flying on such a small plane, but the flight was smoother than the massive commerical flights. Wings over Kauai was definately our favorite part of the trip. The desk staff was f..."
Wings Over Kauai Air Tour,5,nervous,1,mom was a little nervous at first but would do it again,"Our pilot, Josh, was friendly and knowledgable","Highlight of our Kauai Vacation!!! . We've been in Kauai for a week and ended our tour with Wings Over Kauai.  Our pilot, Josh, was friendly and knowledgable.  The entire staff at Wings Over Kauai were super friendly and made us feel comfortable and confident...mom was a little nervous at first but ..."
Wings Over Kauai Air Tour,5,afraid,1,"I personally am afraid of heights and was leery about going, but I truly enjoyed the experience and once we met the pilot all my fears ""flew"" away","I personally am afraid of heights and was leery about going, but I truly enjoyed the experience and once we met the pilot all my fears ""flew"" away","Wings Over Kauai - Wonderful Experience! . We wanted a flight that would offer a great overview of Kauai and we were not disappointed.  I personally am afraid of heights and was leery about going, but I truly enjoyed the experience and once we met the pilot all my fears ""flew"" away.  The scenery was..."
Wings Over Kauai Air Tour,5,nervous,1,"Bruce made me feel at ease, knowing I was a little nervous having not been in a small plane before","Bruce was our pilot and it was just the three of us in the plane | Bruce made me feel at ease, knowing I was a little nervous having not been in a small plane before","Great Flight . My husband and I booked this flight the second day of our Kauai vacation.  Bruce was our pilot and it was just the three of us in the plane.  From the moment we entered their place of business, we were treated like old friends, we were greeted by our first names, I was given a beautif..."
Wings Over Kauai Air Tour,5,nervous,1,I am a nervous flyer and this was the smallest plane I had ever been on,We were so incredibly pleased with the tour and with Captain Bruce and Val | Captain Bruce made me feel totally at ease and the flight was fairly smooth so I did ok,Amazing experience!!! . Oh my goodness! The Wings over Kauai tour was the best experience my husband and I had in Kauai. We decided to go with them instead of the helicopter tours for a few reasons. 1. It is less expensive. 2. We were recommended by a friend of ours who had taken this tour the year ...
Wings Over Kauai Air Tour,5,fear,0,Let me start by saying I was initially leery of taking this trip due to a fear of small planes,,"Fantastic adventure . Let me start by saying I was initially leery of taking this trip due to a fear of small planes.  It turned out to be the top highlight of our visit to Kauai.  From Ellen picking us up in the van, to Josh flying us around the island, we had a first class experience.  Josh's know..."
Wings Over Kauai Air Tour,5,nervous,0,I felt safe and they constantly asked my sister how he was doing since she was nervous about flying,,Fun!! . Amazing tour of the island.  Very friendly and professional.  I felt safe and they constantly asked my sister how he was doing since she was nervous about flying.  Just know it is small plane so you will feel some turbulence.  I was find with it.  You will take some amazing pictures and at t...
Wings Over Kauai Air Tour,5,nervous,1,"We were a bit nervous, however, Ellen, Tara and our pilot Josh did a fabulous job of calming our nerves | We did take one dramamine a few hours before the flight, not sure if this was needed at all, like I said, we were all fine, but you may want to take just in case you are also nervous","We were a bit nervous, however, Ellen, Tara and our pilot Josh did a fabulous job of calming our nerves | We also met Bruce, the other owner and Ellen's other half","Chance of a Lifetime! . Wow!  What more can I say about this fabulous tour! My husband, two daughters (ages 9 and 13) and I took this tour on our last day of our Kauai vacation.  Talk about ending things with a bang!  We took the 4:00 tour (last flight of the day) on a day with a forecast of mostly ..."
Wings Over Kauai Air Tour,5,nervous,1,I was a little nervous about flying but I felt very safe with Bruce who has flown over the island over 5000 times,Bruce was great with telling us stories as we enjoyed the view | I was a little nervous about flying but I felt very safe with Bruce who has flown over the island over 5000 times,The best way to see the whole island! Do it! . You simply have to take to the air to see the whole island as only 20% can be seen from the land by car. The view is stunning as you fly over the island across the canyon and up past the Na Poli coast. Bruce was great with telling us stories as we enjoy...
Wings Over Kauai Air Tour,5,nervous,1,I was a little nervous about flying in a smaller plane but the take off and landing were so smooth as was our time in the air,Everyone was amazing and our tour guide Josh was just wonderful,Best trip . We ended our Cruise with a plane ride over Kauai.   This was  Amazing.  Everyone was amazing and our tour guide Josh was just wonderful.  Very informative.  I was a little nervous about flying in a smaller plane but the take off and landing were so smooth as was our time in the air.  We ...
Wings Over Kauai Air Tour,5,anxious,1,"I have flown in helicopters several times (all for work) and never in a small plane, so I was anxious to compare the distinctions between the experiences","Our pilot was extremely knowledgeable and friendly, and something about his manner in the airplane exuded confidence (which is important in a pilot | They flew when there was much more rain in the mountains, so they shared how the pilot stated they were seeing more waterfalls than were present in the days beforehand","Breathtaking Views of Kauai . After reviewing a number of air charters, we chose Wings Over Kauai based primarily on the Number 1 rating here at TA, plus the excellent reviews from previous customers. It is also cheaper - by half, at least - than a helicopter tour (for the same 60-75 minute tour), a..."
Wings Over Kauai Air Tour,5,scared,1,Scared of getting into such a small plan,"The pilot is also an American airlines pilot, and the flight was incredibly smooth | You all get to wear headphones so that you can talk to one another over the sound of the engine and the pilot is super knowledgeable about a ton of fun facts about the island","Highlight of our trip! . This was definitely the highlight of our trip to Kauai. The majority of the island is not navigable by land, so your only option is a boat tour or air tour. We didn't go on a boat tour, but I don't know if anything else could have compared to this. 

First off, the couple wh..."
Wings Over Kauai Air Tour,5,"scared, nervous",1,"As a slightly nervous flyer, I was a little scared of the size of the plane (tiny) but I instantly liked and trusted both the pilot Josh and his wife Dori and they gave me a lot of confidence","As a slightly nervous flyer, I was a little scared of the size of the plane (tiny) but I instantly liked and trusted both the pilot Josh and his wife Dori and they gave me a lot of confidence","Fantastic value and a fantastic tour! . We really can't speak highly enough of this tour. As a slightly nervous flyer, I was a little scared of the size of the plane (tiny) but I instantly liked and trusted both the pilot Josh and his wife Dori and they gave me a lot of confidence. The tour was fant..."
Wings Over Kauai Air Tour,5,anxious,1,"They are friendly, helpful and anxious to do whatever they can to provide a memorable experience","We met Bruce the day before after a long day (his) but he was friendly and enthusiastic | )  What was truly wonderful about Bruce, Sherry and the team is that this was a personal thing that, within the limits of what was possible, was the product of getting what we wanted done","Thought we knew Kauai but.........OMG . Given the support already on TA, this may seem like piling on but...no problem, lets pile!  We have been not quite annual visitors to Kauai for many years and thought we knew the place pretty well.  One thing we had never done was a helicopter or fixed wing to..."
Wings Over Kauai Air Tour,5,nervous,1,"My husband and I have never been in a plane that small and were a little nervous, but it was an extremely smooth and comfortable flight",Josh is an excellent pilot and shared a lot of information | Bruce and Ellen are so kind and everything was so well organized,Don't Miss It . My husband and I took the flight on the Wings Over Kauai in March 2013.  It was wonderful.  One of those experiences that is sometimes difficut to see it all because of the tears in the eyes from how beautiful everything is.  I did a lot of research before we took our trip.  Hawaii h...
Wings Over Kauai Air Tour,5,terrified,1,"I have done a helicopter ride before and was terrified, but I felt much safer in the plane and would recommend for those who know they don't like helicopters",You have Bose earphones so you can hear the pilot and hear/speak to each other,Brilliant trip and great team . We had booked for a flight earlier in the week and when we turned up they said that with cloud cover we'd miss 1/3 of what they normally can see so they gave us a full refund and we booked for another morning.  Today we were luckier and despite it raining at our hotel...
Wings Over Kauai Air Tour,5,nervous,1,"We're not overly adventuresome and don't fly in small planes so we were nervous, however our fears quickly subsided",Ellen and Josh the pilot made us feel VERY comfortable | Josh is a professional airline pilot and flew great and communicated with us throughout the flight,"Awesome Experience! . We're not overly adventuresome and don't fly in small planes so we were nervous, however our fears quickly subsided.  Ellen and Josh the pilot made us feel VERY comfortable.  Josh is a professional airline pilot and flew great and communicated with us throughout the flight.  Th..."
Wings Over Kauai Air Tour,5,fear,1,I don't like to fly in small planes or helicopters (fear of heights,"Bruce gave us a special glimpse of the beautiful Kauai, and his information and comments during the flight gave was wonderful - the flight was smooth and easy, as far as seeing the island, this is the only way to go","Best way to see Kauai!!! . I don't like to fly in small planes or helicopters (fear of heights!) - but this was awesome! Bruce gave us a special glimpse of the beautiful Kauai, and his information and comments during the flight gave was wonderful - the flight was smooth and easy, as far as seeing th..."
Wings Over Kauai Air Tour,5,nervous,1,"Nervous Flyer - great trip | I am a nervous flyer, and small planes and possible turbulence almost kept me from going on this trip",,"Nervous Flyer - great trip! . I am a nervous flyer, and small planes and possible turbulence almost kept me from going on this trip. Everyone at Wings Over Kauai was completely patient and reassuring. Capt Josh, in particular, was terrific. I enjoyed the entire tour they advertise, plus we saw many ..."
Wings Over Kauai Air Tour,5,nervous,1,This is a great alternative for people who are nervous about helicopters (like me) or who have weight limits and cannot take a helicopter,Bruce informed us there was some haze and checked the weather to see if the next few days would offer better viewing | Bruce was a wonderful pilot - it was an extremely smooth flight and Bruce was a great guide,Wonderful experience . Flying with Wings Over Kauai was a wonderful experience.  The reservation process was easy and they were very flexible in order to accommodate our schedule. When we arrived everyone was extremely friendly and the checkin process was a breeze. Bruce informed us there was some h...
Wings Over Kauai Air Tour,5,fear,1,Everyone helped my wife with her fear of motion sickness,Bruce made sure I got the opportunity to get the photos I wanted,We had a wonderful time! . Bruce made sure I got the opportunity to get the photos I wanted.  Everyone helped my wife with her fear of motion sickness.  Wonderful memories of a beautiful island!...
Wings Over Kauai Air Tour,5,scared,1,We wanted to check out the na Pali coast somehow and decided on wings over Kauai because a member of our party was scared of helicopters and boat rides seemed over priced and long,,Worth the money and great staff! . We wanted to check out the na Pali coast somehow and decided on wings over Kauai because a member of our party was scared of helicopters and boat rides seemed over priced and long. The sights were absolutely beautiful and need to be seen if visiting Kauai. The staf...
Wings Over Kauai Air Tour,5,anxious,1,"Our son was able to fly 'copilot' which he absolutely enjoyed and our daughter - a bit anxious about small aircraft- had a terrific time, and loved our 'up close' look at pod of whales and of dolphins off the north shore","Mary, Allison and Captain Josh made us feel welcome from the first moment and throughout our experience | Thanks again to Mary, Allison and Captain Josh (and Ellen who took good care of us via email)","Phenomenal flightseeing experience over Kauai . You could not ask for greater aloha spirit than that offered by this group!  Mary, Allison and Captain Josh made us feel welcome from the first moment and throughout our experience.  Our son was able to fly 'copilot' which he absolutely enjoyed and our..."
Wings Over Kauai Air Tour,5,scared,1,"If you are worried because you're scared of heights or bumps, don't be","Not that we've done the flight, we can honestly say these reviews are true to the experience you get with Bruce and Ellen and their team | We flew with Bruce on a gorgeous December morning and loved every minute of it - just as others noted though, we too wished it would have lasted longer","Magnificent Morning Flight! . My husband and I chose Wings over Kauai based on their excellent TripAdvisor reviews and terrific price in comparison to a helicopter tour -- we were not disappointed! Not that we've done the flight, we can honestly say these reviews are true to the experience you get w..."
Wings Over Kauai Air Tour,5,nervous,1,"I don't really like flying, but I never once felt nervous on our flight and thought the sights were spectacular","Very friendly, kind people, and our pilot, Josh, was wonderful","Fantastic Flight! . We loved Wings Over Kauai.  We were looking for a lower-priced option than a helicopter ride to get a nice look at the Na Pali coast and Kauai, and this was a great decision.  Very friendly, kind people, and our pilot, Josh, was wonderful.  I don't really like flying, but I never..."
Wings Over Kauai Air Tour,5,nervous,1,"My husband was a bit nervous when we got outside and he saw how small it was, he was nervous that it would be a rougher ride, but he ended up loving it","It was a highlight of our honeymoon- we just got home tonight and despite being up at 4 am, I'm already taking the time to spread the word about how great Bruce and the team were so that's saying something | A knowledgeable, capable and friendly pilot - Bruce, though we've only heard great things about Josh too","Great value, service, and experience . We had a helicopter tour in mind, but after researching on Trip Advisor, it was sounding like a flight with Wings Over Kauai was the way to go. I wouldn't even consider looking any further- you won't regret booking with this company! Great value, great experien..."
Wings Over Kauai Air Tour,5,anxious,1,Things I will add are: 1) I am a little anxious in small planes and am prone to motion sickness,"Bruce gave me some tips on how to keep my motion sickness at bay and checked on me during the flight | 2) Tanya, Ellen and Bruce exude a homeyness that makes you feel at ease","No anxiety, no motion sickness and awesome flight! . I'm not going to repeat everything that the other reviewers have already mentioned but will say that I agree with all of them. 

Things I will add are: 1) I am a little anxious in small planes and am prone to motion sickness. The take off and land..."
Wings Over Kauai Air Tour,5,scared,1,"To be honest I was a little concerned that our kids would be a little scared, but they loved the adventure of wearing headphones and walking on the tarmac","Our pilot Josh, was excellent, he was good with the kids, showed us all the interesting things on the island, and as a result of some of the points of interest he recommended we explored some things we might not have otherwise done","Fantastic! . As a family with three young children (all under 6) and another on the way, many of the exciting things to do in Kauai were not practical so we decided to take a plane tour. To be honest I was a little concerned that our kids would be a little scared, but they loved the adventure of wea..."
Wings Over Kauai Air Tour,5,nervous,1,"Very nervous, can't handle turbulence, etc",Bruce was our pilot and he was amazing | I had a bit of a death grip on my chair every time we hit a bump in the air but as Bruce was so calm and in control it really helped me enjoy the flight much more than I thought possible,"Best way to see Kauai! . I am a very bad flier.  Very nervous, can't handle turbulence, etc. So when my husband asked if I wanted to go on a flight on a very small plane through Wings Over Kauai I wasn't exactly sold...

Having now done it (and survived!!) all I can say is, wow.  This is such an ama..."
Wings Over Kauai Air Tour,5,nervous,1,Donna was a little nervous since she never had flown in a small aircraft,"Once we got there, we were so warmly greeted by Bruce, Sherry, Sofia, and Josh that you would have thought we were long time friends | Bruce showed us the controls and talked us thru the whole takeoff and where we flying","Such a good time!!! . Donna and I were looking for a quality aerial view of the island and we decided to take the plane instead of a helicopter tour. Wings Over Kauai Tours had a nice website and Ellen got back with us thru email very quickly.

Once we got there, we were so warmly greeted by Bruce, ..."
Wings Over Kauai Air Tour,5,nervous,1,Some of us were a little nervous on the idea o flying in a plane,Our pilot Josh was very knowledgeable of the island and made the ride enjoyable for us,Teachers of Kauai . I wanted to let you know how great our experience with Wings of Kauai was.  Our party consisted of 4 teachers from New Jersey.  From the moment we were picked up bu Sophie we realized that we were on a great adventure.  Our pilot Josh was very knowledgeable of the island and made...
Wings Over Kauai Air Tour,5,nervous,1,He inspired confidence in at least one nervous flyer (me),Josh was our pilot and he was professional and courteous,"Clouds, no problem . What a way to see Kauai!  Josh was our pilot and he was professional and courteous.  He inspired confidence in at least one nervous flyer (me).  We had a day that was partly overcast but Josh managed to get us to the Waimea Canyon, up the coast, and to the Napali Coast.  The maj..."
Wings Over Kauai Air Tour,5,nervous,1,"I am a bit of a worrier, but I never felt nervous or concerned at any time","Captain Josh was our pilot, and he took care to remember our fifth passenger on the left side of the plane and turn to allow him to see the sights","Fantastic Experience, Outstanding Customer Service . I have longed to see Hawaii from the air, but the cost has always been a factor.  We were a group of five, so we got a great rate and the plane to ourselves.  I am a bit of a worrier, but I never felt nervous or concerned at any time.  Sophia and ..."
Wings Over Kauai Air Tour,5,nervous,1,Our weather in Kauai was great but with some seriously strong winds and we were a little nervous about going up in a small 4 seater Cessner,"Carter (Ellen and Bruce's son) looked after us while we were waiting, and was great | He then introduced us to Bruce, our pilot","5 stars all the way . These guys earned their 5 stars from the time of booking to the moment we returned to our car.

It was good to deal with a family run business and they certainly lived up to the high expectations that we had built up from all the TripAdvisor reviews.

The booking process with E..."
Wings Over Kauai Air Tour,5,nervous,0,"I know some of the people on our tour were a nervous about flying on a small plane, but he had a flawless flight like a real pro",,"Awesome Tour! . When we came to Kauai, I expected an aerial tour would be out of reach for us.  When we looked into it, I was surprised how affordable it was.  The staff at our Inn recommended Wings, saying that it was much more enjoyable than a helicopter tour.  That the price was lower was definit..."
Wings Over Kauai Air Tour,5,nervous,0,"Since the minute we got there to register Ellen was very nice and helpful, Also our tour capt Josh came out to greet us, I actually told him I was really nervous and by his response he made me feel better and trust that the ride will be an enjoyable one and after seen the island I forgot I was nervous",,"A great Family Experience in Kauai . We just came back from our family trip in Kauai, We wanted to see the beautiful Island. My husband found this tour place, the price was great considering that there is 6 of us in the family. The price was great after. The flight was amazing! Since the minute we g..."
Wings Over Kauai Air Tour,5,nervous,0,They were particullarly helpful and nice to another guest who was nervous,,Fantastic Experience . Had a fantastic experience with WOK.  Called after we were on the island and they were great on getting us set up for a trip and then allowing us to adjust our reservation(with more than 24+ hours notice).  We did this on our last day on Kauai -- which was great because we had...
Wings Over Kauai Air Tour,5,anxious,1,"I have an anxious flyer (son, age 10) and felt that a helicopter might be too much for him","Bruce took pains to be sure that my son understood everything going on during the flight and let my husband ""co-pilot | ""  Bruce pointed out many sights - we saw so much, including whales","Don't hesitate, book NOW! . A really, really first class experience, starting with booking all the way through the flight.  I booked online after doing my due diligence with TripAdvisor :-).  I have an anxious flyer (son, age 10) and felt that a helicopter might be too much for him.  I was assured b..."
Wings Over Kauai Air Tour,5,afraid,0,"So no comment on the trip I'm afraid but I would recommend dealing with this company, you'll be in good hands",,"Didn't make it into the air, but... . We were in Kauai for only a couple of days and the inclement weather reeked havoc with our attempts to get a tour with these guys. I appreciated the great communication we had with Ellen both pre-Hawaii and while we were there, very helpful. Even more I respecte..."
Wings Over Kauai Air Tour,5,scared,1,"After reading so many positive reviews of this tour and the experience, we decided to give this a try since I am a little prone to motion sickness and I was a little scared to do the helicopter tour","We checked in with Bruce and Ellen, and everything was easy and fast | Bruce and Ellen run this great family-run business and they do everything right, right down to making everything feel personal","Beautiful, Fun, Tour of the Island! . After reading so many positive reviews of this tour and the experience, we decided to give this a try since I am a little prone to motion sickness and I was a little scared to do the helicopter tour. Great experience from beginning to end. Made reservations with..."
Wings Over Kauai Air Tour,5,afraid,1,Don't be afraid to try something that isn't listed - TAKE this tour,Bruce and his staff know how to make an air tour of the island into a highlight of your trip,"Amazing Tour - I have no idea why this is not listed in the 'Blue Book' . The 'Blue Book' can't tell you everything, now can it? Don't be afraid to try something that isn't listed - TAKE this tour.  The tour price is reasonable, about half the price of helicopter tours, the flight was incredible, th..."
Wings Over Kauai Air Tour,5,scared,1,"One of our friends wanted to do a helicopter tour, but her partner was too scared","When we arrived we were greeted by Jeannie's sweet smile and welcoming personality as she explained the tour, some history of the island, and the safety features of the aircraft (including the ""aloha bag"" for those who get motion sickness LOL)  and of course Captain Bruce did a fantastic job giving us a safe flight along with some great information and stories about the areas we flew over","Awesome experience for a wallet-friendly price! . My boyfriend and I have been to Kauai 4 times, but this was our first time going with another couple.  One of our friends wanted to do a helicopter tour, but her partner was too scared.  When they found out the price of a helicopter tour, it quickly ..."
Wings Over Kauai Air Tour,5,fear,1,"Bruce and Ellen were easy-going hosts, the ride was fear free, the views were first rate - and the price was so much better than the helicopters","Bruce and Ellen were easy-going hosts, the ride was fear free, the views were first rate - and the price was so much better than the helicopters","Highlight of our Kauai trip . My friend and I went on the Wings Over Kauai tour - thanks to the reviews on tripadvisor - it was fantastic.     Bruce and Ellen were easy-going hosts, the ride was fear free, the views were first rate - and the price was so much better than the helicopters.   I cannot ..."
Wings Over Kauai Air Tour,5,"fear, nervous",1,I'm prone to motion sickness and also have a slight fear of flying so to say I was a little nervous is an understatement,"For half the price of a helicopter ride you can take an exquisite tour of Kauai in a plane with an extremely experienced and knowledgeable pilot Bruce | Bruce did an amazing job of explaining everything about the plane, how it functions and what areas we may expect some slight turbulence","2 WEEKS, 3 ISLANDS AND THIS WAS BY FAR OUR FAVORITE MEMORY!! . If you're in Kauai do not miss this awesome experience!!  If you're looking to see the island then this is the way to do it.  For half the price of a helicopter ride you can take an exquisite tour of Kauai in a plane with an extremely ex..."
Wings Over Kauai Air Tour,5,nervous,1,"I was a little nervous as I am prone to motion sickness, but Bruce gave me some pointers, Ellen sent us off with ginger chews and Bruce kept it smooth sailing","Bruce and Ellen were amazing | I was a little nervous as I am prone to motion sickness, but Bruce gave me some pointers, Ellen sent us off with ginger chews and Bruce kept it smooth sailing","Highlight of the trip! . Bruce and Ellen were amazing!  This really was one of the highlights of an incredible trip!  I was a little nervous as I am prone to motion sickness, but Bruce gave me some pointers, Ellen sent us off with ginger chews and Bruce kept it smooth sailing!  I sat up in the co-pi..."
