word,chinese_translation,stage_origin,frequency_2500,review_count_2500,example_context
shown,shown（过程/动作动词）,Stage 1 (500 Discovery),5,4,"review_dc71022ec47fe7e7dad91e8d :: As an earlier reviewer mentioned, one of the Westwind planes (not the ""Executive"") has a ""bench"" at the back- with only a waist belt and no padding- which I was unfortunately assig..."
sisters,sisters（名词/物理实体）,Stage 1 (500 Discovery),5,3,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu..."
slight,slight（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_3e49c04ea9e77e714a81cdfb :: I grew up here in Portland and went to the gorge every weekend basically. I’m as Oregonian as you can get, my blood is green, stumptown coffee infused and mixed with rain. I though..."
slower,slower（客观属性词）,Stage 1 (500 Discovery),5,5,"review_a49c3b4b417661efc807e243 :: Well, there really is a reason that this is rated number 1 for attractions and activities...there really is no downside.  Firstly, making a reservation by phone or online via their..."
smile,smile（名词/物理实体）,Stage 1 (500 Discovery),5,5,review_ba9020f58a998f8c58e088b9 :: We had a blast going on the Big Kahuna Kauai Air Tour.  It was fantastic to see the island this way and gave us a different way of appreciating the beauty of Kauai.  Our pilot was ...
sold,sold（过程/动作动词）,Stage 1 (500 Discovery),5,4,review_4e12b4a1176793651a28a048 :: My husband and I visited Alaska for my first time in early August.  We knew we wanted to experience a fly over Denali National Park.  After researching the various tour operators o...
solution,solution（名词/物理实体）,Stage 1 (500 Discovery),5,3,"review_86bd6193f824d794bcf2deb5 :: When you pick an aerial solution to fly over Kauai, you have basically two choices - helicopters or fixed wing aircraft.

Air ventures represents the best solution on Kauai for the..."
souvenir,souvenir（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_71241e031e521f6c6963b901 :: I am terrified of flying and was really dreading the Grand Canyon tour.
 As we drove to Boulder airport I was becoming more and more terrified. As I walked into the airport a lovel..."
speaking,speaking（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
specifically,specifically（副词/程度词）,Stage 1 (500 Discovery),5,5,"review_b76e6c2bc278477c91d37c62 :: I first want to state that our pilot Spencer was wonderful in every way. He was very invested in our experience from start to finish, and my rating would be ""excellent"" if it only ..."
suggestions,suggestions（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_910f36995494e03bebd4a468 :: This was our first ever flight tour, and we felt like we were in good hands the whole way with Bruce in control. He is an outstanding pilot and tour guide. The most unique aspect w..."
takeoffs,takeoffs（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_f5ca1940bb4b3b4a6ade99fa :: Trip Advisor review

Our family group of 5 decided to take the Floatplane bear watching shore excursion.   It was a bit pricey but we expected it because you’re flying in a floatpl..."
tarmac,tarmac（名词/物理实体）,Stage 1 (500 Discovery),5,5,review_af6e91837198d33f81e2790e :: We paid to get a ride on a 30 seater and were taken on the tarmac to a beater silver plane in the back. The plane had clank noises when turning on the runway. The pilot was reading...
taxied,taxied（过程/动作动词）,Stage 1 (500 Discovery),5,5,"review_291988db94de25fedef72be3 :: My friend and I were in Kauai celebrating our 50th birthdays and wanted to do something memorable together. When our commercial plane arrived in Lihue, we saw this yellow bi-plane ..."
tells,tells（名词/物理实体）,Stage 1 (500 Discovery),5,5,review_3be86b281748fcad0f0f0b34 :: This is a bucket lister for sure. We called one day ahead and made the reservation with ease. I must say the young men who answered the phone had some of the nicest manners I have ...
thats,thats（中性词）,Stage 1 (500 Discovery),5,5,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
thousand,thousand（名词/物理实体）,Stage 1 (500 Discovery),5,5,review_1fc8f0c15a6fbe4082544da9 :: My wife and I took a 50 minute air tour with AirVentures and were flown around the island by Captain Harry in one of their two Gippsland GA-8 AirVan single engine fixed wing aircra...
transportation,transportation（名词/物理实体）,Stage 1 (500 Discovery),5,5,review_6695b050bf998824d236b151 :: I was being dropped off at Denali base camp as I was trying to climb Denali. Upon being dropped off and after the plane left I realized that 5 of my buckles were broken on my pack ...
upset,upset（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_af08902c4c1b7326756e9e93 :: In a nutshell, the views of Mckinley were stunning however the pilot, a gentleman from Pennsylvania, exhibited the height of rudeness. And no, I'm not misunderstood. He was blatant..."
vantage,vantage（名词/物理实体）,Stage 1 (500 Discovery),5,5,review_19d221a29f91600b819edc7d :: This was well worth the cost! This is a great tour. The helicopter vantage is one that is impressive. The view was breathtaking....
vastness,vastness（名词/物理实体）,Stage 1 (500 Discovery),5,5,review_bbdca525e695fbe2a6739745 :: If you can do this trip. Flying over and through the canyon really helped us gain more perspective on the vastness of the Canyon. And we got to see more of the Kaibab forest so tha...
vegetation,vegetation（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_65d0a54805e601aa5a524fcc :: This review is for the Grand Deluxe tour with Kauai by Air. The tour covers most of the standard spots in Kauai including Jurassic Falls, Napali, Waimea Canyon, etc. 

Experience (..."
waste,waste（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_f5ff83b24533166f9a04eddb :: Terrible experience, don’t recommend. They schedule flights every 30 mins and don’t do maintenance between flights. When we arrived this super young pilot comes out in shorts and f..."
wishes,wishes（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_1a970ea50d3321757afbc32c :: We were all very impressed with the entire experience, from our welcome greeting to our well wishes when leaving. Our pilot was amazing - he obviously loves Kauai and is excited to..."
written,written（过程/动作动词）,Stage 1 (500 Discovery),5,5,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
accomodating,accomodating（中性词）,Stage 1 (500 Discovery),4,4,review_3ba1137cb1b4e9207840a231 :: We found a really nice fishing experiance in Talkeetna.Starting with Molly the office manager to the pilots and guides. All were friendly and accomodating. Yes we did catch many fi...
accomplished,accomplished（过程/动作动词）,Stage 1 (500 Discovery),4,4,review_b3ad77a1bb49a5eb337a6bd2 :: We were blessed with a clear blue sky and a unlimited viewing of the ice fields and mountains in Denali. The pilot was gracious and accomplished. We had a glacier landing which was...
active,active（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_867c2a2af7cf3033fc36828a :: We enjoyed the beautiful views of the glaciers. Was disappointed that our pilot didn't give us any narration or information about the history and geography of the land and we were ...
address,address（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_d4fa1a7a54b252b2583388d6 :: Last week we did the seaplane tour of the Misty Fjords on Taquan Air Tours.  The views were spectacular.  However, breathing in diesel fumes while in-flight was not fun.  Anyway, a..."
adult,adult（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_bbf12aaf52ffd1f8f514701a :: This was the experience of a lifetime. By nature of their business, weather can play a role in their ability to provide their service. K2 was phenomenal at staying in communication..."
advised,advised（过程/动作动词）,Stage 1 (500 Discovery),4,4,review_d3643ef9749cc090a9c64e39 :: This was one of the highlights of our trip.  The staff and pilots were overly helpful in preparing for your flight.  They were honest about the wind conditions and that it may be a...
agents,agents（名词/物理实体）,Stage 1 (500 Discovery),4,2,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
agriculture,agriculture（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_8a2e45237fce19ebec74d4f5 :: We HIGHLY RECOMMEND Wings Over Kauai! Starting with the reservation and emails with Ellen through the actual flight, our experience with Brue and Ellen was like none other! Bruce i..."
airboat,airboat（中性词）,Stage 1 (500 Discovery),4,3,"review_ae2ecce2195633184719de13 :: Wow where to begin ...This was one of the Best Ever Tours we’ve ever done. Our Seaplane Capt Anderson was Brilliant, I’ve been on a bigger Seaplane before but never one so small th..."
alot,alot（中性词）,Stage 1 (500 Discovery),4,4,review_10fbd937c93c8e5b1ea0bd58 :: I traveled to Alaska for my 50th birthday and my experience with K2 sits on the top of my list and we did ALOT. We flew around Denali Mtn. on the 2 hour glacier landing trip. I lov...
alternate,alternate（名词/物理实体）,Stage 1 (500 Discovery),4,3,"review_bbf12aaf52ffd1f8f514701a :: This was the experience of a lifetime. By nature of their business, weather can play a role in their ability to provide their service. K2 was phenomenal at staying in communication..."
appear,appear（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_ada23e30e9050b395a5e4949 :: I had done a flightseeing tour in Anchorage that was the highlight of my cruise ship trip to Alaska, that when we stopped in Ketchikan I wanted to do a seaplane tour as well.  This..."
apple,apple（名词/物理实体）,Stage 1 (500 Discovery),4,3,"review_79b833d433db85183bfe559d :: Worth. Every. Penny. 
We were going to drive from Phoenix to Grand Canyon and visit for a day and thought it would be way more fun to go by air and land. Googled this place and the..."
arrangements,arrangements（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu..."
arranging,arranging（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_9a6426dc1c3d9f04489aec57 :: We chose this company to do a flightseeing tour of Denali with glacier 
landing. They were very professsional, prompt in their responses when arranging the tour. I had no doubts as..."
aspect,aspect（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_65d0a54805e601aa5a524fcc :: This review is for the Grand Deluxe tour with Kauai by Air. The tour covers most of the standard spots in Kauai including Jurassic Falls, Napali, Waimea Canyon, etc. 

Experience (..."
assumed,assumed（过程/动作动词）,Stage 1 (500 Discovery),4,4,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
ate,ate（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_54ae5b5d8364deffe47809c6 :: My husband and children (18,19) had a great time on this trip!  The early morning plane ride was terrific, and as we had read before, it’s best to sit on the left side of the plane..."
barely,barely（副词/程度词）,Stage 1 (500 Discovery),4,4,review_a158a996fb85a211763435ea :: The flight itself is really scenic. I liked that we landed in the water about halfway through and could walk out on the sides of the plane to take in the view. Pilot was good but d...
belt,belt（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_f486131a76d495cf9d39fbf2 :: We took the Pali Mist tour with WOK today (Friday). Making the reservation was very easy. I called their # on Thursday morning and Ellen took our information (name, hotel, weight, ..."
biggest,biggest（客观属性词）,Stage 1 (500 Discovery),4,4,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven..."
blowing,blowing（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_ff53fc07f1b4dad74f413aa0 :: Wow...hard to explain such a mind blowing experience. I am not a person with a lack of things to say, but this trip left me speechless.  The feeling of being so close to these maje..."
boot,boot（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_b000df598ef420c3db6a55b4 :: We did a Denali explorer flight seeing tour with glacier landing on July 5.  I had originally had this excursion booked for three weeks prior to this date, but I came down with cov..."
bottled,bottled（过程/动作动词）,Stage 1 (500 Discovery),4,4,review_f225a6425587ab65f3221474 :: Had a great flight with Wings Over Kauai. I really liked the personal touches that Bruce and Ellen added.  When I arrived a was given a shell necklace and flower to wear behind my ...
bouncing,bouncing（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_af6e91837198d33f81e2790e :: We paid to get a ride on a 30 seater and were taken on the tarmac to a beater silver plane in the back. The plane had clank noises when turning on the runway. The pilot was reading...
boxed,boxed（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_54ae5b5d8364deffe47809c6 :: My husband and children (18,19) had a great time on this trip!  The early morning plane ride was terrific, and as we had read before, it’s best to sit on the left side of the plane..."
breaching,breaching（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_6817a71966166352425fc30b :: Took a 70 minute flight with my two young daughters, the Gippsland GA8 (airvan) is a comfortable aircraft, each passenger has a bubble window suitable for photography, and cold bot..."
bringing,bringing（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i..."
buck,buck（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_da8299d8fba78458a1318905 :: We did the Tour Adventure (this company provides a wide variety of Grand Canyon tours-- you have a lot of options depending on how much time and money you want to spend. However, I..."
caught,caught（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_020573619527477a45cf4db3 :: The company runs a first class business and all the staff is friendly and courteous as well as very professional! Luke, our pilot was excellent as he navigated the mountains and gl..."
caution,caution（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_6a37a276cde42d2608622f3e :: I wish there were 10 stars...then I would give this trip an 11! An absolutely amazing experience. Flying over the forest to drop into the Grand Canyon literally took our breath awa...
celebrate,celebrate（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_c3f460d4aaa80dae038e0054 :: We are a group of 6 ladies from all over who met in Hawaii yo celebrate 2 of our 50th birthdays.
We included Kauai on our itinerary to see the Na Pali trail only to discover it has..."
celebrating,celebrating（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_417440d433c62ab1d44cb99c :: This was a last minute decision we made and we are ""so happy"" that we did fly with Seawind Aviation! The scenery and views were spectacular! The pilot was so nice and the staff inc..."
charged,charged（过程/动作动词）,Stage 1 (500 Discovery),4,3,"review_23cf34800c98795a842db371 :: So I bought 4 Groupons at $75 for our family (a total of $300) when we visited Miami in June 2012. The booking process was very easy. They answered the phone promptly, had our Grou..."
chips,chips（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_79b833d433db85183bfe559d :: Worth. Every. Penny. 
We were going to drive from Phoenix to Grand Canyon and visit for a day and thought it would be way more fun to go by air and land. Googled this place and the..."
chopper,chopper（名词/物理实体）,Stage 1 (500 Discovery),4,3,"review_993985c342753f81a2cd36de :: Knowing that my wife, Valerie, wouldn't consider a helicopter experience over the island, (neither would I) I researched WOK and talked her into the flight.  WOW!  We totally enjoy..."
choppers,choppers（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_72fc1a6808ccb03c5b86fa0a :: We debated the helicopter tour or the small plane offered by Wings Over Kauai, and opted for the plane.  For us, it was the perfect decision.  We didn't necessarily want all the up..."
coastlines,coastlines（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_123bf9f58334923a62ba4371 :: We love this air charter tour company and have taken their tours several times while on Kauai. Most of Kauai is not viewable because of the terrain, so seeing the island by air is ..."
collected,collected（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
comprehensive,comprehensive（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_da8299d8fba78458a1318905 :: We did the Tour Adventure (this company provides a wide variety of Grand Canyon tours-- you have a lot of options depending on how much time and money you want to spend. However, I..."
consisted,consisted（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_88502161ff9ad68f73b4c322 :: Took the Canyon Adventure tour that consisted of a plane ride early AM over the canyon, walk into Antelope Slot, and float ride down the Colorado River.  Expensive, but hands down ..."
courtesy,courtesy（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_a49c3b4b417661efc807e243 :: Well, there really is a reason that this is rated number 1 for attractions and activities...there really is no downside.  Firstly, making a reservation by phone or online via their..."
craters,craters（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_f13d690b80448a831089b15d :: We are so glad we took this plane tour!  The pilot was nice and very knowledgeable about the history of the island as we flew over old volcano craters & how they formed Kauai.  We ...
cried,cried（过程/动作动词）,Stage 1 (500 Discovery),4,4,review_9773b7ee16f20be92466f8f1 :: The views of the Grand Canyon along the stop offs are spectacular.  We did some hiking into the canyon which was awesome too. But the helicopter ride over the Grand Canyon is overw...
cross,cross（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_60fecab112df9bcc1a6c31f3 :: Piper was competent and knowledgeable.  The plane seemed to be well maintained.  Piper started with a thorough safety check and ended with a nice landing with some cross wind. Will...
cruising,cruising（过程/动作动词）,Stage 1 (500 Discovery),4,3,review_a0451f183417eb4858d9b481 :: I know there are going to be individuals who are reading this review who are considering their options in exploring the island of Kauai. So when you read this please consider this ...
dealing,dealing（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_f71dcbf52b93eb6e5b772372 :: It was such a pleasure dealing with Lesley. We were group of 14 and the entire flightseeing tour of Misty Fjords was flawless. Everybody at SeaWind  Aviation are very friendly and ...
deck,deck（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_ccbf41fd973bf287ad08897f :: We had questionable weather with heavy clouds and some rain, Josh gave us the option to cancel but also gave us some knowledgeable insights about what to expect, noting the cloud d..."
degree,degree（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
deliver,deliver（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_4899b603a9d2f1beb416a798 :: This company does not deliver pleasant experiences.

This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to beco..."
depending,depending（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_da8299d8fba78458a1318905 :: We did the Tour Adventure (this company provides a wide variety of Grand Canyon tours-- you have a lot of options depending on how much time and money you want to spend. However, I..."
depends,depends（过程/动作动词）,Stage 1 (500 Discovery),4,4,review_45b67bfe46ceac2e8567f12e :: I have flown with them twice- very professional and a stellar view of the canyon. I will say though a lot depends on your pilot. My first trip was exciting and the pilot had great ...
destination,destination（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_300f9baf05912fc8f616fd90 :: We booked the private tour at 5:30. We got there at 4:45. (Booking says to get there 30 mins earlier.) When you get to the destination they have no office. They just get fuel from ...
directed,directed（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_6bbc264bc4a808a43fe95ceb :: What we could see was very beautiful. Unfortunately, cloud cover prevented us from seeing any of the canyon as well as the ""Jurassic Park"" waterfalls. Since most of our family are ..."
discovered,discovered（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
dollars,美元数,Stage 1 (500 Discovery),4,4,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
double,double（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_5af0aa2ddab59ab12c933bdc :: Everything about our flight was spectacular. Marcus is not only an excellent pilot, he shares information that is helpful in making your activities more informed. We highly recomme..."
downside,downside（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_a49c3b4b417661efc807e243 :: Well, there really is a reason that this is rated number 1 for attractions and activities...there really is no downside.  Firstly, making a reservation by phone or online via their..."
dry,dry（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_b6566a20ab2c573fdf5f18b8 :: Heidi, the young lady who booked our reservation was incredibly helpful and informative. She was honest and forthcoming. When we arrived, the location was close to the town center ..."
ears,ears（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_3face32d591c8306cdc5250a :: While a helicopter tour of the island would be ideal (been there, done that), my ears can't take the pressure changes that come with lightning fast altitude changes. This airplane ..."
education,education（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_6817a71966166352425fc30b :: Took a 70 minute flight with my two young daughters, the Gippsland GA8 (airvan) is a comfortable aircraft, each passenger has a bubble window suitable for photography, and cold bot..."
elevation,elevation（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i..."
emails,emails（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_8a2e45237fce19ebec74d4f5 :: We HIGHLY RECOMMEND Wings Over Kauai! Starting with the reservation and emails with Ellen through the actual flight, our experience with Brue and Ellen was like none other! Bruce i..."
empty,empty（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu..."
enter,enter（过程/动作动词）,Stage 1 (500 Discovery),4,4,review_2550a6c834378febe4d83d9e :: The 45 min flight through the grand canyon is mind blowing. After a 5 minutes flight over the kaibab forest you enter the cliffs of the canyon and its just fantastic. The pilot exp...
entirety,entirety（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_b000df598ef420c3db6a55b4 :: We did a Denali explorer flight seeing tour with glacier landing on July 5.  I had originally had this excursion booked for three weeks prior to this date, but I came down with cov..."
eventually,eventually（副词/程度词）,Stage 1 (500 Discovery),4,4,"review_a8e08d3e333554d846e6a0c3 :: If you have never experienced flying in an authentic, historic float plane (sea plane) then you should not miss this trip out to the misty fjords. Flying over the enormous Tangass ..."
explored,explored（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_a656c6b756028f860463f7a4 :: What an amazing way to see the beautiful Garden Island! Our pilot/instructor/guide, Jacob, let me fly while my wife did the photos from the back seat. We explored the whole island ..."
facilities,facilities（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_bf159253fba2c35375dc9ce7 :: I had a flightseeing tour with glacier landing with K2 Aviation and it was AMAZING. That was the highlight of my Alaska trip. Seeing the mountains so close as if you could touch th...
faster,faster（客观属性词）,Stage 1 (500 Discovery),4,4,"review_45e52ad80d6513a8e9531767 :: I had a great experience visiting Grand Canyon with this company. They took us to Guano Point and Eagle point (with skywalk) in one day, also the flight was around Colorado River a..."
figure,figure（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_f513ccad486e4e6b27890911 :: Unsurpassed professionals guiding you to a ""once in a lifetime opportunity"" to see both Sedona and The Grand Canyon from the comfort of an airplane.  Fire up the GoPro for this adv..."
film,film（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_10e68422b6a984d268d5ab67 :: Exactly the tour I wanted - as a solo traveler got to sit in the right-hand seat with two other couples behind us - after departing the airport you do a (general) clockwise circle ...
flat,flat（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_50ad674985c5646672bc62e8 :: We dealt directly wit Taquan Air by email to book this rather than through our ship. Much cheaper and really easy to do, they are really easy to deal with directly and are happy to..."
fleet,fleet（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_ed42ef9dc4fa813cfcacdfdb :: My family of 4 did this tour last week and were beyond impressed.  We opted for Maverick because of their fleet of newer helicopters with ample windows spanning down to the floor i...
flexibility,flexibility（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_8c560b94d6af138e94a9483a :: Would highly recommend Talkeetna Air Taxi!!  They were super accommodating due to weather!  They  originally bumped our reservation due to poor weather (safety conditions) and we w...
fliers,fliers（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_391296b7cc0f06b72663511f :: @ 12 seater designed to soar through the clouds to try and glimpse Denali's peak, which is rare. But the other peaks, glaciers and runoffs are well worth it. Each seat has a window..."
floating,floating（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_8b4c172e7b644d8c4b931cc0 :: We got of our cruise ship early and were able to purchase our trip from one of the operators at the end of the dock.  Apparently they sell what the cruise lines have been unable to...
flows,flows（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
force,force（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_e260da5ed867253b4fc60778 :: We flew with Kim from Redtail up to the launch point for our Green river rafting trip. This particular morning was quite challenging in terms of the weather conditions and the extr...
forth,forth（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_6e1b32b84859070da88e0d06 :: Absolutely awesome!!!  My wife and I went back and forth over the cost and then we decided to just do it.  All of us loved it.  Kids had a blast.  The terminal/main building is ver...
freezing,freezing（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...
gain,gain（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_c39dc7379a12552fa62d8ddd :: We booked the full package through Grand Canyon Scenic Airlines: air flight to the Canyon, helicopter trip into the Canyon and river ride, bus tour and Skywalk. The company was con..."
geologic,geologic（客观属性词）,Stage 1 (500 Discovery),4,4,"review_942ca886fbd16117029bd247 :: I'm from Utah and have been visiting Moab for over 20 years, but always from the ground. Flying over the landscape for the first time brought a life's worth of experiences into one..."
grown,grown（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_b7b7920cc19b3aa5f8380734 :: Best way to see Miami. Captain Tony was excellent. Having grown up in South Florida, and a pilot myself, I was impressed with Tony's knowledge and skill.  You can't beat the value,..."
guest,guest（名词/物理实体）,Stage 1 (500 Discovery),4,2,"review_4899b603a9d2f1beb416a798 :: This company does not deliver pleasant experiences.

This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to beco..."
hangar,hangar（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an..."
harbour,港湾 / 海港,Stage 2 (2000 Expansion),4,3,"review_50ad674985c5646672bc62e8 :: We dealt directly wit Taquan Air by email to book this rather than through our ship. Much cheaper and really easy to do, they are really easy to deal with directly and are happy to..."
hate,hate（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ..."
helpfulness,helpfulness（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_417440d433c62ab1d44cb99c :: This was a last minute decision we made and we are ""so happy"" that we did fly with Seawind Aviation! The scenery and views were spectacular! The pilot was so nice and the staff inc..."
homes,homes（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_6817a71966166352425fc30b :: Took a 70 minute flight with my two young daughters, the Gippsland GA8 (airvan) is a comfortable aircraft, each passenger has a bubble window suitable for photography, and cold bot..."
impression,impression（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_9a6426dc1c3d9f04489aec57 :: We chose this company to do a flightseeing tour of Denali with glacier 
landing. They were very professsional, prompt in their responses when arranging the tour. I had no doubts as..."
insanely,insanely（副词/程度词）,Stage 1 (500 Discovery),4,4,"review_7b8fca9fb1b20483fadf5af6 :: This was my first experience of this kind. and I am glad it began with this operator.  The crew ( Capt Josh, Ellen and Ciera) was excellent. We arrived an hour early for the 11'o c..."
instruction,instruction（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_d3344afb3778097e79588e15 :: I purchased a flight with Bruce ( instructor) for a refresher for my husband who has not flown in years.  Bruce was fantastic. Great instruction, calm and great island commentary. ..."
interacted,interacted（过程/动作动词）,Stage 1 (500 Discovery),4,4,review_082e1f27aa3bb895882c5db8 :: I wanted to do something special for my girlfriend's birthday. I've been to Kauai a couple of times but she has not. What better way to see an island for the first time than seeing...
