word,frequency,review_count,example_context,is_emotion,reason
closest,1,1,"review_62065bd2615e8936538e71b3 :: You cannot go wrong snagging a flight to the Alaska Mountain Range and Denali up close. While it seems like a scary thing to do, I felt safe 100% of the time. The reward was the cl...",True,sentiwordnet_score
closing,1,1,"review_893a8b64fcc07daa21f15325 :: The plane was really old, the engine wasn't starting the first time, there was holes in the seats, there was trouble closing the doors, and it was overall very uncomfortable ride a...",True,sentiwordnet_score
cohesive,1,1,"review_942ca886fbd16117029bd247 :: I'm from Utah and have been visiting Moab for over 20 years, but always from the ground. Flying over the landscape for the first time brought a life's worth of experiences into one...",True,sentiwordnet_score
combine,1,1,"review_b4ed9d4c0cace398e5a1792c :: This was an awesome way to see the whole island of Kauai!  Our Pilot, Eric, was awesome.  Great info about the island as we flew.  Beautiful waterfalls, canyons, beaches.  A great ...",True,sentiwordnet_score
combining,1,1,"review_f9990e343b7a0719e8e50514 :: Knowing my love of flying my wife got me the 1 hour instructional flight over Kauai for my birthday. This was the perfect birthday present, combining an opportunity to fly with the...",True,sentiwordnet_score
comfortably,1,1,"review_4a7f3da7f6659561289690b5 :: Although we had to re-schedule our original reservation because of constant rainfall after having driven an hour to the destination, we were accommodated with a different date and ...",True,sentiwordnet_score
commercialized,1,1,"review_6c2d1a87ab2b69e1a1dd0847 :: We flew with owner and pilot Bruce of ""Wings over Kauai"", after he was recommended to us by our B&B the day before. It was fantastic, to say the least! Highly recommendable, especi...",True,sentiwordnet_score
committed,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
compensate,1,1,review_dcf6ae72be94429a425b9bdc :: We booked tour months ago for our first Alaskan  Cruise.  Had been told seaplane tour was incredible and not to be missed.  We arrived dockside at meeting place. Had to wait 15 min...,True,sentiwordnet_score
compensated,1,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther...",True,sentiwordnet_score
complained,1,1,"review_028c21bc90a0dfe1f6761d46 :: We chose plane due to size of the Grand Canyon. Very happy with the choice as plane gives better coverage. Yes you can get helicopter rides covering same distance, which are 2x the...",True,sentiwordnet_score
completing,1,1,review_c2990eb96fa76c7a2e8341d4 :: We just completed our first Grand Canyon visit and the Scenic River Canyon Tour was the absolute best part of the trip. The entire tour could not have ran smoother. We arrived at t...,True,sentiwordnet_score
complex,1,1,"review_7d804c40d2d83587e91cdedf :: I was able to easily arrange a complex vacation involving 3 destinations and tours w the help of their incredibly flexible staff, particularly Lindsey but all helpful and accommoda...",True,wordnet_noun.feeling
compliance,1,1,"review_2a67dff0977ab1e1a6ec02e2 :: Kauai really can only be appreciated in its entirety from the air.  Ellen's ""Wings Over Kauai"" accomplishes the mission with safety, competence, and a keen appreciation for the cus...",True,sentiwordnet_score
complimented,1,1,"review_f3cad2d0d28657d2e80ee4d8 :: This was always going to rate highly for me. I love flying, I love nature, so I had high expectations. All of them were met and exceeded. 

Rivers, the pilot, was a professional th...",True,sentiwordnet_score
concerning,1,1,review_fd4437b56a3ec4848da84a98 :: We communicated via email with Ellen concerning our reservations. She provided detailed information promptly to our queries. Our 60-minute trip was set to depart on a Thursday afte...,True,sentiwordnet_score
condensed,1,1,"review_feda682e292096a94653bcff :: I have 2 young children, and this day trip to the Grand Canyon was the highlight of our week in Scottsdale. The ease of travel, shortened travel time, condensed trip that included ...",True,sentiwordnet_score
conducive,1,1,review_4d9de080656d8496f54a201d :: We were traveling with our two young teenage granddaughters and took a K2 Aviation flight through the glacier fields and then on to the airport in Anchorage.  The weather was not c...,True,sentiwordnet_score
confused,1,1,"review_7cd1afc1532ba6ca69afe686 :: This company deserves to be given the golden buzzer award for being the worst company in Miami. We paid double the price to reach to the airport, we were left waiting with no one t...",True,sentiwordnet_score
congestion,1,1,"review_1a669aadab9ac6039b916058 :: This company is very well organized and its employees are professional and customer-focused. We took the 9:00 Arches-Canyonlands air tour, 50 minutes, in a beautiful Kodiak turbo-p...",True,sentiwordnet_score
congratulation,1,1,"review_97b964c03459bcded991d1c0 :: We recommend to fly with this company.
We are very enjoyed by this large tour. It's was an amazing tour, wonderful views and very good comments of Jeroen. 
Congratulations for this...",True,sentiwordnet_score
conscience,1,1,"review_d89c114dd0974c648044ff65 :: This is a great way to see Kauai that is more economical than the helicopter tours, about half the price.  Book online to save, you'll get DVD free, although not of your actual pla...",True,sentiwordnet_score
considerate,1,1,review_7e177567afae1e69f99b0625 :: Booked Air Ventures Hawaii on Kauai for a same week excursion. We found them on Tinggly and saw their reviews on that site before booking. It was an amazing decision! I have been o...,True,sentiwordnet_score
consistently,1,1,review_eaf30ac054e53e73548d2a54 :: I booked this tour on-line a few months before leaving home. Ellen returned my inquiry Right away and gave me the directions for our pick up site at the Anchor Cove Mall which was ...,True,sentiwordnet_score
console,1,1,review_c2990eb96fa76c7a2e8341d4 :: We just completed our first Grand Canyon visit and the Scenic River Canyon Tour was the absolute best part of the trip. The entire tour could not have ran smoother. We arrived at t...,True,wordnet_verb.emotion
consoling,1,1,review_991d84feb3ae62295d8cf899 :: We had booked a 45 min plane trip and the views were stunning. Best views on left of plane (if they always go that way round). Went over the canyon to the North rim and back round....,True,wordnet_verb.emotion
constructive,1,1,review_62f2360afc9e4b6707094923 :: This was a wonderful experience. Our private guide called ahead and we were told that the planes were doing the tour but landing on the glacier was not guaranteed for our particula...,True,sentiwordnet_score
contest,1,1,review_91b07376e836c82b2b2ff5cc :: We had the open cockpit biplane flight beginning of February after booking online from the UK.  Jill kindly offered to collect/shuttle us from the ABC Store at Anchor Cove Shopping...,True,sentiwordnet_score
continent,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
continuous,1,1,"review_1fe7b796395cf2ecac91e147 :: Our family of 4 booked this trip due to limited time during our vacation to see the Grand Canyon.  I thought it would the perfect solution and sounded like fun.  I have two girls, ...",True,sentiwordnet_score
contrary,1,1,"review_c4e918eedbed49349a333a93 :: This is expensive, but worth every penny. If you visit the Grand Canyon and can afford it, we recommend you do it. For us it was one, if not the, highlight on our extended US trip ...",True,sentiwordnet_score
contributed,1,1,"review_c4e918eedbed49349a333a93 :: This is expensive, but worth every penny. If you visit the Grand Canyon and can afford it, we recommend you do it. For us it was one, if not the, highlight on our extended US trip ...",True,sentiwordnet_score
converted,1,1,"review_d3e304f726d1296b2ca6fff6 :: Both the tours left from Grand Canyon National Airport. Both I booked through Papillon, but Helicopter left from Papillon section of the airport whereas Scenic Canyon River Adventu...",True,sentiwordnet_score
coordinate,1,1,"review_2d3f2a00e6ef98ca5161d902 :: The pilots are excellent, friendly, knowledgeable, and skilled. 

But, don’t get your weight estimate wrong or Keith at the front desk will talk down to you as if you lied on purpo...",True,sentiwordnet_score
coordination,1,1,"review_b241dd3384839bc487012204 :: Loved the flight ... the plane came in to Friday Harbor a bit late (about 10 minutes), and for those of us used to constant updates on delayed flights on the regularly scheduled ma...",True,sentiwordnet_score
cornucopia,1,1,"review_c2cf3a39174367dcf04b81a4 :: This was a great experience from start to finish.    Unlike other helicopter and airplane tours there were no hidden fees, no gimmicks, no up-sells, just first class service.  Book...",True,sentiwordnet_score
corresponding,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...,True,sentiwordnet_score
count,1,1,"review_0e9da3beab2c77009dfc01fb :: Eric, our pilot was wonderful. We had a great trip really lot of a lifetime. Also gave us a lot of education about Maria mountain count Maui county and the five islands that contro...",True,sentiwordnet_score
countless,1,1,"review_b0d8f2531e22a7c84e3c9ad3 :: My girlfriend and I had our Hawaii vacation planned for almost six months.  The #1 activity we wanted to do was a flight over the island.  Months of research, countless hours of re...",True,affect_suffix
cowboy,1,1,"review_942ca886fbd16117029bd247 :: I'm from Utah and have been visiting Moab for over 20 years, but always from the ground. Flying over the landscape for the first time brought a life's worth of experiences into one...",True,sentiwordnet_score
coy,1,1,"review_3eba0f65b43dff5c1af77881 :: We didn't get to do the Grand Denali due to clouds but Our pilot, Coy, did a great job giving us a memorable flight....",True,sentiwordnet_score
cozy,1,1,"review_4a7f3da7f6659561289690b5 :: Although we had to re-schedule our original reservation because of constant rainfall after having driven an hour to the destination, we were accommodated with a different date and ...",True,sentiwordnet_score
crane,1,1,review_cd99fa7cf0b86078e979d2af :: Having come to Moab on and off for 40 years we finally tried an aerial tour last year as a great for my 79 year old dad.  It was a spectacular trip then.  So much so that dad paid ...,True,sentiwordnet_score
crappy,1,1,"review_1c3fa7922ca781304caf6f20 :: Unfortunately the cloud ceiling in the Gorge prevented us from doing most of the trip. However, the pilot, David, made a big fuss showing my 5 year old grandson the plane, let him ...",True,sentiwordnet_score
crazed,1,1,review_b0217b73fa2d49d7679ca1b5 :: We took the flight and I realized that I should have done this the first day of our vacation.  We waited a week for our relatives and they got the benefit of the overview that woul...,True,wordnet_verb.emotion
creates,1,1,"review_4768dcf354a32240c2d04616 :: Aside from the opportunity to soak in some gorgeous and dramatic views of the island, the whole-island tour was an especially enjoyable trip for a pilot. I had originally wanted to...",True,sentiwordnet_score
criticism,1,1,review_62f2360afc9e4b6707094923 :: This was a wonderful experience. Our private guide called ahead and we were told that the planes were doing the tour but landing on the glacier was not guaranteed for our particula...,True,sentiwordnet_score
crooked,1,1,"review_297816c223f0885e99c4fc19 :: For a first timer, nothing tops a fly over the spectacular sights of this island. And AirVenture did it best thanks to their exceptional ground and air staff. Our pilot Eric, who c...",True,sentiwordnet_score
crown,1,1,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma...",True,sentiwordnet_score
crunch,1,1,review_23a113d11dbade10f436d4ed :: I specifically booked on K2 for their reviews. Flew 7+hrs from houston to anchorage and this was supposed to be my highlight for my trip. i was booked with K2 for sat 9/3 for a tou...,True,sentiwordnet_score
crusty,1,1,"review_169e5a3568f60120e12de242 :: A bike ride over the Golden Gate Bridge, lunch on the waterfront in Sausalito, and a 30 min ride in a vintage aircraft on floats to see the city. This has to be the perfect way to ...",True,sentiwordnet_score
curious,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...,True,sentiwordnet_score
curt,1,1,"review_55ac9eb57f418679510ed1e9 :: This was really difficult to rate.  The experience itself (flying around Denali and landing on a glacier) is a full 5 star experience.  If there was no other operator in Talkeetna,...",True,sentiwordnet_score
damage,1,1,"review_32b57cd5f038b7130108aefc :: Ellen, Bruce and Joshua are a great team and make their customers feel welcome and relaxed.  I had come to Kauai specifically to see the Na Pali coast by air (since i could no long...",True,sentiwordnet_score
dash,1,1,"review_84dbea7cdf699fa49ad38b5a :: We enjoyed our flight around Denali.  Even though it was a warm and sunny day in Talkeetna, you could not see the mountain due to haze.  We were able to see the summit on the Grand...",True,sentiwordnet_score
deemed,1,1,"review_b7f831203ff8c7d94467f2ee :: We had seen advertisements for air and helicopter tours. But never expected to see a biplane tour. We took both the standard plane tour, which was wonderful also. Then we spotted t...",True,sentiwordnet_score
deepen,1,1,review_2f940157b90c74bf301ae780 :: Amazing views!  This tour helped deepen my understanding of the island with firsthand views of the topography.  Pilot Eric was very welcoming and friendly.  Wonderful experience!...,True,sentiwordnet_score
deeper,1,1,review_e4b16b8da4752193a6653719 :: Much of Kauai is very difficult to reach and you see much more from the air.  We went with the airplane instead of the helicopter because it also included a number of land adventur...,True,sentiwordnet_score
defect,1,1,review_3f53fa360aef222c57801764 :: Tour was great if you can handle the hot temp of the airplane cabin. After the tour we were asked by an employee if we enjoyed it. When we commented on the lack of air conditioning...,True,sentiwordnet_score
degraded,1,1,review_641866daade55fe429557808 :: Unfortunately Denali was socked in with weather. Also the glaciers had degraded to the point of no landings. We were very sad. K2 offered us an option to Knik. It was UNBELIEVABLE!...,True,wordnet_verb.emotion
delivering,1,1,review_88233bbf2cf1d5676ac5babe :: Jim was our pilot.  This flight is everything you read about.. but it is the way that Jim did it that made you feel like you were experiencing what Alaskans see and do every day.  ...,True,sentiwordnet_score
delivery,1,1,"review_26852a512277b5deece08a3f :: I had the pleasure of a late afternoon ""The Big Kahuna"" air tour this week with Air Ventures Hawaii that was a FANTASTIC full tour of Kauai.

The views from the plane were amazing ...",True,sentiwordnet_score
deluxe,1,1,review_37b8eb0ab3c75d1d317b2217 :: We took the Grand Canyon Deluxe tour to the South Rim of the Grand Canyon.  The view from the plane was amazing.  The canyon is much more grand at the South Rim vs the West Rim.  T...,True,sentiwordnet_score
demonstrated,1,1,"review_b89a9b881058c0163814d3a4 :: Our pilot, Kevin, is an outstanding, seasoned pilot and a fantastic tour guide for Kauai.  He demonstrated an excellent knowledge of Kauai and it's history, and constantly showed c...",True,sentiwordnet_score
denied,1,1,"review_fe566c581798d89f19f642e5 :: My husband and I were rained or otherwise ""bad-weathered"" out of every adventure we planned on Kauai.  Couldn't hike Kalalau due to the river crossing being flooded. 
Couldn't kaya...",True,sentiwordnet_score
denying,1,1,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl...",True,sentiwordnet_score
derrick,1,1,review_7adad68bfb205bb246f4e679 :: My wife and I booked this tour in advance since we only had one day in the Moab area.  We were excited to discover that it is possible to see all of the biggies from the air withou...,True,sentiwordnet_score
desirable,1,1,"review_f5388b1e976e59c78115bdce :: We came for a flight seeing tour of Denali but due to weather weren’t able to fly that day. I wish I had known to check my email on the morning of the trip, it would have saved me ...",True,sentiwordnet_score
desire,1,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther...",True,wordnet_noun.feeling
desired,1,1,review_72d9c8056fd07697854926f3 :: Wow! The view and experience was wonderful! Our pilot was courteous and polite. He rotated the seating on the return trip so that everyone had the opportunity to have a front seat ...,True,wordnet_verb.emotion
desperate,1,1,review_93002c7973ba2bb5ce9edb94 :: My husband and I were desperate to take a flight over Kauai but were concerned we wouldn't be able to because of our children being so young (3yrs and 1yr). We stumbled across Wing...,True,sentiwordnet_score
desperation,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
device,1,1,"review_3bb066612c7c6f256d55cf79 :: We saw the most awesome sights today on our Mavericks helicopter flight!   

Our 17 year old son had never seen the canyon and we are on a short trip.  We figured an overhead persp...",True,sentiwordnet_score
dicey,1,1,"review_4daf0fb093b07e2809472518 :: Absolutely fantastic! My wife had never flown in a small plane and loved it. Stan is a great pilot and narrator. We were supposed to have the Grand Tour with glacier landing, but w...",True,sentiwordnet_score
dickey,1,1,"review_8337766c754ccb6b00491057 :: The Denali Experience was the highlight of our Alaskan trip! Thank you Patrick for a smooth and informative flight! Seeing the glaciers, Denali, Mt Hunter, Mt Dickey, etc up close ...",True,sentiwordnet_score
digest,1,1,"review_7f14b6f7410dc178b97067f9 :: This was by far the best activity we had on our 10 day trip to Oahu and Kauai.  You cannot digest the amount of beauty we saw in just a little over an hour.
Pros:1- amazing staff, ...",True,sentiwordnet_score
diluted,1,1,"review_0fd62b59dfddedcc4ce37b1b :: We arrived in good time and after  paying and being weighed for the correct distribution within the helicopter, we sat and waited for the 3 other passengers. The area you sit and w...",True,sentiwordnet_score
diminish,1,1,review_feb05c0de2d93e479a274df0 :: all 3 air taxi companies in the area are located close by and they make a similar trip with a landing on ruth glacier or other glacier. this flightseeing trip was absolutely worth ...,True,sentiwordnet_score
disadvantage,1,1,"review_2a5d985709d9161c55eb8f32 :: We wanted to visit the Napali Coast, but it's only available by air or boat.  We looked into the boat cruises.  The one we looked at started at 8am and would take 5 hours.  There w...",True,sentiwordnet_score
disappear,1,1,review_40218ad4ba76808d65afcb75 :: Expensive but has to be done. Flying over the edge and seeing the canyon disappear in front of you is awesome. Brilliant experience....,True,sentiwordnet_score
disguise,1,1,"review_f193344d5a43239eb196c4f9 :: Due to weight restrictions, our flight was delayed until a smaller pilot could arrive. That was a blessing in disguise as both the weather improved, and we got Piper for our pilot....",True,sentiwordnet_score
dislike,1,1,"review_c856f82267fe41a066d92b14 :: Recommended to us by a friend who said before you do anything else on the island you should see it by air first. 

On that note, I booked the trip and we arrived and checked in eas...",True,wordnet_noun.feeling
dismay,1,1,review_b3611bb117be728e25d5ddec :: We had booked the 11 am tour online even before we reached Kauai. We called ahead and the person who answered told us we could come by 10:45 am or so. We reached round about then o...,True,wordnet_noun.feeling
dissipate,1,1,review_b23fa99800d7c20a23c8a4be :: Our family took this flight with a glacier landing. I wrestled with whether to do the landing or not and decided to go ahead and book it knowing that many times they get cancelled....,True,sentiwordnet_score
distortion,1,1,"review_b6bd85765d015fa8b2a194ac :: Last Wednesday on a day with a few highish clouds we flew on a tour with Air Ventures of Kaua'i, the most westerly of the tourist-visited Hawaiian islands.  Unlike the standard hel...",True,sentiwordnet_score
disturbing,1,1,"review_0180711bcc1e4157afe5b416 :: We opted for a 45 minute flight in a Twin Otter Vistaliner to see more of the GC instead of going on the Skywalk.  It cost a little more but was sure worth it.  At check in, be pre...",True,wordnet_verb.emotion
donna,1,1,review_01d0b19d3759aa76d580639d :: Took a 1 hr flight around island of Kauai around noon with 4 other family members during our stay on 4/14/2010. So glad we decided to do this as a family. Saw so many waterfalls an...,True,sentiwordnet_score
dos,1,1,"review_26852a512277b5deece08a3f :: I had the pleasure of a late afternoon ""The Big Kahuna"" air tour this week with Air Ventures Hawaii that was a FANTASTIC full tour of Kauai.

The views from the plane were amazing ...",True,sentiwordnet_score
downfall,1,1,review_9e87a35dfb44bc3f8360acd0 :: We did a plane tour over the canyon with Grand Canyon Airlines out of the nearby airport right outside the park entrance. We had scheduled a helicopter tour with Papillion but it w...,True,sentiwordnet_score
downgraded,1,1,review_afccae9eb0627b411c87b1ad :: The flightseeing experience is great and was the highlight of our 2 week trip to Alaska. The pilot was experienced and knowledgeable and gave us lots of information as we were flyi...,True,sentiwordnet_score
dramatically,1,1,"review_6711a03e3c4ae4934b07f47e :: First of all, in prearranging this trip I was so happy with the friendliness of the staff. The day of our scheduled tour, May 30, 2012,  the weather turned a bit cloudy as it got c...",True,sentiwordnet_score
dreaming,1,1,"review_66a4fcc5850ed47eb61fb160 :: Booked 4 on the Grand Denali flight. The weather was great, and the views were unbelievable. Our pilot, Sean, did a great job of making sure everyone got a good view and told us lo...",True,sentiwordnet_score
dreamlike,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
dressed,1,1,"review_575bc17bf52d8269ff09080a :: Went on the Canyon Spirit tour.. my daughter was in a good spot, got great pics & enjoyed every minute!! 
This was my second time with Maverick & I was a bit disappointed... the mi...",True,sentiwordnet_score
dubbed,1,1,"review_1c3fa7922ca781304caf6f20 :: Unfortunately the cloud ceiling in the Gorge prevented us from doing most of the trip. However, the pilot, David, made a big fuss showing my 5 year old grandson the plane, let him ...",True,sentiwordnet_score
dud,1,1,review_47e9f17d519fa4004e785903 :: Booked our glacier landing on a whim as we walked through town. If you do the first flight (8:00am) or the last one out (6:00pm) they give you the landing for the price of the fly ...,True,sentiwordnet_score
duke,1,1,"review_603484d00d0d607f724ac1d0 :: Customer Service Outstanding! Experience was superb! Thank you Leslie, Naomi, Eric and Ilse. 

Joan & Duke...",True,sentiwordnet_score
dumb,1,1,"review_ef7296aa882565d5f5eb5972 :: got to sit in copilots seat and got some great shots with my DSLR, landed on the glacier and didn't fall into a fissue and die, which apparently can happen. Nobody puked, no turbul...",True,sentiwordnet_score
dynamic,1,1,"review_389ef05347a1156d41434876 :: We decided to splurge during our visit to Kauai and booked a private flight on Wings Over Kauai's Cessna 172.  It was a bit more expensive than the group flight on the Caravan, but...",True,sentiwordnet_score
eagerly,1,1,review_cc181952faf6b5189b666c78 :: We flew from Talkeetna to Anchorage with a fabulous detour over Denali and the Alaska Range. Our pilot took us through some amazing scenic passes over glaciers and around mountain ...,True,sentiwordnet_score
echo,1,1,"review_100f971005b7a9cfb5d5cc02 :: To echo all of the other very positive reviews, we had a great experience flying with Wings Over Kauai.  The friendliness and helpfulness of all of the staff (family) at Wings was ...",True,sentiwordnet_score
eden,1,1,"review_edcc580a9239430ec0ff6a95 :: Excellent customer service from beginning to end. Our pilot, Felix, was extremely professional, competent and lots of fun. He explained every step of the safety procedures and was ...",True,sentiwordnet_score
educate,1,1,"review_326278fa113713267c43c809 :: Professional, engaging pilot- unsurpassable views of one of natures greatest wonders along with fascinating detail.  Our tour began in Sedona and included a Pink Jeep tour of the c...",True,sentiwordnet_score
elusive,1,1,review_bf159253fba2c35375dc9ce7 :: I had a flightseeing tour with glacier landing with K2 Aviation and it was AMAZING. That was the highlight of my Alaska trip. Seeing the mountains so close as if you could touch th...,True,sentiwordnet_score
embarrassed,1,1,review_46ddfd4445283a6a81911504 :: Booked the Grand Canyon Discovery Tour and very unimpressed with how short the flight time was (less than ten minutes total) with a short photo op stop on a ridge in the canyon.  O...,True,wordnet_verb.emotion
enables,1,1,"review_d0b50a89028b16af69ba8a3e :: The greater bay area Seaplane tour enables its passengers to get a spectacular view from the air, to see the scale and beauty of San Francisco. My family members and I thoroughly e...",True,sentiwordnet_score
enabling,1,1,"review_38ba6174b8e46ae33a391bac :: The float plane ride over the Misty Fjords was incredible.  One amazing view after another.  Our pilot/guide, Mike Hudgins, was very informative and executed a flawless water landi...",True,sentiwordnet_score
encompassing,1,1,"review_0ce4003f979133c9c8390ce6 :: We did this on our third day and really were glad that we did. We did the 1-hour tour and got the free DVD for booking online. (By the way, the DVD is worth it if you book online a...",True,sentiwordnet_score
encouragement,1,1,"review_5a0e4e9f0943a2aaeba54fd8 :: I wasn't sure at first if flying over Kauai was for me, but with encouragement from my friend Sheila I signed up. It turned out to be one of the best things I did on the Island...a...",True,wordnet_noun.feeling
endeavor,1,1,review_bccf76dbe099c0ff44ed28bf :: Excellent Customer Service and very willing to work with our climbing team schedule. They also provided us with transportation around Talkeetna. The employees were very kind and sh...,True,sentiwordnet_score
endless,1,1,review_74b0557c2d01db73132cf24b :: Had a smooth flight and great pilot to take us to the West Rim.  Then an AMAZING helicopter ride down to the bottom of the canyon and boat ride which gave a wonderful perspective o...,True,sentiwordnet_score
endorse,1,1,"review_7027dc0a8fae23d9bc8d69a2 :: The K2 Aviation team went above and beyond tommake sure we were able to have the full experience, even though we booked a little last minute. The flightseeing tour was awesome and ...",True,sentiwordnet_score
endure,1,1,review_edc52fa4c757cf3ff86ff036 :: I really wanted to see Denali. I didn't want to endure a long bus ride to do it. We opted to take a flight-see with a glacier landing on the Routh Glacier. We circled the mountain ...,True,sentiwordnet_score
enhance,1,1,review_b76070ff5c05b6a2315389ee :: This was a chance of a lifetime experience! Every part of the adventure was easy and so worth the money. To see the Grand Canyon from above was something that my kids will remember...,True,sentiwordnet_score
enlightening,1,1,"review_a6425ff1171e21e3392aa88c :: The personnel at Air Ventures cordial, helpful and polite.  I would recommend their services to anyone wanting to get a great aerial view of the Island of Kawaii.

Our pilot, rob, ...",True,sentiwordnet_score
entertainer,1,1,review_ff05a30b9c947f253b5759ba :: A wonderful personalized flight experience that introduces the island of Kaua'i from a different perspective. We got the small 4-seater Cessna which is nice having the plane only f...,True,sentiwordnet_score
enthralled,1,1,"review_eb0c2bb6de3d5ffa9eac3e15 :: We took the around Denali flight over an hour on a beautiful day. Perfect weather ,great pilot ""Nick"". When we got there there were some questions as to if we should take this more...",True,wordnet_verb.emotion
enthusiastically,1,1,review_8294fe79e0415f552542ed94 :: The flight was enjoyable but not earth shattering like promoted! Pilot Patrick was doing a job not actively enthusiastically participating so I’d rate that part as average. Without...,True,sentiwordnet_score
esp,1,1,"review_1a4bc7cb7ba2d0cb72ff594d :: Hubby and I debated spending money on this, esp including glacier landing. SOOO GLAD we did!!!  we only had 2 nights in Talkeetna so scheduled 11 am 1st day to give us a 2nd day po...",True,sentiwordnet_score
especial,1,1,"review_444d06f7a3298bac936b1b14 :: I HAD SO MUCH FUN! I wanted to do something especial with my boyfriend,I loved this experience.they’re super professional and friendly.it was wonderful tour to see those views,with...",True,sentiwordnet_score
ethical,1,1,review_8f25deba5bd0af152a384b9b :: K2 Aviation s a first class company in every way. We were scheduled to go up on one of their tours over Denali on June 30th. We were told that it was clouded in and we would not se...,True,sentiwordnet_score
everlasting,1,1,"review_3c17998e1f55e06446f35026 :: First off let me say that taking an air tour in a small airplane is much better than doing it in a helicopter. It's quieter, smoother and much less intrusive to the spirit of Mana....",True,sentiwordnet_score
exceeding,1,1,"review_ccbf41fd973bf287ad08897f :: We had questionable weather with heavy clouds and some rain, Josh gave us the option to cancel but also gave us some knowledgeable insights about what to expect, noting the cloud d...",True,sentiwordnet_score
excellently,1,1,"review_084acea0cb7d3d6be4f0a2f2 :: Excellently organised, from pick up, tour and drop off. Booked afternoon Delux tour 1055-2000! Pick up via bus to Bolder airport (30 mins), flight over Hoover Dam and west Rim (I t...",True,sentiwordnet_score
excuse,1,1,"review_feb2301965baf7cd372cbd1f :: It's Alyssa Jacey, the singer/songwriter you hosted on the private helicopter tour! I have been MEANING to review this and my only excuse is that I went on tour! I've opened for Br...",True,sentiwordnet_score
executes,1,1,"review_b58283299c24c1f0a7262592 :: I am an instrument-rated pilot from Texas.  My first concern is safety.  The TAT planes and equipment and first class, maintain like new, and in excellent condition.  Our pilot, Mi...",True,sentiwordnet_score
executive,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...,True,sentiwordnet_score
exhausting,1,1,review_8405aa4c5aaa1a8476e0746a :: We took the Grand canyon Airlines scenic tours from the Papillon Helicopter rides.  We opted for the all day airplane ride vs the helicopter as we wanted to be able to walk around ...,True,sentiwordnet_score
exhilaration,1,1,review_23bc28108b7fc9fb77931ab6 :: From the shuttle driver the book..In procedure to the professionalism of the pilot and the beautiful scenery and the exhilaration of landing on the glacier this is a must do tour...,True,wordnet_noun.feeling
existent,1,1,review_6a47be99fb4fa07329ef3cce :: WORST EXPERIENCE EVER !! We booked the Red Baron biplane at least 8 months in advance through a well known tour operator in Hawaii. On the day before we were to take the tour as a ...,True,sentiwordnet_score
explosion,1,1,review_73f14a3f53218184c4bbe8c9 :: We had the most amazing time with Eric today. Not only did we get to fly over the islands of Maui and Hawaii but we saw the craters from an amazing perspective in the air. We could...,True,sentiwordnet_score
exposure,1,1,review_8ee4a6bccff05f135f8789a2 :: This was the first stop on my Alaskan vacation and it was by far the most memorable.  A Talkeetna Air driver picked me up in this picturesque town (think Northern Exposure) and dro...,True,sentiwordnet_score
extends,1,1,"review_5ab15cddb69e0ce2399273b0 :: Eric of Maui Plane Rides gave us the opportunity of a life time to see Maui from a bird's eye perspective and actually fly the plane. He had the second steering wheel of course, an...",True,sentiwordnet_score
