word,frequency,review_count,example_context
awesomeness,1,1,"review_97cbc758265cabb54069727b :: I have always been afraid of small planes, but, after reading so many raving reviews, I decided this was worth it.  And, i never felt any fear during the flight.  The scenery is be..."
awesone,1,1,"review_15637101db16250e89da8999 :: Seeing Denali from the ground is awesone - seeing it from the air is inspiring, truly hard to find the right words.
K2 is a well oiled machine and works a process that leaves nothi..."
babbling,1,1,review_ff282b470223120e69c6a4b8 :: This flightseeing trip was the pinnacle of 2 weeks of amazing experiences.  Words and pictures fail to convey what a flight around McKinley is like. I thought that upon landing my ...
babcock,1,1,"review_53179d527df5fe91bf19d962 :: We went on the 4th of July with K2 to do a ""fly and hike.""  The lady who was the owner drove us to the lake where we caught the water airplane.  She was really nie and personable. ..."
babymoon,1,1,"review_1893bdcfa0517b11567fd56d :: I booked the Cessna tour for my wife and I on our babymoon in April. I recommend the private Cessna tour if you only have 2 people.  For only slightly more $$, you get a personal e..."
backdrop,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
backed,1,1,"review_e1d12b9707aa08ac9ec95339 :: The schedule was a bit backed up after a few days of bad weather, but these folks handled things with professionalism, courtesy and good humor. We never felt out of the loop while ..."
backing,1,1,"review_d3e304f726d1296b2ca6fff6 :: Both the tours left from Grand Canyon National Airport. Both I booked through Papillon, but Helicopter left from Papillon section of the airport whereas Scenic Canyon River Adventu..."
backstory,1,1,"review_0e05989fd725afb9341bbc67 :: Our sunset air tour with Barb from Redtail Air Adventures was definitely a vacation highlight!  Barb is an excellent pilot and the entire flight was smooth, from takeoff to landing..."
bada,1,1,review_81f13335ffcb7f2b79098503 :: smooth flight from a bada@@ woman pilot.  Info on the mountain and amazing views. The flight was safe and clean.  Easy check-in and on time tour...
baggage,1,1,"review_37d232e725453dda15cd4762 :: we booked this through the Princess land tours group. We arrived at K2 aviation about 30 min before our flight, the very helpful and happy staff weighed us all and offered glacier ..."
bail,1,1,review_93a54aef9ca0e9c3e8e3dd9c :: This activity was a huge let down after reading the glowing reviews on here and numerous travel books stating this as a 'must-do' activity.  Then again not all must-do activities I...
baloon,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
bamboo,1,1,review_0a18638cb5564b6d104a2220 :: Super trip to Maui for 8 days.  Stayed in Kihei and found the island incredibly interesting and accessible with a nice van for the four of us.  Rented a nice condo with excellent a...
banana,1,1,"review_edcc580a9239430ec0ff6a95 :: Excellent customer service from beginning to end. Our pilot, Felix, was extremely professional, competent and lots of fun. He explained every step of the safety procedures and was ..."
banner,1,1,"review_83c94c4f2a77cff19ac765f1 :: My brother and I wanted to do something amazing for mom's bday. We originally looked at helicopter tours, but they are over priced and shorter- after discovering wings over kauaii,..."
banquet,1,1,"review_a8c8f7a7f2de193fc5305545 :: For a little while, I felt luke a bird as i soared through the skies of Lauai. The world around me was new at this level - a truly delicious banquet for my eyes! Thank you Air Vent..."
banyan,1,1,review_0a18638cb5564b6d104a2220 :: Super trip to Maui for 8 days.  Stayed in Kihei and found the island incredibly interesting and accessible with a nice van for the four of us.  Rented a nice condo with excellent a...
baran,1,1,"review_b7f831203ff8c7d94467f2ee :: We had seen advertisements for air and helicopter tours. But never expected to see a biplane tour. We took both the standard plane tour, which was wonderful also. Then we spotted t..."
barclay,1,1,"review_64426b9233e18765fd34529a :: So many people recommended the Maverick helicopter tour to me and they were 100 % right.This is a must do regardless of whatever cost.Our pilot Barclay ,was knowledgeable,friendly ..."
barnstorming,1,1,"review_409f8ffb768b740593ccf6bc :: Kauai is incredible from the air!  Harry, our pilot, gave us a spectacular tour of The island. We went down Waimea canyon, wove through the Na'pali coast and circled back around ma..."
barron,1,1,review_6a47be99fb4fa07329ef3cce :: WORST EXPERIENCE EVER !! We booked the Red Baron biplane at least 8 months in advance through a well known tour operator in Hawaii. On the day before we were to take the tour as a ...
bartlesville,1,1,"review_4ed0b1b10732435807f8e577 :: My husband & I were in town for the week from Bartlesville, OK. I'd bought our tickets as a Valentine's Day gift for my husband. It was a great experience & we will definately do i..."
baseball,1,1,"review_0fd62b59dfddedcc4ce37b1b :: We arrived in good time and after  paying and being weighed for the correct distribution within the helicopter, we sat and waited for the 3 other passengers. The area you sit and w..."
basket,1,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther..."
bath,1,1,review_c2990eb96fa76c7a2e8341d4 :: We just completed our first Grand Canyon visit and the Scenic River Canyon Tour was the absolute best part of the trip. The entire tour could not have ran smoother. We arrived at t...
battle,1,1,"review_1a2de9ecee33785795dd61b8 :: Although a premium price, the service was beyond anything you could imagine.  Booking was simple and easy.
On arrival, we were welcomed personally by Lindsay and offered coffee and..."
battling,1,1,"review_1a2de9ecee33785795dd61b8 :: Although a premium price, the service was beyond anything you could imagine.  Booking was simple and easy.
On arrival, we were welcomed personally by Lindsay and offered coffee and..."
bayfront,1,1,"review_d9560030ede7b0b8cadef1bc :: In spite of the seasonal fog bank over Labor Day, we had an amazing time flying over the San Francisco Bay sights in the second row seats of a spacious vintage de Havilland Beaver ..."
bbc,1,1,"review_78a6b99a77d6b015dee471ae :: Highly recommend!

My wife and I are passionate about the outdoors, mountains, and hiking but are not mountaineers. Rather than booking through the cruiseline, we booked directly w..."
bbq,1,1,review_a861ce9bcce109893247a2a2 :: Flew around and landed below Denali.  It was an amazing adventure.  The people that work at K2 are great!  Worth every dime.  We even had a BBQ lunch on our return....
bc,1,1,"review_6fee029e4e2fa582d806369d :: In just one hour you view the entire island and some inaccesibles areas, freindly pilot and very comfortable airplane, good price.  I recommend this good experience. Randolfo Vigna..."
bd,1,1,"review_c503f060e1522d96b60e8dca :: In late Jan I took my wife on this tour for her BD. While I’ve spent numerous hours (military’s & law enforcement) aboard helicopters, she had never experienced it...
nor had she e..."
beachfront,1,1,"review_8a63b81694c8be2bdcc94b18 :: We toured the island of Kauai, Hawaii in a small plane which held six passengers. We covered the island as the pilot pointed out magnificent areas of beachfront, the island's own v..."
beacon,1,1,"review_4e7917fec2d6a4a8e0570d32 :: This was my second time flying with Envi and once again, WOW!!!!! What a perfect way to introduce my visiting niece (who'd never been to Oregon) to the wonders of our fair state. O..."
bead,1,1,review_93002c7973ba2bb5ce9edb94 :: My husband and I were desperate to take a flight over Kauai but were concerned we wouldn't be able to because of our children being so young (3yrs and 1yr). We stumbled across Wing...
beaded,1,1,"review_e65c32c5e52dca46bc302655 :: Words cannot express how awesome our flight over Kauai with Bruce was. It definitely was the highlight of our vacation in Kauai. At half the price of the helicopter tours, our Wing..."
bearable,1,1,review_8fc23fecb45ba0ee94242f62 :: We are a family with 4 children ages 12 to 19 and spent a week on Kauai.  We really wanted to do an air tour with our kids but the cost of a helicopter flight would have been well ...
beary,1,1,review_3dbae6cdb40b85f034177148 :: This was a trip of a lifetime! What a fabulous way to really see the island of Kauai.  The Biplane provided a unique opportunity to experience aviation the way it used to be. We we...
beating,1,1,review_90ae941636917345fd7de0d3 :: We had a very limited amount of time in Alaska and wanted to maximize it. I've never done a flight tour but thought it was our only chance to see Denali. We drove to talkeetna gett...
becky,1,1,"review_20bafb242eb918bb14d9309d :: We really enjoyed our tour! Staff were very friendly and our pilot, Doug, provided us with a safe, interesting and enjoyable flight. We would definitely recommend Wings Over Kauai...."
beford,1,1,review_e5716f4532c536fc1913c539 :: Everything we did was well planned. The only waiting we had to do was beofre going to Glen Canyon Dan and the rafts was waiting for a supervisor before we could go through the secu...
beg,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
beheld,1,1,"review_c602155441c88a5da2dca24a :: Company was referred to us by another, who could not accommodate plus size. These folks picked up up at Anchor Cove Mall (free shuttle from cruise ship), fast ride to airport. 
Eri..."
belford,1,1,"review_7f741f3b5d24c3d629916a50 :: The trip was amazing! Our pilot, Chris Wilson, was super nice. The view was amazing! Everything was super clear and it looked like we were in a movie. We did not even notice we wer..."
believer,1,1,"review_0f072aa75be5e880f7274946 :: This was something we wanted to do the entire trip and searched long and hard for the right one. After doing our research, we decided on Air Ventures and we were not disappointed!!..."
bell,1,1,review_7f477021651500da356f5b8e :: What a great experience the people were just wonderful Eric and Jill run a top notch program not to mention the Cessna 182 had all the bells and whistles very up to date I will be ...
beofre,1,1,review_e5716f4532c536fc1913c539 :: Everything we did was well planned. The only waiting we had to do was beofre going to Glen Canyon Dan and the rafts was waiting for a supervisor before we could go through the secu...
bespoke,1,1,"review_f780d25918bd89959afc83f0 :: Wow just wow , look no further this is the company you e been looking for ! absolutely amazing and so glad we took the opportunity to do it and especially with Maverick, exceptiona..."
bestof,1,1,review_0b31283b0371e7ce912fb6b0 :: Booked air land and river through Bestof Kauai- had issue with  that but pilot  Eric was layed back and assuring during 60+ minute flight. Saw a few whales and the terrrain is s wo...
beverage,1,1,review_01fc28b90e9ae778cbae1f13 :: What a great experience!  Not only is the island incredibly beautiful and unique from above but Wings Over Kauai really go out of their way to make you feel comfortable and safe.  ...
bf,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...
biggie,1,1,"review_be59fcb99b0add1dc982d912 :: We booked a half hour flight with another couple that told us the gentleman was flying on the recommendation of his psychologist.  He got pretty nervous after takeoff, Pilot Fred t..."
biggies,1,1,review_7adad68bfb205bb246f4e679 :: My wife and I booked this tour in advance since we only had one day in the Moab area.  We were excited to discover that it is possible to see all of the biggies from the air withou...
biggles,1,1,"review_fb8713e90d49184e70fb129a :: We had flown around the Island on a previous trip by Helicoptor, but flying this time in the Bi-Plane was the ultimate experience.
I cannot priase Val at the front desk, or Kevin t..."
bigones,1,1,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...
bike,1,1,"review_169e5a3568f60120e12de242 :: A bike ride over the Golden Gate Bridge, lunch on the waterfront in Sausalito, and a 30 min ride in a vintage aircraft on floats to see the city. This has to be the perfect way to ..."
billie,1,1,"review_4e0c84b1fe480dcc319f91b4 :: My family of 5 recently took an AirVan ride touring the island of Kauai. We got there early, and were offered books to peruse while we waited. Josh was our pilot. He was very knowl..."
bimmini,1,1,"review_75a9aa7242e8b9ac8f4efd9d :: Best experience, last minute booking and very very fair price. We we're looling for a last minute birthday gift and we found sea plane through trip advisor. We booked and flew to B..."
bingo,1,1,review_b5ec25284b6009244a5eaee3 :: Bingo! We came on perfect day for Mt. Denali viewing!  Martha was wonderful to deal with by text and was very patient & prompt in responding to our questions and giving us all the ...
binoculars,1,1,review_b2e38079a4818dad02a8027b :: I have been to San Francisco over a dozen times and I'm mad at myself for not doing this before. Everything else has mostly been said by previous reviewers but I regret only doing ...
biological,1,1,review_1c0c1e5ec46df8cdb062b862 :: Had a wonderful with a very experience pilot and guide. He gave a great historical and biological narration. Would definitely recommend this tour to anyone.  Flew in a 1956 dehavil...
birdseye,1,1,"review_cc34e72d15cc22ccf5d620fc :: The flight around the entire island of Kauai was awesome.  I've taken a helicopter tour of Hawaii before, and this tour gives you more of a birdseye view.  You can see the helicopt..."
birdt,1,1,"review_53179d527df5fe91bf19d962 :: We went on the 4th of July with K2 to do a ""fly and hike.""  The lady who was the owner drove us to the lake where we caught the water airplane.  She was really nie and personable. ..."
blake,1,1,review_c76733a910fb418f461948a4 :: What a wonderful way to see the island! The whole experience was amazing. It was fascinating to see the cliffs and waterfalls on the way to Hana as well as some of the houses tucke...
blanket,1,1,"review_41716a5751434d2a939a0149 :: Hawaii is a long flight that I've taken on other airlines... never again, when I go back it will be Hawaiian for sure.  Plenty of leg room, free TV,  cell phone charger on every se..."
blare,1,1,"review_8ed1f3be39c0df8fa6577cda :: I was traveling alone with my 3 kids all age 9, we were greeted kindly by Lindsey the sales person/manager and things ""seemed"" to be running smoothly and ethically. We boarded our ..."
blasted,1,1,"review_575bc17bf52d8269ff09080a :: Went on the Canyon Spirit tour.. my daughter was in a good spot, got great pics & enjoyed every minute!! 
This was my second time with Maverick & I was a bit disappointed... the mi..."
ble,1,1,review_aab04b98cee16059aa47fec0 :: I was able to get amazing photos with my telephoto lens of places we had been before. My favorite was the Napali Coast and Kalalau which we had hiked a number of years ago. It was ...
bless,1,1,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl..."
blessing,1,1,"review_f193344d5a43239eb196c4f9 :: Due to weight restrictions, our flight was delayed until a smaller pilot could arrive. That was a blessing in disguise as both the weather improved, and we got Piper for our pilot...."
blindfolded,1,1,"review_83c94c4f2a77cff19ac765f1 :: My brother and I wanted to do something amazing for mom's bday. We originally looked at helicopter tours, but they are over priced and shorter- after discovering wings over kauaii,..."
blip,1,1,"review_c602155441c88a5da2dca24a :: Company was referred to us by another, who could not accommodate plus size. These folks picked up up at Anchor Cove Mall (free shuttle from cruise ship), fast ride to airport. 
Eri..."
blissfully,1,1,"review_b241dd3384839bc487012204 :: Loved the flight ... the plane came in to Friday Harbor a bit late (about 10 minutes), and for those of us used to constant updates on delayed flights on the regularly scheduled ma..."
blob,1,1,review_70df274c833981b998eb4917 :: We thoroughly enjoyed our one hour flight over this beautiful island. Our pilot Kevin was great. Lots of commentary so we knew what we were looking at. He told us a little of the h...
blu,1,1,"review_25a6288b21d5e5d8fc4ebdb3 :: Like many, I read TA a lot but don't often feel the need to post. Flew in their smaller plane, the Cessna 172, recently on the standard around-the-island tour. Excellent narration ..."
bluff,1,1,"review_1f377517682947b322f1c517 :: My wife Cindy and I traveled to Kauai in early March.  Since the Napali coastline is only accessible by air or sea, we planned to take a flight over the Island.
The first day we sc..."
bluhm,1,1,"review_d2f92936bcd265ca93e51c00 :: We arrived on Kauai two days ago and decided to take a flight around the island.  Our decision to take the ""Air iVentures"" Airvan fixed wing plane tour was a wise one.  The Pilot a..."
boarde,1,1,"review_8a23a51aa423a5c81c6bd310 :: We took the south rim tour on December 29th,2013. Westwind Air is a first class operation all of the way. The hangar and lounge area were very comfortable and complimentary coffee ..."
boiled,1,1,"review_d89c114dd0974c648044ff65 :: This is a great way to see Kauai that is more economical than the helicopter tours, about half the price.  Book online to save, you'll get DVD free, although not of your actual pla..."
bolder,1,1,"review_084acea0cb7d3d6be4f0a2f2 :: Excellently organised, from pick up, tour and drop off. Booked afternoon Delux tour 1055-2000! Pick up via bus to Bolder airport (30 mins), flight over Hoover Dam and west Rim (I t..."
bolinas,1,1,"review_d9560030ede7b0b8cadef1bc :: In spite of the seasonal fog bank over Labor Day, we had an amazing time flying over the San Francisco Bay sights in the second row seats of a spacious vintage de Havilland Beaver ..."
bombing,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...
bond,1,1,review_00357a55e0864e624ae6120e :: This is a very well run and professional company.  Our pilot provided a good explanation of what we were seeing and turned the plane around so passengers on both sides could get a ...
boost,1,1,review_366a0217246d209bb9329b77 :: How do you describe something that takes your words away and leaves you speechless?  This was meant to be a Floatplane and Alaskan Bear excursion.  We definitely saw the floatplane...
botanist,1,1,review_376b8e4527cb18f736bb1881 :: Our second time to Kauai.  Should have done it the first time.  And the second time.  The company is a husband and wife team.  Ellen takes care of the office and Bruce does the dir...
bothering,1,1,"review_4527b031d210aa6a5f73a0b7 :: There are 2 companies side by side that offer this, we went with Air Adventures do to availability (the other co I found first but they were booked .. this co was rated exactly the..."
bottomless,1,1,review_245da47986fab9418c4a2c33 :: I booked a flight-seeing trip and was surprised after paying to be told that we were upgraded to a glacier landing and theGrand Denali Tour.  I was leary of this as I had thought a...
bound,1,1,"review_8b9e0dc5c5d87b98d2a06acb :: Great professionalism and unsurpassed scenery.  Pay the extra fee for the glacier landing. I grew up in Alaska and have visited Denali Park at least 30 times. Nevertheless, I'd nev..."
br,1,1,"review_f30883e46fd48911e17c02fe :: Had no chance to fly, even fully paid in advance. Reasoning gave by operator was that speedometer not working in a plane, so it can not fly. It has been passed to us couple hours b..."
bradley,1,1,"review_e40606d6a2ba4bff63a52db6 :: As long time Kauai visitors (12th trip?), its still a thrill to see it from the air. We booked a package that included a NaPali coast supper cruise plus the hour-long trip in the a..."
bragging,1,1,review_7064a05b2504b32394f846c4 :: I thank Chris the Pilot for providing the most spectacular views and most entertaining history of formation of Denali National Park. From the description of size of some of the big...
brain,1,1,review_c765b5e7676ff96bb64c9185 :: We did the Denali experience with a landing on the Eldridge Glacier and I can confidently say it was in the top 5 experiences of my life. I felt like a child again soaring past she...
brave,1,1,review_8ceba716d54cfdc5651bb151 :: We had a wonderful experience with Wings Over Kaui. From the first phone call everyone we dealt with was pleasant and helpful. I don't really like to fly so I was nervous about bei...
breached,1,1,"review_b0d8f2531e22a7c84e3c9ad3 :: My girlfriend and I had our Hawaii vacation planned for almost six months.  The #1 activity we wanted to do was a flight over the island.  Months of research, countless hours of re..."
breadth,1,1,review_669a0a60cd03a74a2856f91e :: Had a great time with Talkeetna Air Taxi! Took the glacier landing tour and it was really worth it. You can see everything and it's very awe-inspiring to see the breadth of the gla...
breast,1,1,"review_c2faf5e5dfe176c0d867afe2 :: Approximately one hour.  Can choose either Cessna (seats 2 passengers) or AirVan (total of 4 passengers on our tour).  We toured all around the island including the Napali Coast, a..."
breed,1,1,"review_3d0e00b15b79bd546c9154d1 :: As a pilot, I heard about Air Ventures from another pilot friend and made my plan based on that recommendation.  This was definitely the way to go. Call them direct and make the re..."
breezy,1,1,"review_9cc7f75454279a64d83e8067 :: I've been to the Grand Canyon a few times - always to the South Rim, like most people.  When my wife said she'd never been and it was on her bucket list, I started planning.  I fig..."
brendon,1,1,review_82015a44043c500a6de0931c :: Great way to see the Grand Canyon and get there quickly from the Phoenix area. From our communication before the tour with Lindsey to our Flight there and back with pilot Brendon a...
brewer,1,1,"review_fb1f3af044acbdd8bece0a0b :: We were deciding between a helicopter or plane tour and decided to go with the plane tour after looking at the cost and reading reviews on TripAdvisor.  Bruce, Ellen and their daug..."
brewing,1,1,review_857028e9eccb4000cb5ee676 :: It's quite a few years ago since my wife and I did this flight but it was so memorable that it seems like only yesterday. After being picked up around teatime and taken to the airp...
brilliantly,1,1,"review_1a4bc7cb7ba2d0cb72ff594d :: Hubby and I debated spending money on this, esp including glacier landing. SOOO GLAD we did!!!  we only had 2 nights in Talkeetna so scheduled 11 am 1st day to give us a 2nd day po..."
bronson,1,1,"review_ae1a489cabd528d5bce4737e :: Air Ventures Hawaii is the best way to see all of Kauai.  Paul, our pilot, was very informative and friendly.  Plane was comfortable, it did get a little hot but it was abnormally ..."
brown,1,1,"review_e0e1dd521e77a4007403c8e6 :: I took a HAL cruise in June 2010 and booked this excursion through the ship.  The bus was there to pick us up right on time but there was a bit of a traffic jam of buses, so we got..."
brownie,1,1,"review_1a2de9ecee33785795dd61b8 :: Although a premium price, the service was beyond anything you could imagine.  Booking was simple and easy.
On arrival, we were welcomed personally by Lindsay and offered coffee and..."
browse,1,1,"review_168aab1a1f0b80f2400963aa :: This was a spectacular flight! We had a sunny day and Denali was out in all it's glory.
Our pilot Stan started off with all the safety features and then after we were securely in o..."
bruno,1,1,"review_feb2301965baf7cd372cbd1f :: It's Alyssa Jacey, the singer/songwriter you hosted on the private helicopter tour! I have been MEANING to review this and my only excuse is that I went on tour! I've opened for Br..."
brutally,1,1,"review_ee1e6eb8bb9bfbf0a568f295 :: We did the Grand Canyon Scenic Airlines ""Scenic Canyon River Adventure"" 12.5 hour full day tour with the entire family. The all day adventure from beginning to end was incredible. ..."
bryce,1,1,"review_5f16e9601e121e53110a2a77 :: We were visiting our son in Moab, and he gave us a Redtail tour as a gift. Chris was our pilot, and he was amazing. He was extremely knowledgeable. He knew so much about the geolog..."
bubbs,1,1,review_045f1ff1141064f1148c717e :: Our tour with Bubbs was amazing!  We got a wonderful overview of the island and it was the highlight of our trip to Kauai. Highly recommend!...
bucketlist,1,1,"review_1e0c948582ed23b06a40f486 :: So glad i decided to do this tour at the last minute ! It was A-MA-ZING !!! The pilot was awesome ! Friendly staff :)  Highly recommend when in Talkeetna. 
Bucketlist checked :)..."
buckling,1,1,"review_0ededb1858d9abb48c99e31a :: At the spur of the moment, my friend and I️ decided to take a helicopter tour of the Grand Canyon with Maverick Helicopters. While on a day tour, with Detours of Phoenix, to Sedona..."
buddy,1,1,"review_f9dc510afd22c25c546f9d10 :: My buddy and I did the 45 minute helicopter tour and it was simply amazing. The pilot (Danny) was knowledgable and super nice. From the Tusayan Airport, it's less than 10 minutes a..."
budge,1,1,"review_3eeb3b87089a57319065df9e :: We took off in the smallest plane in the fleet, which turned out to be perfect, as the day was cloudy and we were able to dart among the clouds until we were above them, with gorge..."
buffer,1,1,"review_1a4bc7cb7ba2d0cb72ff594d :: Hubby and I debated spending money on this, esp including glacier landing. SOOO GLAD we did!!!  we only had 2 nights in Talkeetna so scheduled 11 am 1st day to give us a 2nd day po..."
bug,1,1,"review_1ed21d1c248429f6fb3bf95e :: We chose Air Ventures for our air tour recently based on recommendations on Trip Advisor. We arrived to the airport early for our tour, checked in, weighed in with everything we we..."
bulky,1,1,review_91b07376e836c82b2b2ff5cc :: We had the open cockpit biplane flight beginning of February after booking online from the UK.  Jill kindly offered to collect/shuttle us from the ABC Store at Anchor Cove Shopping...
bumbs,1,1,"review_b0d8f2531e22a7c84e3c9ad3 :: My girlfriend and I had our Hawaii vacation planned for almost six months.  The #1 activity we wanted to do was a flight over the island.  Months of research, countless hours of re..."
bumper,1,1,"review_77341391cb13d175af149c1d :: My wife is not a good flyer, even on a 767, let alone a little Cessna or the like. There was no way I could get her on a helicopter tour, so the doors off experience wasn't going t..."
bumpier,1,1,"review_23347cb011e96c6a2177a1b3 :: The staff at family owned business is very friendly. Bruce, our pilot is very engaging and made sure to engage us all and check that we were all comfortable. The headsets allow us ..."
bumping,1,1,"review_6711a03e3c4ae4934b07f47e :: First of all, in prearranging this trip I was so happy with the friendliness of the staff. The day of our scheduled tour, May 30, 2012,  the weather turned a bit cloudy as it got c..."
buoyant,1,1,"review_aeffe92844e0341d0482bf45 :: A truly exceptional experience to fly above one of out planet's greatest wonders.
They are a highly professional team and courteous to boot.
With trepidation I embarked on the jour..."
burn,1,1,"review_c503f060e1522d96b60e8dca :: In late Jan I took my wife on this tour for her BD. While I’ve spent numerous hours (military’s & law enforcement) aboard helicopters, she had never experienced it...
nor had she e..."
burned,1,1,"review_c721c20c2006095542a72c18 :: No need to read any further -- just book a flightseeing trip with Talkeetna Air Taxi and if you can, make sure you do the glacier landing by Mt. McKinley. My family and I went up o..."
burnt,1,1,"review_49d3db9eba1fafce587178d0 :: Although we had to reschedule the tour to a morning due to high wind, this tour exceeds all my expectations. Canyonlands is notoriously inaccessible due to the lack of paved roads ..."
buser,1,1,review_4d9de080656d8496f54a201d :: We were traveling with our two young teenage granddaughters and took a K2 Aviation flight through the glacier fields and then on to the airport in Anchorage.  The weather was not c...
bushfire,1,1,review_8294fe79e0415f552542ed94 :: The flight was enjoyable but not earth shattering like promoted! Pilot Patrick was doing a job not actively enthusiastically participating so I’d rate that part as average. Without...
busines,1,1,"review_d2f92936bcd265ca93e51c00 :: We arrived on Kauai two days ago and decided to take a flight around the island.  Our decision to take the ""Air iVentures"" Airvan fixed wing plane tour was a wise one.  The Pilot a..."
bust,1,1,review_b23fa99800d7c20a23c8a4be :: Our family took this flight with a glacier landing. I wrestled with whether to do the landing or not and decided to go ahead and book it knowing that many times they get cancelled....
butter,1,1,review_c5a5c8f42a7815da8f5f4947 :: Eric was really calm and enjoyable. Volcano and sunset was the best ever! Easy ride there and back. Landing was smooth as butter...
buying,1,1,review_e92605a8f219f4fb7113e7cc :: My new husband and I were in Kauai for the second half of our honeymoon. My one thing that I had to do was go on an air-tour of the Island. Honestly what initially drew me to Wings...
buzz,1,1,review_1d7e472c4d990cd7ddc0927d :: Having done the trip to Traitors Cove recently I have no hestitaion in recommending SeaWind Aviation. I was made to feel welcome by Lesley right from the outset. A real family busi...
buzzer,1,1,"review_7cd1afc1532ba6ca69afe686 :: This company deserves to be given the golden buzzer award for being the worst company in Miami. We paid double the price to reach to the airport, we were left waiting with no one t..."
bvery,1,1,"review_8f4a36a122d2c9edced0569b :: Great summit trip....with base camp glacier landing.  Visibility was amazing.  Most amazing experience and activity we did in Alaska.  Chris was our pilot, extremely knowledgeable ..."
bypass,1,1,"review_bede8cf9543d144f65b0c6d1 :: My wife and I were very worried that our flight would be cancelled due to inclement weather but after a few telephone calls from the very helpful staff, the flight was brought forw..."
ca,1,1,"review_cf23cef6abc9ec4df603da2a :: Took my grandkids 👩🏻‍🤝‍👨🏼👨🏽‍🤝‍👨🏾across country on a Nana trip from GA to CA & of course the Grand Canyon was on the list. I was not sure about the small craft flight, plane ✈️ they..."
caden,1,1,review_a2b3cf2d16dcbbae8fc45f56 :: This was an experience and way more than imagined!  Such an easy day because Westwind Tours took care of everything. Easy flights thanks to Caden and Carla and an amazing experienc...
caitlin,1,1,review_49b4a9e9bd170bed9acb1d15 :: I cannot say enough about how great our flight was. Bruce and Caitlin were very friendly and were very genuine about making sure we had a great flight.  My family of 4 were the onl...
cal,1,1,review_25de30b4c150d15aeccf936e :: We did the Nor Cal tour and it was terrific.Our pilot was knowledgeable and very personable. It was money well spent. I highly encourage this trip....
calculated,1,1,"review_4211bbc75b1f778f51732a82 :: I really enjoyed this helicopter ride over the Grand Canyon, although if you are placed in the middle of the back row, you will not have a good view. You do not know what seat, nor..."
calmer,1,1,"review_86bd6193f824d794bcf2deb5 :: When you pick an aerial solution to fly over Kauai, you have basically two choices - helicopters or fixed wing aircraft.

Air ventures represents the best solution on Kauai for the..."
camer,1,1,"review_6711a03e3c4ae4934b07f47e :: First of all, in prearranging this trip I was so happy with the friendliness of the staff. The day of our scheduled tour, May 30, 2012,  the weather turned a bit cloudy as it got c..."
campsite,1,1,review_7e1965ab9e7219480bcfc869 :: My cousin and I flew to a remote lake with K2’s Beaver on floats. The weather wasn’t great at our scheduled departure time so we delayed our trip. Jen was very friendly in making s...
canadian,1,1,review_1f4adfc589cda8b305c00cac :: Check in was easy and our pilot Josh was professional and made us feel safe and secure. He provided a lot of information as we flew over Kauai/Napali Coat. We were thrilled when we...
cancelation,1,1,review_5d55f7b83375cabee6088bf4 :: I am thinking of booking the tour with my family mid of Mar since I saw so many good reviews here. Today I tried to chat through messenger with someone on the other side. First two...
candidate,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
canion,1,1,"review_5ebee8c947f77798dcd441b7 :: Flying over Kawai is a BEAUTIFUL experience. Most of the island is impossible to see in any other way. You get a general view of the canion, the craters, the different beaches and ..."
cannont,1,1,"review_bf7c5b81a253c92cc2836de0 :: I cannont recommend this trip more highly.  The Grand Canyon was spectacular, but the Glen Canyon dam and Monument Valley was such a suprise.  Do the full trip, spend the money the..."
canoed,1,1,"review_ec5d7ec5d411b0ab737b11e1 :: This was a spectacular experience. We have seen the area from  every angle and every level.  We have Kayaked and canoed down the Green River, we have driven the 4 WD White Rim Road..."
