word,canonical_lemma,frequency_21215,chinese_translation,source_type,nrc_category,vader_score,target_experience_object,exact_vader_score,polarity_group
tough,tough,22,严苛倒霉的,Direct NRC Included (N=358),Sadness (悲伤),-0.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),-0.5,Negative (V < 0)
favourite,favourite,22,最喜爱的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
fearful,fearful,22,恐惧的 / 担心的,Direct NRC Included (N=358),Fear (恐惧),-2.2,3. Flight Riding & Aircraft Feeling (飞行体感与机型),-2.2,Negative (V < 0)
lasting,lasting,22,持久的 / 深刻的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
talented,talented,22,才华横溢精湛的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.3,Positive (V > 0)
skeptical,skeptical,22,怀疑的 / 存疑的,Direct NRC Included (N=358),Negative Polarity Only (仅负向),-1.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.3,Negative (V < 0)
calmed,calmed,22,心情平静安稳下来的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.6,Positive (V > 0)
shining,shining,22,璀璨夺目的,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
spoil,spoil,21,破坏 / 毁掉（好心情）,Direct NRC Included (N=358),Disgust (厌恶),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
unbeatable,unbeatable,21,无可比拟的 / 无敌的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
surprises,surprise,21,惊喜 / 意料之外,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.9,Positive (V > 0)
bummed,bummed,21,感到扫兴遗憾失落的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
refreshing,refreshing,21,令人神清气爽耳目一新的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
mild,mild,21,轻微适度的（颠簸/舒适）,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,3. Flight Riding & Aircraft Feeling (飞行体感与机型),0.0,Zero / Neutral (V = 0)
successful,successful,20,成功的 / 满意的,Direct NRC Included (N=358),Joy (喜悦),2.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.8,Positive (V > 0)
mood,mood,20,心情 / 情绪,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
spiritual,spiritual,20,精神神圣的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
cheerful,cheerful,20,欢快愉悦的,Direct NRC Included (N=358),Joy (喜悦),2.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.5,Positive (V > 0)
amusing,amusing,20,风趣风趣令人发笑的,Direct NRC Included (N=358),Joy (喜悦),1.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.6,Positive (V > 0)
astonishing,astonishing,20,令人惊叹的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
comfy,comfy,19,舒适惬意的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,3. Flight Riding & Aircraft Feeling (飞行体感与机型),0.0,Zero / Neutral (V = 0)
awestruck,awestruck,19,充满敬畏震撼的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
chilly,chilly,19,寒冷不适的,Direct NRC Included (N=358),Negative Polarity Only (仅负向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
exquisite,exquisite,19,精美的 / 绝妙的,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
touching,touching,19,令人动容流泪的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
suitable,suitable,19,合适的 / 满意的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
inspired,inspired,19,灵感大发 / 深受震撼的,Direct NRC Included (N=358),Joy (喜悦),2.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.2,Positive (V > 0)
handy,handy,18,实用的 / 贴心的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
haha,haha,18,哈哈（欢快情绪）,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.0,Positive (V > 0)
effective,effective,18,有效划算的,Direct NRC Included (N=358),Trust (信任),2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.1,Positive (V > 0)
astounding,astounding,18,令人无比震撼惊叹的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.8,Positive (V > 0)
charm,charm,18,顺畅 / 令人满意,Direct NRC Included (N=358),Positive Polarity Only (仅正向),1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.7,Positive (V > 0)
wondered,wonder,18,感到惊奇惊叹 (动词变体),Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
danger,danger,18,危险 / 威胁,Direct NRC Included (N=358),Fear (恐惧),-2.4,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.4,Negative (V < 0)
easiest,easiest,18,最省心的 / 最容易的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.8,Positive (V > 0)
chill,chill,18,惬意轻松的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
smart,smart,18,聪慧的 / 明智的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.7,Positive (V > 0)
secret,secret,18,秘境 / 私密独享感,Direct NRC Included (N=358),Trust (信任),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
honesty,honesty,18,真诚 / 诚信解说,Direct NRC Included (N=358),Trust (信任),2.2,"2. Pilot, Crew & Guide Service (飞行员与解说服务)",2.2,Positive (V > 0)
witty,witty,18,风趣幽默的,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
soothing,soothing,18,舒缓抚慰人心的,Direct NRC Included (N=358),Joy (喜悦),1.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.3,Positive (V > 0)
amazement,amazement,18,惊叹 / 惊奇,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.5,Positive (V > 0)
marvel,marvel,18,惊叹 / 奇迹,Direct NRC Included (N=358),Surprise (惊喜),1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.8,Positive (V > 0)
keen,keen,18,热情的 / 敏锐的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.5,Positive (V > 0)
hopes,hopes,17,期盼 / 希望,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.8,Positive (V > 0)
valuable,valuable,17,珍贵的 / 有价值的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),2.1,"4. Booking, Price & Value (行程预订与性价比)",2.1,Positive (V > 0)
energetic,energetic,17,精力充沛的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),1.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.9,Positive (V > 0)
discomfort,discomfort,17,身体/心理不适感,Direct NRC Included (N=358),Sadness (悲伤),-1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.8,Negative (V < 0)
cordial,cordial,17,热情亲切礼貌的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
overwhelmed,overwhelmed,17,被震撼/感动深深淹没的,Direct NRC Included (N=358),Sadness (悲伤),0.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.2,Positive (V > 0)
sensational,sensational,16,绝佳轰动震撼的,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
worthy,worthy,16,非常值的 / 值得的,Direct NRC Included (N=358),Trust (信任),1.9,"4. Booking, Price & Value (行程预订与性价比)",1.9,Positive (V > 0)
uncertain,uncertain,16,不确定的 / 顾虑的,Direct NRC Included (N=358),Fear (恐惧),-1.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.2,Negative (V < 0)
sudden,sudden,16,突然的 / 猝不及防的,Direct NRC Included (N=358),Surprise (惊喜),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
loving,loving,16,热爱的 / 充满了爱的,Direct NRC Included (N=358),Joy (喜悦),2.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.9,Positive (V > 0)
leery,leery,16,提防警惕 / 顾虑重重的,Direct NRC Included (N=358),Surprise (惊喜),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
claustrophobic,claustrophobic,16,感到幽闭恐惧压抑的,Direct NRC Included (N=358),Class 3 Low-Altitude Domain Lexicon (N=17),0.0,3. Flight Riding & Aircraft Feeling (飞行体感与机型),0.0,Zero / Neutral (V = 0)
insane,insane,16,疯狂震撼的 / 极端的,Direct NRC Included (N=358),Fear (恐惧),-1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.7,Negative (V < 0)
annoying,annoying,15,令人烦躁恼火的（Annoyance/Irritation Emotion）,Direct NRC Included (N=358),Anger (愤怒),-1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.7,Negative (V < 0)
bubbly,bubbly,15,活泼热情的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
awed,awed,15,感到为之肃然起敬震撼的,Direct NRC Included (N=358),Class 3 Low-Altitude Domain Lexicon (N=17),0.0,1. Aerial Scenery & Nature Views (高空自然景观),0.0,Zero / Neutral (V = 0)
awful,awful,15,极其糟糕的,Direct NRC Included (N=358),Fear (恐惧),-2.0,"4. Booking, Price & Value (行程预订与性价比)",-2.0,Negative (V < 0)
fuss,fuss,15,大惊小怪 / 争吵骚动,Direct NRC Included (N=358),Sadness (悲伤),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
immaculate,immaculate,15,完美无瑕洁净的,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
respectful,respectful,15,充满敬意的,Direct NRC Included (N=358),Trust (信任),2.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.0,Positive (V > 0)
unprofessional,unprofessional,15,不专业的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-2.3,"2. Pilot, Crew & Guide Service (飞行员与解说服务)",-2.3,Negative (V < 0)
warmth,warmth,15,温暖安心感,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.0,Positive (V > 0)
hilarious,hilarious,15,爆笑幽默搞笑的,Direct NRC Included (N=358),Joy (喜悦),1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.7,Positive (V > 0)
intrusive,intrusive,14,突兀扰人的 / 煞风景的,Direct NRC Included (N=358),Fear (恐惧),0.0,1. Aerial Scenery & Nature Views (高空自然景观),0.0,Zero / Neutral (V = 0)
authentic,authentic,14,地道的 / 真实无伪的,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
bothered,bothered,14,困扰的 / 烦心的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.3,Negative (V < 0)
frustrating,frustrating,14,令人挫败的 / 烦人的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.9,Negative (V < 0)
glowing,glowing,14,极度赞赏口碑极佳的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
trustworthy,trustworthy,14,值得信赖靠谱的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.6,"4. Booking, Price & Value (行程预订与性价比)",2.6,Positive (V > 0)
marvellous,marvellous,14,令人叹为观止的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
proud,proud,14,感到自豪骄傲的,Direct NRC Included (N=358),Joy (喜悦),2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.1,Positive (V > 0)
ruined,ruined,14,毁掉行程的 / 扫兴糟心的,Direct NRC Included (N=358),Fear (恐惧),-2.1,"4. Booking, Price & Value (行程预订与性价比)",-2.1,Negative (V < 0)
satisfaction,satisfaction,14,满意感,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.9,Positive (V > 0)
praise,praise,14,称赞 / 高度赞扬,Direct NRC Included (N=358),Joy (喜悦),2.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.6,Positive (V > 0)
apologetic,apologetic,13,诚恳抱歉致歉的,Direct NRC Included (N=358),Trust (信任),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
precious,precious,13,弥足珍贵的 memory,Direct NRC Included (N=358),Joy (喜悦),2.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.7,Positive (V > 0)
responsible,responsible,13,负责任的,Direct NRC Included (N=358),Trust (信任),1.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.3,Positive (V > 0)
safest,safest,13,最安全平稳的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.7,Positive (V > 0)
pleasurable,pleasurable,13,令人愉快的,Direct NRC Included (N=358),Joy (喜悦),2.4,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.4,Positive (V > 0)
uneasy,uneasy,13,心神不宁感到不安的,Direct NRC Included (N=358),Fear (恐惧),-1.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.6,Negative (V < 0)
worldly,worldly,13,超凡脱俗的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
tricky,tricky,13,棘手不安的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-0.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),-0.6,Negative (V < 0)
vibrant,vibrant,13,生机勃勃色彩斑斓的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.4,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.4,Positive (V > 0)
bored,bored,12,感到无聊厌烦的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.1,Negative (V < 0)
soaking,soaking,12,沉浸于（soaking in view）,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
stuffy,stuffy,12,闷热不适的（体感不适）,Direct NRC Included (N=358),Negative Polarity Only (仅负向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
superbly,superbly,12,出类拔萃完美地,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
wondrous,wondrous,12,惊叹奇妙的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
rewarding,rewarding,11,非常有成就感/物超所值的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.4,"4. Booking, Price & Value (行程预订与性价比)",2.4,Positive (V > 0)
admire,admire,11,钦佩赞赏,Direct NRC Included (N=358),Trust (信任),2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.1,Positive (V > 0)
cheesy,cheesy,11,俗气的 / 劣质的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
inviting,inviting,11,引人入胜令人愉悦的,Direct NRC Included (N=358),Joy (喜悦),1.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.3,Positive (V > 0)
mad,mad,11,发怒的 / 生气的,Direct NRC Included (N=358),Fear (恐惧),-2.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.2,Negative (V < 0)
nervousness,nervousness,11,紧张不安的情绪,Direct NRC Included (N=358),Fear (恐惧),-1.2,3. Flight Riding & Aircraft Feeling (飞行体感与机型),-1.2,Negative (V < 0)
slick,slick,11,熟练专业/光滑的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
sketchy,sketchy,11,令人不安可疑的,Direct NRC Included (N=358),Negative Polarity Only (仅负向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
superlative,superlative,11,顶级极致赞赏的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
surprising,surprising,11,令人出乎意料惊喜的,Direct NRC Included (N=358),Surprise (惊喜),1.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.1,Positive (V > 0)
trepidation,trepidation,11,惊恐战栗 / 不安,Direct NRC Included (N=358),Fear (恐惧),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
wary,wary,11,警惕顾虑的,Direct NRC Included (N=358),Fear (恐惧),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
satisfying,satisfying,11,令人称心满意的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.0,Positive (V > 0)
jealous,jealous,10,令人羡慕嫉妒的,Direct NRC Included (N=358),Disgust (厌恶),-2.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.0,Negative (V < 0)
badly,badly,10,严重地 / 糟糕地,Direct NRC Included (N=358),Sadness (悲伤),-2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.1,Negative (V < 0)
conscientious,conscientious,10,认真负责的,Direct NRC Included (N=358),Trust (信任),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
ecstatic,ecstatic,10,狂喜的 / 极度兴奋的,Direct NRC Included (N=358),Joy (喜悦),2.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.3,Positive (V > 0)
emotional,emotional,10,情感上的 / 动情的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.6,Positive (V > 0)
friendlier,friendlier,10,更加亲切友好的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.0,Positive (V > 0)
improvement,improvement,10,体验改善 / 提升,Direct NRC Included (N=358),Joy (喜悦),2.0,3. Flight Riding & Aircraft Feeling (飞行体感与机型),2.0,Positive (V > 0)
improving,improving,10,不断改善令人满意的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.8,Positive (V > 0)
wonderfull,wonderful,10,令人惊叹绝妙的 (错别字变体),Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.7,Positive (V > 0)
raving,raving,10,赞不绝口极力推荐的,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
stability,stability,10,平稳安心感,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
stunned,stunned,10,感到目瞪口呆震撼的,Direct NRC Included (N=358),Fear (恐惧),-0.4,5. Overall Tourism Experience Appraisal (总体观光体验评价),-0.4,Negative (V < 0)
stunningly,stunningly,10,令人震撼地,Direct NRC Included (N=358),Class 3 Low-Altitude Domain Lexicon (N=17),0.0,1. Aerial Scenery & Nature Views (高空自然景观),0.0,Zero / Neutral (V = 0)
unfortunate,unfortunate,10,不幸遗憾的,Direct NRC Included (N=358),Sadness (悲伤),-2.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.0,Negative (V < 0)
mesmerized,mesmerized,10,被深深吸引迷住的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
quaint,quaint,10,古朴宜人的,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
effortless,effortless,9,轻松平稳的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
compliment,compliment,9,赞美 / 赞赏评价,Direct NRC Included (N=358),Joy (喜悦),2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.1,Positive (V > 0)
automatically,automatically,9,自动地 / 自然而然,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
awkward,awkward,9,尴尬的 / 别扭的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-0.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),-0.6,Negative (V < 0)
bummer,bummer,9,令人扫兴扫兴的事,Direct NRC Included (N=358),Disgust (厌恶),-1.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.6,Negative (V < 0)
cheerfully,cheerfully,9,欢快愉悦地,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.1,Positive (V > 0)
claustrophobia,claustrophobia,9,幽闭恐惧症（密闭机舱焦虑）,Direct NRC Included (N=358),Class 3 Low-Altitude Domain Lexicon (N=17),0.0,3. Flight Riding & Aircraft Feeling (飞行体感与机型),0.0,Zero / Neutral (V = 0)
miserable,miserable,9,极度痛苦糟糕的,Direct NRC Included (N=358),Sadness (悲伤),-2.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.2,Negative (V < 0)
hassles,hassles,9,烦心事 / 摩擦,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
stuffed,stuffed,9,塞满的 / 憋闷不适的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
susceptible,susceptible,9,易受影响脆弱的,Direct NRC Included (N=358),Negative Polarity Only (仅负向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
terribly,terribly,9,极度负面地 / 抱歉,Direct NRC Included (N=358),Sadness (悲伤),-2.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.6,Negative (V < 0)
unspoiled,unspoiled,9,未经破坏原始纯粹的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
exhausted,exhausted,8,精疲力竭极为疲惫的,Direct NRC Included (N=358),Sadness (悲伤),-1.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.5,Negative (V < 0)
frightened,frightened,8,感到受惊吓害怕的,Direct NRC Included (N=358),Fear (恐惧),-1.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.9,Negative (V < 0)
exhilaration,exhilaration,8,极度兴奋快感,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
grace,grace,8,优雅 / 良好风度,Direct NRC Included (N=358),Positive Polarity Only (仅正向),1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.8,Positive (V > 0)
dissapointed,disappointed,8,感到失望的（错别字变体）,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-2.1,"4. Booking, Price & Value (行程预订与性价比)",-2.1,Negative (V < 0)
cherished,cherish,8,珍视铭记的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.3,Positive (V > 0)
frustration,frustration,8,挫败感 / 烦恼,Direct NRC Included (N=358),Anger (愤怒),-2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.1,Negative (V < 0)
annoyed,annoyed,8,感到烦恼的 / 恼火的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.6,Negative (V < 0)
nerve,nerve,8,紧张神经,Direct NRC Included (N=358),Positive Polarity Only (仅正向),0.0,3. Flight Riding & Aircraft Feeling (飞行体感与机型),0.0,Zero / Neutral (V = 0)
shocked,shocked,8,感到震惊惊吓的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.3,Negative (V < 0)
spoiled,spoiled,8,好心情被破坏毁掉的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
