word,canonical_lemma,chinese_translation,emotion_category,frequency_21215,review_count_21215,example_context,in_nrc,in_vader
exquisite,exquisite,精美的 / 绝妙的,Unclassified,19,19,review_9f7a1f060b3104285a7c3fc3 :: This trip was the highlight of my Alaska vacation!!  The pilot was was first class (take off and landing on the glacier was seamless).  The scenery of the mountains and glaciers wa...,True,False
suitable,suitable,合适的 / 满意的,Unclassified,19,19,"review_0c5768e5dfbef01cdc86a1ba :: Flyn from Fra to Seattle on 25.08.24. Flight was in Premium Eco. Flight was on time, plane top clean, space also suitable for very tall people. The service was very good. All in al...",True,False
inspired,inspired,灵感大发 / 深受震撼的,Unclassified,19,19,"review_64c85a47e768780264992f7b :: I have traveled much of the world, and the experience of flying past Denali and the other peaks, then landing on the glacier is one of the top five I have had in my life.  The ""lai...",True,True
touching,touching,令人动容流泪的,Unclassified,19,19,"review_2b40b4841c3dee7f27beb279 :: To see the waterfalls, the green and lush Forrest’s, the breaking waves up close from a birds eyes view, flying along Maui’s coast, touching down in Hana, circling back over the Re...",False,False
comfy,comfy,舒适惬意的,Unclassified,19,18,review_a8f6169950323e157fbeda38 :: This was an awesome experience! Eric was knowledgeable of the island and attentive to our comfort level. The views were spectacular. I would definitely recommend an airplane ride o...,False,False
chilly,chilly,寒冷不适的,Unclassified,19,19,"review_aa1ae3139fbb554b26ec2c15 :: This trip was totally worth it. Everyone at Westwinds was friendly. The narrated flight was informative. The scenery was beautiful. The convenience from Phoenix was awesome. 

The ...",True,False
awestruck,awestruck,充满敬畏震撼的,Unclassified,19,19,review_895e1b6c929f771bf3f87e8e :: This is my second time to be here. I did not fly this time but have in the past.  Two of our group flew and was awestruck by the beauty of Denali.  It was a great experience for th...,False,False
handy,handy,实用的 / 贴心的,Unclassified,18,17,review_e55f985b9a9c0b8f6f16b85a :: Really great flight with views of humpback one way and mountains the other. Ex navy pilot so in good hands. The bear watching was a short 10 min walk through the rain forest with M...,True,False
wondered,wonder,感到惊奇惊叹 (动词变体),Amazement / Wonder,18,18,review_631dfa6d2d3f80afa0e388e5 :: The experience was the most amazing time we have had traveling.very organized in what they do. The pilot was very personable . The flight was on a perfect day . We were told it was...,False,False
witty,witty,风趣幽默的,Unclassified,18,18,"review_eed423882003ad43d2971776 :: A visit to Alaska would be incomplete without this seaplane Ride. 75 minutes of Bliss. Breathtaking scenarios, mountains, lakes, sea, landing on water. The pilot keeps us enlighten...",True,False
soothing,soothing,舒缓抚慰人心的,Unclassified,18,18,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...,True,True
secret,secret,秘境 / 私密独享感,Unclassified,18,18,"review_031036402b8d1feadd5fe9b6 :: If Maui has a secret tourist menu, Maui plane rides would be on it!

This was easily the highlight of our honeymoon trip. 

We flew from Maui to Hilo with a tour over the crater. 
...",True,False
marvel,marvel,惊叹 / 奇迹,Amazement / Awe,18,17,review_f6caee5941db1facc69fae40 :: After cruising up from Seattle on  the Emerald Princess we didn't think that it could get any better. Our pilot Chuck took us all along Misty Fjords and we saw nature at it's best....,True,True
keen,keen,热情的 / 敏锐的,Unclassified,18,18,review_60473c0e40448c0f8b0b19ae :: We stayed in Best Western at Tusayan and headed out early for our 45 min trip. Stopped at first Helicopter place we saw. Went inside and it was chaos. Luckily it was the wrong plac...,False,True
honesty,honesty,真诚 / 诚信解说,Unclassified,18,18,"review_89e5de5165fe9b07fc56567b :: The same group of us went on another Alaskan fly in hunt in 2015. We posted the review in August 2014 titled ""Top Notch Service"". If I could figure out how to remove the review fro...",True,True
smart,smart,聪慧的 / 明智的,Unclassified,18,18,review_3ba1137cb1b4e9207840a231 :: We found a really nice fishing experiance in Talkeetna.Starting with Molly the office manager to the pilots and guides. All were friendly and accomodating. Yes we did catch many fi...,False,True
haha,haha,哈哈（欢快情绪）,Unclassified,18,18,review_9a2b5565899f58a48d116d2f :: The whole experience was amazing. Get on the tarmac and up in the sky within ten minutes. Fly past beautiful sheer cliffs with waterfalls looking into valleys. Soar over Molokai. P...,False,True
easiest,easiest,最省心的 / 最容易的,Unclassified,18,18,"review_a06da3e67eb4c410ae017b3a :: We have a cabin in the Roche Harbor area and have been going up multiple times a year.  During those years we have used every means of transport to get back and forth, boats, ferri...",False,True
danger,danger,危险 / 威胁,Unclassified,18,15,review_53b0a5ffb78591e0ab138207 :: We visited Ketchikan and did the seaplane excursion with Taquan Air Tours only about a month after a couple of highly publicized accidents involving the company in the summer of 20...,True,True
amazement,amazement,惊叹 / 惊奇,Unclassified,18,18,"review_101f174eb4cfd0a4e16a1f3a :: Fabulous would be a one-word description. As a resident of this area I have explored much of the wonders that exist here and am always amazed, but nothing I have done compared to t...",False,True
chill,chill,惬意轻松的,Unclassified,18,18,review_c644dffed055c9ffed05da8e :: A friend and I took the Canyonlands and Arches tour and it was so worth it! We got amazing views and fabulous information about the area - both current and historical. The scenery ...,False,False
charm,charm,顺畅 / 令人满意,Unclassified,18,17,review_fea58727faaa3a0887fe14ea :: We had a very short time to explore the Grand Canyon. We decided to take the early flight and were completely satisfied in every respect. Of course the views were absolutely magnif...,True,True
astounding,astounding,令人无比震撼惊叹的,Unclassified,18,18,"review_2d970adeab08f42c221055fa :: ""Awesome"" is an overused word, but this trip did inspire awe. Our sunset flight around Maui was worth every penny. Eric, our pilot, was very careful and very deliberate, even in th...",False,True
effective,effective,有效划算的,Unclassified,18,18,"review_76c55e39b0773f8b61bae4b5 :: We are frequent visitors to Maui and decided to do an aerial tour of the island on this trip.  After researching the various options, helicopter vs fixed wing, we decided to book w...",True,True
hopes,hopes,期盼 / 希望,Unclassified,17,17,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ...",False,True
overwhelmed,overwhelmed,被震撼/感动深深淹没的,Unclassified,17,17,"review_6ff2bf585c38d285c4cfa6ac :: Always be overwhelmed and Thankful for people who made it possible for you all as a travel agency also being specific.
Have about a couple of days rest with Vegetable and Chicken M...",True,True
valuable,valuable,珍贵的 / 有价值的,Unclassified,17,17,"review_78bf3660eb23b17b8c5167ba :: Amazing!! Very safe, friendly, & kiddos (age 10 & 9) had a blast. Eric was so personable, and patient. Taught the kids some valuable life lessons.  Our daughter even got to fly! Th...",True,True
energetic,energetic,精力充沛的,Unclassified,17,17,review_3e7f70010a8da5af58fbdbc6 :: We had a great trip over to San Juan Island! Our pilot was young energetic! From the time we took off and landed was a great experience! I definitely will use this company again...,True,True
discomfort,discomfort,身体/心理不适感,Unclassified,17,17,"review_d54044a5fa913836c42badc4 :: We were picked up by bus from our ship and driven to our destination. Our driver was also a tour guide along the way. After some brief instructions, we boarded the sea plane with 4...",True,True
cordial,cordial,热情亲切礼貌的,Unclassified,17,17,"review_2ab84d4e54ab89b0a6438d07 :: It was absolutelybperfect. The pilot was very informative and cordial.
The views were amazing. I would highly recommend Harbor Island flights....",False,False
claustrophobic,claustrophobic,感到幽闭恐惧压抑的,Unclassified,16,16,"review_59c78627992f906fe1ccc656 :: What a fantastic ride with Riley. 
I am afraid of heights, get motion sickness and claustrophobic.
So why do it? My granddaughter said I need to face my fears.
I am SO glad I did.
...",False,False
insane,insane,疯狂震撼的 / 极端的,Unclassified,16,16,"review_f3c97b61a8daa1ce25a8dc32 :: This experience was totally insane, once in a lifetime.  The K2 staff was so friendly and enthusiastic, and we don't have enough good things to say about our pilot, Doug.  He was e...",True,True
leery,leery,提防警惕 / 顾虑重重的,Unclassified,16,16,review_0b686f86aff924122f4f81be :: Not enough stars to rate our experience!! Went to Alaska on a limited budget so was very leery about what I spent my money on. Came back with an experience we will never forget!! D...,True,False
loving,loving,热爱的 / 充满了爱的,Love / Affection,16,16,review_508885b267bf10eae6772ac6 :: Our family flew with Friday Harbor Seaplanes from Renton/Seattle to and from San Juan Island. The planes are beautifully maintained and the pilots we had were top notch.  This was ...,True,True
sensational,sensational,绝佳轰动震撼的,Unclassified,16,15,"review_69b44dac34b50350cfb373aa :: Steve, our pilot was sensational.   We were greeted by name, promptness, and courtesy.  They took our bags and explained the flight procedure.   Steve pointed out areas of interest...",True,False
sudden,sudden,突然的 / 猝不及防的,Unclassified,16,15,review_8c0db0bdb59e4fa806fefc4d :: We had a great time on our flight over the Grand Canyon. The sightseeing was terrific. The pilot took us down low just before we entered the canyon and it looked like we were going...,True,False
uncertain,uncertain,不确定的 / 顾虑的,Unclassified,16,16,review_4054c024c17b512d4bdf9063 :: On two other trips to Alaska I have booked with K2 and had the flights cancelled due to weather.  Please note that this was no problem for me.  They are not going to fly if it is u...,True,True
worthy,worthy,非常值的 / 值得的,Unclassified,16,16,review_7de9116457ea228570968399 :: Laura was an excellent pilot! My husband was very excited being a co pilot! I so recommend this activity! Super worthy ❤️...,True,True
hilarious,hilarious,爆笑幽默搞笑的,Unclassified,15,15,"review_3b988ac9aff776f3e5253666 :: Best plane ride ever, Eric is hilarious and the views are great. Wonderful pilot with lots of local information....",True,True
warmth,warmth,温暖安心感,Warmth / Comfort,15,15,review_7e1b6930c9a1cc73feb943b6 :: We traveled back to Seattle from Friday Harbor with Jake and it was such a wonderful experience.  Not just technical flying brilliance but also the local information and warmth he ...,False,True
unprofessional,unprofessional,不专业的,Unclassified,15,11,"review_bab7f7cc358ec4ceac7b8c73 :: We got food poisoning the day before the scheduled flight. We sent them the email and call to ask them to refund back, since we are in such a condition. They didnt answer at all, t...",False,True
respectful,respectful,充满敬意的,Unclassified,15,15,"review_ae46e39f1b175714cb75baa9 :: Very beautiful and nice view, we had very excellent flying time , the driver was very respectful kind , it made me feel comfortable , definitely will invite more friends for the to...",True,True
immaculate,immaculate,完美无瑕洁净的,Unclassified,15,15,"review_9e2eeecffb6e74720d2860cd :: We happened by this on the way to Talkeetna and pulled in. Due to the immaculate condition of the facilities and grounds, we decided on the spot to book a half hour wildlife viewin...",True,False
annoying,annoying,令人烦躁恼火的（Annoyance/Irritation Emotion）,Unclassified,15,15,"review_18e608403c49b24b1b1be5a7 :: Since posting my original review a few weeks ago, Maui Plane Rides reached out to see if there was anything they could do to improve my 3-star experience. I appreciate the follow-u...",True,True
fuss,fuss,大惊小怪 / 争吵骚动,Unclassified,15,15,"review_b241dd3384839bc487012204 :: Loved the flight ... the plane came in to Friday Harbor a bit late (about 10 minutes), and for those of us used to constant updates on delayed flights on the regularly scheduled ma...",True,False
awful,awful,极其糟糕的,Unclassified,15,14,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ...",True,True
awed,awed,感到为之肃然起敬震撼的,Awe,15,15,"review_1b819daf4d0547770ecbf098 :: Had an awesome time flying above Maui, Molokai, Molokini and Lanai. Eric was super informative and helpful in explaining what we saw, pointing the plane to provide the best view an...",False,False
bubbly,bubbly,活泼热情的,Unclassified,15,15,review_3a53d5847c12a4a59f03c46f :: We had an amazing experience! And the views were spectacular! The owner was very attentive and accommodating we arrived earlier than our departure time and he greeted us with bubbl...,False,False
praise,praise,称赞 / 高度赞扬,Unclassified,14,14,"review_e8fa0468f76cbb41cb9681a5 :: I can’t praise this flight enough with Maverick. Well organised, easy to find location at the Grand Canyon airport, and professional pilot. To view the canyon in this way was truly...",True,True
trustworthy,trustworthy,值得信赖靠谱的,Unclassified,14,14,"review_d579c7ce2ec144775d909031 :: My family and I booked a package tour with Friday Harbor Seaplanes and Western Prince Explorer Whale Watching. We all had a great and comfortable time on the flight, which felt saf...",False,True
satisfaction,satisfaction,满意感,Satisfaction,14,14,"review_21f66e9f420ee90433671941 :: Fortunately, we went on a perfect day -- clear skies, moderate wind. K2 is exceptionally well run. We were picked up at our hotel by K2 and the flight was well organized and perfec...",False,True
ruined,ruined,毁掉行程的 / 扫兴糟心的,Unclassified,14,14,review_b663b185089984f92724578d :: I had a confirmed booked through Alaska Shore Tours for the Neets Bay Floatplane bear watch tour. At the time I was not aware that Alaska Shore Tours had subcontracted the tour to ...,True,True
proud,proud,感到自豪骄傲的,Pride,14,14,review_b98c074154fb4a098f4efee3 :: Amazing views of the entire island! My kids and I enjoyed every second of it. Watching my son get a turn to fly was a top life experience. So happy and proud to have done this with...,True,True
marvellous,marvellous,令人叹为观止的,Amazement / Awe,14,13,review_d96bd0a70b3b2506244d6260 :: This is Marvellous trip…it was a fun ride with amazing views …we did it in May 2022 and it give different perspective of the island....,False,False
intrusive,intrusive,突兀扰人的 / 煞风景的,Unclassified,14,14,review_9b671a4a18576bc5f6646fe5 :: This aerial tour of the Ketchikan area and surrounding fjords was outstanding.  The flight contained pre-recorded audio that was informative but not intrusive.  We observed mountai...,True,False
glowing,glowing,极度赞赏口碑极佳的,Unclassified,14,14,review_5115b1af2617860724d7db16 :: We did the Misty Fjords floatplane trip as part of a Princess cruise option package and it came with glowing recommendations. Conditions very wet with low cloud and storms but we d...,True,False
frustrating,frustrating,令人挫败的 / 烦人的,Unclassified,14,13,"review_f1e5a291eae3dccb9e736a5f :: I could not recommend taking a K2 flying tour more. It was the highlight of our trip to Alaska and one of the most unforgettable experiences I've ever had. 

K2 watched the weather...",False,True
bothered,bothered,困扰的 / 烦心的,Unclassified,14,14,review_13cfc297d5624649db5bc70e :: If you come to Alaska for vacation or even if you live here don't miss a flightseeing tour of Denali. It gives you an entirely different perspective on how unique and amazingly hug...,False,True
authentic,authentic,地道的 / 真实无伪的,Unclassified,14,14,review_3905519a1dd7aacea307ddb2 :: My family and I decided to take the longer Denali Flightseeing tour after many phone calls with Alaska Bush Floatplane's office staff. I spoke to both Molly and Nancy on different ...,True,False
tricky,tricky,棘手不安的,Unclassified,13,12,review_57b32ee169e8616c51b67381 :: This was absolutely amazing. Highly recommend. Our pilot and copilot were really fun/funny. The sights were incredible and they made sure to get us the best views since the weather...,False,True
worldly,worldly,超凡脱俗的,Unclassified,13,13,"review_06fe930fc752a207b547256e :: Holy COW!!  An experience that will leave you in constant wonder!  Other worldly, and awe inspiring. Landing on the glacier was truly incredible!  The views are something you’ll ne...",False,False
vibrant,vibrant,生机勃勃色彩斑斓的,Unclassified,13,13,"review_fd864c9ebaaabae89c811cd9 :: Our guide was amazing! We were able to see whales, learn a few facts about the volcano and Valley . The colors this time of year were extremely vibrant and would recommend to any c...",False,True
uneasy,uneasy,心神不宁感到不安的,Unclassified,13,13,review_f06a0bf63ccec9ccaa225eb1 :: Had a spectacular flight with Eric a day after we got married. He made sure to make it extra special for us. We felt a little uneasy about being in a small plane (partly because wi...,True,True
precious,precious,弥足珍贵的 memory,Unclassified,13,12,review_2617675e32c2ff64c2d1776f :: We only had two precious days to spend in Talkeetna and when we left Anchorage to drive up it was totally cloudy and raining. It proceeded to rain for the next 30 hours so we were ...,True,True
safest,safest,最安全平稳的,Unclassified,13,13,"review_660925709b87d39fb41ac888 :: There are not many words that can actually describe this experience. It's one of those things that makes traveling so far, all worth it! Firstly, I have to say that our original to...",False,True
responsible,responsible,负责任的,Unclassified,13,13,review_380d0bf92560e2ddee92a284 :: The company is highly responsible and safe. Clean and neat flights. I loved the experience to be my first seaplane and sky tour of Seattle and the ocean towards Friday Harbor....,True,True
pleasurable,pleasurable,令人愉快的,Unclassified,13,13,"review_62973558ebb173e071202d4b :: For the last two years, my dog and I (along with friends and family) have flown both regular scheduled flights and  chartered flights from Renton to/from Gulf Islands, Desolation S...",True,True
apologetic,apologetic,诚恳抱歉致歉的,Unclassified,13,13,review_424fbb9d6e421999c5c274a3 :: We were initially scheduled for the longer flight with a glacier landing. Weather did not cooperate. When we arrived the staff was very apologetic and switched us to shorter flight...,True,False
bored,bored,感到无聊厌烦的,Boredom,12,12,"review_89c3891c39b10492ae13756e :: Excellent!  Well done tour.  Went on the Ultimate Adventure and one of the best experiences ever.  Never felt pressured or rushed and yet, never waited or was bored.  Ran like a we...",False,True
soaking,soaking,沉浸于（soaking in view）,Unclassified,12,12,"review_396ecb644eb09a1ed120d1b3 :: Absolute amazing, circle island tour was so incredible. My photo library is full of incredible photos and I spent most of the trip just soaking everything in....",False,False
stuffy,stuffy,闷热不适的（体感不适）,Unclassified,12,12,"review_9a34e794ea1f9d86dc7a645e :: We took a flight over Misty Fjords as a cruise ship excursion.  The scenery is incredibly beautiful. Our pilot was great, and his commentary over the headphones was very informativ...",True,False
superbly,superbly,出类拔萃完美地,Unclassified,12,12,"review_6993a2ad99a052b4ec824bb3 :: Great welcome in a superbly maintained office area. From the moment you come in to the landing you feel that safety is taken to  the upmost level. 

Everyone and every belonging ar...",False,False
wondrous,wondrous,惊叹奇妙的,Unclassified,12,12,"review_101f174eb4cfd0a4e16a1f3a :: Fabulous would be a one-word description. As a resident of this area I have explored much of the wonders that exist here and am always amazed, but nothing I have done compared to t...",True,False
satisfying,satisfying,令人称心满意的,Unclassified,11,11,"review_14b7795a7ee7f65e7cbb2b5b :: The business was easy to find. The directions were clear and precise. Eric, the pilot, was friendly and on-time. We were given a detailed safety lesson, and a life preserver per FA...",False,True
wary,wary,警惕顾虑的,Unclassified,11,11,"review_d0e9a48cf416c4341761223b :: I have to admit, I was more than a little wary of getting into a helicopter and flying over the Grand Canyon!  I made the mistake of googling previous accidents! However, we awoke ...",True,False
trepidation,trepidation,惊恐战栗 / 不安,Unclassified,11,10,review_b23941f57eba482fc0380ef3 :: We did the glacier landing tour and some of the Denali Range. We had an exceptional day to fly and the landscape was breathtaking. We did a bus tour the previous day and it was won...,True,False
surprising,surprising,令人出乎意料惊喜的,Surprise,11,11,review_d4243939be6899e9d7a60546 :: My spouse and I enjoyed a fantastic experience flying in a small plane and landing on Ruth glacier. Both takeoff and landing were surprising smooth. Our pilot made sure both sides ...,True,True
superlative,superlative,顶级极致赞赏的,Unclassified,11,11,"review_c99f5ef9ee2e3e43e005ff7a :: AMAZING!!!  The entire experience, from booking to take off was superlative!  WestWind really knows what they are doing, they know how to take care of people.  Cannot recommend eno...",False,False
sketchy,sketchy,令人不安可疑的,Unclassified,11,11,"review_b0700a8634bacd88521c7b35 :: We had sketchy weather but it ended up clearing up..thankfully! Very smooth ride, beautiful views, very informative pilot. We have some great pics of us standing out on the pontoon...",True,False
slick,slick,熟练专业/光滑的,Unclassified,11,11,"review_64c4071e89e9ea3813750482 :: This is a stunning way to see Grand Canyon.  Our 45 minute flight went too quickly and we appreciated the way our Pilot (Alex), put us at ease and guided us through the trip, with ...",False,False
rewarding,rewarding,非常有成就感/物超所值的,Unclassified,11,11,"review_7ca003e4cd5979555b9afcfc :: This helicopter trip around the island exceeded my expectations and was definitely an unforgettable journey! From beginning to end, every detail is very careful, so that you feel t...",False,True
nervousness,nervousness,紧张不安的情绪,Unclassified,11,11,"review_8b5d0e6ee66a727341e87a76 :: Despite a fear of heights and, therefore, a degree of pre flight nervousness this was an experience I would not have missed for the world. A sunny, clear day, magnificent scenery a...",True,True
mad,mad,发怒的 / 生气的,Unclassified,11,11,"review_1c13e4501d06adc6e82c7474 :: We visited the misty fjords today while on an Alaskan cruise.  We had a beautiful sunny day today.  We did the float plane tour this morning.

I really enjoyed the tour but I would...",True,True
inviting,inviting,引人入胜令人愉悦的,Unclassified,11,11,review_39496617c0521efe63e69b0a :: Our trip was a blast! The Pilot was knowledgeable about the area and made the whole experience fun! The flight was smooth and the scenes were beautiful! The office gals were friend...,True,True
cheesy,cheesy,俗气的 / 劣质的,Unclassified,11,11,"review_04494bd45c6b9ff4f0e3e57f :: On 7/25/2023 we took the Misty Fjords flight seeing tour.   There were a total of 8 passengers on a well maintained DHC-3.  

The best I can say is that Taquan Air completely maile...",False,False
admire,admire,钦佩赞赏,Admiration,11,11,"review_6989175ac442dc3629b433f9 :: We booked very last minute through our cruise ship (Norwegian) because we hadn't really planned anything for Ketchikan and boy are we glad we did! 
In reading the reviews I see a l...",True,True
mesmerized,mesmerized,被深深吸引迷住的,Fascination / Awe,10,10,"review_f9cdb9eca2ee3cc58a058227 :: Even on an overcast day, the views were stunning. My hubby said I couldn't stop smiling. I was mesmerized. My first helicopter ride and it was fantastic. Pilot Shawn was just infor...",False,False
unfortunate,unfortunate,不幸遗憾的,Unclassified,10,10,review_2314eff01c8d91698d1ba747 :: My girlfriend and I wanted to do something unique and memorable on our Maui vacation. This was it. We really wanted to see the Molokai sea cliffs and the unfortunate landslide on t...,True,True
stunningly,stunningly,令人震撼地,Unclassified,10,10,review_e8030f9d850853054630dceb :: I literally cried a little - it was so awesome and breathtaking! Landing on the glacier (though I have been on many) was thrilling and stunningly beautiful - don't miss it. Stan wa...,False,False
stunned,stunned,感到目瞪口呆震撼的,Surprise / Amazement,10,9,"review_abb78201714fed1e189fb212 :: After several days of rain, we were driving into Talkeetna to take the Hurricane Turn train, but as we topped the hill leading down into town, we were stunned to see clear skies ov...",True,True
stability,stability,平稳安心感,Unclassified,10,10,"review_2b6664194c28ab702124dcef :: The K2 Glacier landing tour was awesome flying to Denali. Even though we had an overcast day, the sun frequently peeked out between the clouds and presented us with great photos. I...",False,False
raving,raving,赞不绝口极力推荐的,Unclassified,10,10,"review_b1e05db05a5eb7c9b73d9dba :: Eric was so accommodating, he met up with us very last minute as we were heading back to Kaanapali from watching the sunrise at Haleakala. At first we wanted to do a helicopter tou...",True,False
quaint,quaint,古朴宜人的,Unclassified,10,10,review_6b17f5b0218c6e596e18af08 :: Took a noon flight to Friday harbor. Great flight great views!!  Smooth ride.  Friday harbor was lovely.  Quaint shops and restaurants. Took an afternoon flight back.  Also great f...,True,False
wonderfull,wonderful,令人惊叹绝妙的 (错别字变体),Joy / Wonder,10,10,review_7baf052c3762a628a245253c :: Wonderfull experience with Kevin our pilot who answerd allll our questions! Uniques views firts flight for me. Will remerber for sure. Felt very safe!...,False,False
jealous,jealous,令人羡慕嫉妒的,Unclassified,10,9,review_21f52836b887ea5e81a636ac :: Everyone that does the open door helicopter tour will tell you to DO IT. I am telling you try something different and do the BIPLANE. It was fantastic. The tour lasted longer than ...,True,True
improving,improving,不断改善令人满意的,Unclassified,10,10,review_44da0895a8ce427167ab5d1a :: An amazing experience to see Mt. Denali from just five miles away ! We originally booked the Grand Denali tour at 10.30am but the snow conditions were not suitable for a glacier la...,True,True
improvement,improvement,体验改善 / 提升,Unclassified,10,10,"review_446d0be36a207bc3ab9ada7c :: The cancellation of the tour aside, the conduct of the company was troubling and needs improvement. They lack customer service....",True,True
friendlier,friendlier,更加亲切友好的,Unclassified,10,10,"review_baacfd2401e7b5dc89583a66 :: I was a little apprehensive about flying in a small float plane. I'm so glad that I did, because it was one of the most incredible experiences I've ever had!! My group of six were ...",False,True
emotional,emotional,情感上的 / 动情的,Unclassified,10,10,"review_376acad2384794748501485f :: I enjoyed that Jason was a very relaxed and informative pilot.  We flew over the Talkeetna Mountains, the town of Talkeetna, and over Denali National Park and he provided informati...",False,True
ecstatic,ecstatic,狂喜的 / 极度兴奋的,Unclassified,10,10,"review_6dd0b031f85e9729b1e9f559 :: Ive been wanting to take a flight lesson forever... my wife got me a lesson with eric for my birthday and im so glad she did! 
Aside from the ecstatic experience of flying above th...",True,True
conscientious,conscientious,认真负责的,Unclassified,10,10,"review_9008f66337020b1c7b4dccde :: My husband and I are both pilots. My original idea was to get checked out, rent a plane, and fly ourselves. Crazily, we bumped into Eric in Kihei near the beach on our first night ...",True,False
badly,badly,严重地 / 糟糕地,Unclassified,10,9,"review_f0339e7be775276f33b615ca :: Our flight was postponed due to iffy weather but better to be safe than sorry and as it turned out the following morning was GORGEOUS for flying.  

Our pilot had four decades of e...",True,True
unspoiled,unspoiled,未经破坏原始纯粹的,Unclassified,9,9,"review_5d3ecac0e55f148c0b4ac5f0 :: This was a great flight to Misty Fjords National Monument with Trevor Smith, our knowledgable and professional pilot. He obviously loves flying and especially his DeHavilland Beave...",False,False
terribly,terribly,极度负面地 / 抱歉,Unclassified,9,9,"review_8f9c482fa812af808578f428 :: Such a fun and easy ride. For somebody who’s not terribly fond of high places I found this relaxing, gorgeous and just really really fun.  No stress at all. From check in to the do...",True,True
susceptible,susceptible,易受影响脆弱的,Unclassified,9,9,review_a71a7d1d537c10e23e936974 :: We thoroughly enjoyed our scenic flight with Wings over Kauai and we were lucky enough to have Bruce as our very informative and personable pilot! We picked the 9am flight and were...,True,False
stuffed,stuffed,塞满的 / 憋闷不适的,Unclassified,9,9,"review_5017f29c4699cdf6edac026c :: If you had one day in Alaska and had to pick one thing to do, flying with K2 Aviation to Denali National Park for a 3 hour hike (guided by Alaska Alpine Adventures) surrounded by g...",False,False
miserable,miserable,极度痛苦糟糕的,Unclassified,9,8,review_ba62bcb12cd2511fe9b89237 :: Our party of 4 ended up in Talkeetna on a cloudy day in the winter. I was bummed that we wouldn't see McKinley. Garret was willing to work with us on the hourly rate to get us up i...,True,True
hassles,hassles,烦心事 / 摩擦,Unclassified,9,9,"review_e1b1a89e3c4bed96938773d0 :: Our family booked the 30 minute seaplane adventure as part of our cruisetour.  Due to rainy weather, we were not able to take the tour but I wanted to acknowledge the wonderful cus...",False,False
effortless,effortless,轻松平稳的,Unclassified,9,9,review_74583e2676252038a02e2224 :: We were on our boat near River's Inlet and headed South to collect my brother and nephew who we were flying in for my nephew's 16th birthday present.  He had never been on a float ...,False,False
compliment,compliment,赞美 / 赞赏评价,Unclassified,9,9,"review_27054e706b6164a5b18f9d8a :: The K2 Glacier Landing Flight on May 16 was easily the highlight of our Alaska vacation. I cannot compliment our wonderful pilot Chip enough for the great flight, explanations, poi...",True,True
claustrophobia,claustrophobia,幽闭恐惧症（密闭机舱焦虑）,Fear / Anxiety,9,9,"review_0906e867106940cb3451f5d4 :: If you have a chance to go, definitely do it. I was able to do the glacier landing. Our weather that day was perfect. It is amazing to fly around the range and a great way to get a...",False,False
cheerfully,cheerfully,欢快愉悦地,Unclassified,9,8,review_ac50f8863348133ae180cf2f :: Denali makes its own weather. We had a total of 8 reservations over 3 days before it was finally the kind of weather that they could fly the Denali Grand Tour. We were able to wait...,False,True
bummer,bummer,令人扫兴扫兴的事,Unclassified,9,9,review_3790c878601276054187702d :: The views are something you can't get from viewpoints on the ground. Our pilot was great at pointing out all the areas we were flying over. Only bummer because of covid we couldn't...,True,True
awkward,awkward,尴尬的 / 别扭的,Unclassified,9,9,"review_0f50928b644eab8e69fd4905 :: I need to reschedule the flight for 3 times because of Glacier Landing. When I asked a front desk person, when was the last glacier landing, she did not able to answer me which is ...",False,True
automatically,automatically,自动地 / 自然而然,Unclassified,9,9,"review_5b82c75988ee2cfa4a933c29 :: If you are coming to Alaska you must do this!  Our trip was the third weekend in May and the weather was gorgeous.  The trip is once in a lifetime.  Glaciers, mountains, rivers, an...",False,False
mindful,mindful,细心周到的,Unclassified,8,8,"review_740f1ebe506248f7115cec45 :: Amazing flight! Pilot was informative, funny, and mindful. Beautiful scenery, gorgeous ocean views, and so many whales. If you’re thinking about going, book now!...",True,False
yummy,yummy,美味愉悦的,Unclassified,8,8,review_456418da69a603d737b954da :: We booked this exertion through princess cruises! This was amazing and a must do! A big thanks to Kevin who was our pilot and was so enthusiastic and knowledgeable! Went over some ...,False,True
unstable,unstable,不稳定摇晃令人担心的,Unclassified,8,7,"review_2d9a74edc8b5e3011e6d946f :: I was a little afraid of doing this, however our pilot was very reassuring and provided extremely smooth take offs and landings.  It was amazing to see our cruise ship from the air...",True,True
spoiled,spoiled,好心情被破坏毁掉的,Unclassified,8,8,"review_51723800a5b62f088a8bc7d1 :: Honestly, although we absolutely loved Friday Harbor, the trip to and from Seattle ended up being one of the highlights of our trip! The experience and the views are amazing, and w...",False,False
