user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,special_occasion,aircraft_type
Horst B,Wolfenbuettel,5,Oct 2013 • Family,Einfach nur super und nett.,"Durch Zufall sind wir auf Wings over Kauai gekommen, da unsern Helikopterflug  wegen schlechten Wetters zum Teil im Nebel und Regen durchgeführt wurde, keine Chance, die Na Pali Küste zu sehen.

Auf der Suche nach einer preiswerten Alternative zu Helicopterflügen sind wir auf der Seite von Wings over Kauai gekommen, und dies war ein ausgesprochener Glücksgriff. Die Begrüßung durch Val war überaus freundlich, Bruce, unser Pilot und Eigentümer der Firma, hat uns auf seine ruhige und freundliche Art die Highlights  der Insel gezeigt, ist auf alle Fragen liebenswürdig eingegangen, hat uns als Freunde mitgenommen.

Wir haben jede Minute des Fluges genossen, der Flug war das Erlebnis unserer Hawaii-Reise. Zum Abschied gab es eine CD des Fluges mit einem Bild von uns gratis.

Der Flug mit Wings over Kauai stellt  eine absolute Alternative zu den relativ teuren Helicopterflügen dar. Jederzeit wieder, einfach unvergesslich und super !!

Mahloa Bruce und Team",Family,0,2013-10-04,Wings Over Kauai Air Tour,0,French,0,Wolfenbuettel,,Unknown,0,149,963,5,2,0.058151609553478714,-0.9632,0.042,0.14,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
TAJIFUK,"Miyazaki, Japan",5,Sep 2013 • Family,カウアイの絶景に、ノックアウト!!!,"子供連れ(9才、7才、2才)でしたが、家族全員 大満足の体験でした。カウアイは切立った地形のため揺れが心配でしたが、さほど揺れることもなく快適なフライトでした。スタッフも皆、フレンドリーで親切、日本人でも問題なしです。
地上からは絶対見ることのできない絶景を、見ないで帰るなんてもったいない。一人約120ドル、格安です。ワイメアキャニオン、からナパリコーストに抜ける瞬間、気分は最高潮（≧∇≦）
是非お勧めです",Family,0,2013-09-05,Wings Over Kauai Air Tour,0,Chinese,0,Miyazaki,,Japan,0,4,205,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Daepyung K,"Seoul, South Korea",5,Jun 2013 • Couples,The Greatest experience in Hawaii (반드시 가보세요),"여기에 한글로 리뷰를 남기는 이유는 더 많은 한국 사람들이 카우아이에 들렸을때

이곳을 통해서 멋진 카우아이 섬을 둘러볼 기회를 더 많이 갖길 바라기 때문입니다.

비행기로 둘러볼 생각 이라면 그냥 고민 하지 말고 Wings Over Kauai Air Tours 이용 하세요

브루스와 엘렌은 전화로 예약 할 때부터 우리의 한국 이름을 불러주고 기억하려고 애썼습니다.

당일날 찾아가니, 동양인의 모습을 보고 이름을 기억하며 저희를 불러 주더라구요.

우선 이런 모습에 너무 감동을 받았고, 저희가 운이 좋은지 조그마한 비행기로

브루스와 저희 커플 둘 이렇게 셋이 비행을 떠났습니다.(가격은 똑같았습니다)

완전 Private Tour 였고, 비행기 안에서는 3 Channel Boss 헤드폰셋을 통해(노이즈 캔슬링)

소음없이 우리 셋만의 대화를 생생히 할 수 있었고, 이륙하기전 체크 하는 것들 List를 주면서

저희가 파일럿인 부루스에게 얘기(지시)하고, 부르스는 체크(오일 온도, 바람 등)하고

마치 파일럿이 된 듯한 기분 이였습니다.

비행 내내 부루스는 친절히 섬 곳곳을 설명해 줬고, 그 멋진 모습이 아직도 눈에 선합니다.

이륙전에 비행기와 함께 사진도 찍어주고, 이메일로 그 사진도 보내주고

비행 후엔 자기들이 담은 영상물 DVD를 무료로 주고 간직 하라고 하고

정말 너무나 멋진 경험 이였습니다.

꼭 찾아가시고, 소중한 경험 저희처럼 만드시길 바랍니다.",Couples,0,2013-06-19,Wings Over Kauai Air Tour,0,Korean,0,Seoul,,South Korea,0,167,717,7,0,0.01813110181311018,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Nicole B,"Braunschweig, Germany",5,May 2013 • Solo,Hervorragend,"Dieser Flug wird unvergessen bleiben und bietet einen hervorragenden Blick auf die besten Highlights der Insel. Der Flug dauert 65min. und ist kein typischer Helikopter-Flug, da Wings over Kauai eine kleine Cessna benutzt. Die Mitarbeiter sind unheimlich freundlichen und zuvorkommend. Kann ich nur empfehlen und würde ich jeder Zeit wieder machen, wenn ich auf der Insel bin.",Solo,0,2013-06-11,Wings Over Kauai Air Tour,0,German,0,Braunschweig,,Germany,0,57,376,1,0,0.04521276595744681,-0.8316,0.0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
amiyu_nel,"Tokyo Prefecture, Japan",5,Jun 2013 • Family,絶対にお勧めです,パイロットを含め6人乗りのセスナで、家族5人（4歳児1人含）が貸切で楽しめました。パイロットのジョシュさんも受付のドーリさんもとてもフレンドリーな人達で、安心してお任せできました。家族みんなの評判も良く、またカウアイに来たら再度乗りたい程気に入ったようです。ヘリコプターよりお勧めかも。,Family,0,2013-06-02,Wings Over Kauai Air Tour,0,Chinese,0,Tokyo Prefecture,,Japan,0,1,143,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Angela W,"Muelheim an der Ruhr, Germany",5,May 2013 • Couples,Ein unvergessliches Erlebnis!,"Wir hatten am 14. Mai 2013 das Vergnügen von Bruce über die Insel geflogen zu werden. Das Wetter und die Sicht waren perfekt, ebenso wie der Service von Ellen. Natürlich ist man bei Bruce als Pilot sicher aufgehoben, denn er schafft es auch ängstliche Teilnehmer zu beruhigen und Flug zum Erlebnis werden zu lassen. Alle Teilnehmer (bis zu 6) werden über ein Intercom System miteinander verbunden und können nicht nur Bruce zuhören sondern sich mit ihm oder untereinander verständigen. Vor lauter Staunen steht der Mund allerdings meist offen und zum Reden bleibt da kaum Gelegenheit. Wer also einmalige Landschaften und dabei Drehorte von Jurassic Park, Descendants oder Fluch der Karibik sehen möchte ist bei ""Wings over Kauai"" genau richtig. Man spürt bei Ellen und Bruce die Passion, mit der sie bei der Sache sind. Zum Abschied gab´s noch eine Video DVD vom Flug! Mahalo, Ellen und Bruce!",Couples,0,2013-05-27,Wings Over Kauai Air Tour,0,German,0,Muelheim an der Ruhr,,Germany,0,147,893,3,2,0.05711086226203808,-0.8829,0.019,0.078,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
Mathieu P,"New Richmond, Canada",5,Apr 2013,À ne pas manquer !!!,"C'est dans une ambiance décontractée et familiale que nous avons été accueillis pour ce tour de Kaua'i. La famille Coulombe nous fait vraiment sentir comme un des leurs. Les vues sont incroyables et à couper le souffle. Il est très intéressant dans l'avion de pouvoir parler directement avec le pilote et d'entendre les autres occupants poser leurs questions grâce aux écouteurs munis de micro en réseau. 

  Un petit avertissement aux cœurs sensibles pour le mal des transport : étant donné que nous volons a basse altitude et que nous tournons souvent pour voir les attractions, il y a beaucoup de mouvement dans les airs. Ma conjointe a adoré la première demi-heure, mais a surtout vu le fond du sac de plastique blanc pour le reste de l'aventure !!!

  Nous recommandons cette compagnie à qui que ce soit sans hésitation.",Unknown,0,2013-04-19,Wings Over Kauai Air Tour,0,French,0,New Richmond,,Canada,0,139,825,5,3,0.01090909090909091,0.7633,0.049,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Anabelchen,Graz,5,Aug 2012 • Family,wenn man persönliche Betreuung schätzt,"Dank unserem wunderbaren Piloten BRUCE konnten wir die Trauminsel KAUAI
auf unserem über 70minütigem Flug von einer ganz tollen Seite kennenlernen - er brachte uns
auch sehr zum Schmunzeln mit diversen Erzählungen und Anekdoten - wir können ihn und seinen Rundflug sehr empfehlen - jederzeit wieder!!",Family,0,2013-01-28,Wings Over Kauai Air Tour,0,German,0,Graz,,Unknown,0,46,300,5,2,0.06333333333333334,-0.6688,0.0,0.096,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
netambulo,"Madrid, Spain",5,Aug 2012 • Couples,Una experiencia de vuelo maravillosa,"Tal y como todo el mundo decía en Tripadvisor, la experiencia es alucinante y Bruce y Ellen son simpatiquísimos y muy atentos a todo.

Nos dimos una vuelta en avioneta por la isla con Bruce, que nos fue contando con todo detalle multitud de anécdotas por donde pasábamos. La experiencia fue maravillosa. Los paisajes espectaculares.

Al final, nos entregaron un CD con un vídeo y las típicas fotos que hacen al principio, sin pagar un dólar más ¡Gratis! Menudo detallazo incluirlo en el precio.

Sin duda recomendado. Si vuelvo a aquí, repetiré ¡¡seguro!!",Couples,0,2013-01-20,Wings Over Kauai Air Tour,0,French,0,Madrid,,Spain,0,93,555,5,3,0.02702702702702703,-0.8433,0.0,0.088,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Airplane
DannyWorks,"Shanghai, China",5,Oct 2012 • Friends,航拍美丽景色，会说中文的飞行师,如果你喜欢摄影，在可爱岛是一定需要走一次航拍的路程，因为这个岛上太多的地方是无法开车到达，除非你可以徒步大半天的时间去NaPali。作为中国人，有幸在这个小岛遇到会说中文的飞行师Joshua是极大的运气。我们早上自驾去Waimea大峡谷，大约10点左右，Ellen跟我们说下午4点还有一个班次，如果你们赶得及的话，可以上。其实去Waimea的时间差不多就是4-5个小时足够。山顶的Kalalau本是绝佳摄影点，但大雾封山，看见个屁。但4点上了螺旋桨飞机，才知道所有没有看见的东西，究竟是怎样的。在大雾封山的Kalalau峡谷，我们见到了2道彩虹，色泽极为浓郁。价格挺可以接受的，6个人包机500刀，比其他要合算很多，当然记得给飞行师小费，他的技术和导游实在太有价值了。,Friends,0,2012-11-05,Wings Over Kauai Air Tour,1,Chinese,0,Shanghai,,China,0,1,334,1,0,0.023952095808383235,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Marcio C,"Salvador, BA",5,Oct 2012 • Couples,Experiencia Incrível!,"Acabamos escolhendo voar de avião porque não havia disponibilidade de helicópteros mas foi a melhor coisa que nos aconteceu.

O pequeno avião nos deu a verdadeira sensação de voar. Muito tranquilo e silencioso. A trilha sonora escolhida pelo piloto Bruce foi perfeita para fazer a experiencia ser marcante.

A vista é incrível e as paisagens inesquecíveis. A equipe da empresa realmente faz você se sentir bem.  

Recomendo a todos voar pela Wings Over Kauai.",Couples,0,2012-10-20,Wings Over Kauai Air Tour,1,Spanish,0,Salvador,,Ba,0,74,459,2,0,0.023965141612200435,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
Juaniluis,Barcelona,5,Aug 2012 • Couples,[---] Lo máximo de Hawaii.,"[---]Qué gente más fantástica y que increible tour. Todo fue perecfecto, desde el principio hasta el final. Es evidente que disfrutan de su trabajo. Todo el mundo tiene perfectas vistas (lado derecho de la avioneta). No puedo comparar la experiencia con hacerla en helicóptero porque no la hice, pero no cambiaría mi elección.",Couples,0,2012-08-31,Wings Over Kauai Air Tour,0,French,0,Barcelona,,Unknown,0,53,326,5,0,0.015337423312883436,-0.6124,0.028,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Michael M,"Fussen, Germany",5,Aug 2012 • Couples,Du suchst nach einer besonderen Erfahrung? Dann bist du hier richtig.,"Wir haben uns gestern kurzfristig entschlossen einen Rundflug zu buchen. Fernab der Massenabfertigung. Aufgrund der Empfehlungen auf tripadvisor haben wir uns für ""Wings over Kauai"" entschieden und wurden nicht enttäuscht. 
Wir wurden herzlich empfangen und fühlten uns sofort richtig gut aufgehoben. Nach einer kurzen Einweisung starteten wir mit unserer Cessna. Außer Bruce, unserem Piloten, waren nur wir beide an Bord. Wir hatten trotz nicht optimalem Wetter eine herrliche Aussicht und konnten tolle Photos machen. Bruce erklärte uns viel und machte so einige Scherze, die uns zum lachen brachten. Am Ende gabs eine DVD mit Flugaufnahmen von Kauai und per Email erhielten wir noch ein Foto von uns, das vor dem Flug mit der Cessna aufgenommen wurde.

Wer abseits vom Massentourismus ein eher familäres Flugerlebnis sucht, ist hier wunderbar aufgehoben. Highly recommended :-)",Couples,0,2012-08-25,Wings Over Kauai Air Tour,0,French,0,Fussen,,Germany,0,132,880,11,0,0.042045454545454546,-0.1261,0.034,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
benoit l,"Orgeres, France",5,Jul 2012 • Family,tout simplement fabuleux,"C'est avec un grand plaisir que nous avons effectué cette balade aérienne. Le capitaine Josh et Sophia sont vraiment d'une grande gentillesse et très sympathique. Nous avons adoré ce tour de l'ile de Kauai et les commentaires de Josh sont très instructifs, il aime son ile et nous l'a fait aimer. Vous pouvez faire cette expérience incomparable avec wings over Kauai, les yeux fermés.
merci encore, Mahalo.",Family,0,2012-07-20,Wings Over Kauai Air Tour,0,French,0,Orgeres,,France,0,67,406,3,0,0.024630541871921183,0.4588,0.043,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Airplane
AC_75012,"Paris, France",5,May 2012 • Couples,Thank you C'ptain Bruce !,"Accueil chaleureux de la famille Coulombe pour ce  tour en avion autour l'ile de Kauai.
Nous avons eu un tour privé d'une heure en Cessna 172  (4 place) avec Bruce pour 125$ TTC par personne. L'avion est une bonne alternative à l'hélicoptère. Si l'hélicoptère est intéressant pour descendre au fond des canyons, l'avion reste au dessus et nous préférions cette vue. Les falaises de la Napali Coast sont forts belles à condition d'en être éloigné d'ou la raison du choix de l'avion.
De plus, en fonction des hélicoptères, certains passagers peuvent se trouver au milieu à l'arrière et ne pas avoir une vue aussi exceptionnelle que relatent les publicités !
Belle expérience pour la découverte de cette magnifique ile.",Couples,0,2012-06-01,Wings Over Kauai Air Tour,0,French,0,Paris,,France,0,119,716,5,1,0.0223463687150838,0.4926,0.027,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,Airplane
Franz S,"Gmunden, Austria",5,Oct 2011 • Couples,Dringende Empfehlung - highly recommendable !!,"Wir flogen am 26.10.2011 mit Wings over Kauai (Lihue Airport).
Den Rundflug über Kauai mit Wings over Kauai können wir jedem bestens empfehlen -
bestes und freundlichstes Service - wunderschöner Rundflug mit 
herrlicher Aussicht aus dem Flugzeug, auch zum Fotografieren ! 
Unbedingt zu bevorzugen gegenüber einem Hubschrauber-Rundflug !!
Wir hatten einen Hubschrauber-Rundflug 3 Wochen später auf Big Island, 
das war ein völliger Reinfall (Safari-Helicopters Hilo). 
Service nicht sehr entgegenkommend, gegenüber dem Flugzeug starke Vibrationen, Durchführung trotz ungeigneter Wetterlage, und man hatte 
den Eindruck dass es eben nur ums Geschäft = Geld ging. 
Ganz anders war das bei Wings over Kauai !!
Drum nochmals - Dringende Empfehlung und DANKE an Wings over Kauai !!!!!!!!!!!!!!!
Franz+Inge / Österreich/Austria",Couples,0,2012-01-08,Wings Over Kauai Air Tour,0,German,0,Gmunden,,Austria,0,116,820,6,20,0.06463414634146342,-0.8741,0.0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Eveline_76,"Vienna, Austria",5,,Toller Rundflug - sehr privat!,"Wir haben unseren Rundflug über Kauai auf Empfehlung unserer Vermieterin (www.nanakai.com) bei Wings over Kauai gebucht. Es war ein tolles Erlebnis. Wir sind nur zu zweit mit dem Piloten geflogen. Mein Mann durfte Co-Pilot sein. Die Insel ist von oben wirklich sehr sehenswert und abwechslungreich. 

Bruce und seine Frau sind ein Familienbetrieb und betreuen die Gäste wirklich sehr gut. Beim Empfang gab es eine Blume für mich und nach dem Flug eine DVD mit den Eindrücken vom Flug. Eine sehr schöne Erinnerung und wirklich emfpehlenswert!",Unknown,0,2010-08-23,Wings Over Kauai Air Tour,0,German,0,Vienna,,Austria,0,85,541,5,1,0.059149722735674676,-0.9184,0.0,0.128,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
gfrere2,Wien,5,,Toller Rundflug - Alternative zu Hubschrauber,"Das Team von ""Wings over Kauai"" ist sehr freundlich und hat auf Anfragen per e-Mail sehr schnell reagiert. Nach persönlichem Kontakt wurde ein Termin vereinbart und hat auch alles tadellos funktioniert, auch der Preis war wirklich ok. Wir flogen mit einer Cessna, wo man am Beifahrersitz das Fenster öffnen konnte und somit gute Bilder schiessen konnte. Pilot Bruce war kompetent, freundlich und erklärte alles Interessante. 
Immer wieder!!",Unknown,0,2010-08-01,Wings Over Kauai Air Tour,0,German,0,Wien,,Unknown,0,67,440,6,2,0.04318181818181818,-0.8011,0.029,0.112,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
akm193k,Sydney,5,,ヘリコプターよりお得,小型セスナで行くツアーはヘリコプターのほぼ半額で、カウアイ島の絶景を楽しめます。ツアーに含まれているいくつかの箇所は、空からしか見えないので、島を一周する７０分のツアーがお勧めです。パイロットのブルースはすごくフレンドリーで、島の知識がすごく豊かです。,Unknown,0,2010-02-15,Wings Over Kauai Air Tour,0,Chinese,0,Sydney,,Unknown,0,1,126,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
bbjot,Karlsruhe,5,,Ein Höhepunkt unserer Hawaiireise,"Von Deutschland aus wollten wir einen Helicopterflug über Kauai buchen. Beim Surfen landete ich bei Wings over Kauai. Die Bewertungen klangen so positiv, dass ich mich entschloss, diesen Flug zu wählen.
Wir haben es keine Sekunde bereut. Elleb und Bruce empfingen uns sehr freundlich. Meine Frau erhielt eine Kukui Nut - Kette als Geschenk, die sie auch hier immer wieder trägt. (ich bekam keine ! ;-)) 
Der Flug war grandios und die Geschichten und Informationen von Bruce sehr interessant. Zweifellos ein Höhepunkt: er zeigte uns Nadelbäume und sang - auf Deutsch - ""Oh Tannenbaum"".
Wir glauben eher nicht, dass wir es schaffen werden, nochmal nach Kauai kommen. Wenn es doch so sein sollte, ist eins klar: wir fliegen wieder mit Wings over Kauai.",Unknown,0,2010-01-23,Wings Over Kauai Air Tour,0,German,0,Karlsruhe,,Unknown,0,123,749,4,1,0.049399198931909215,-0.9508,0.0,0.121,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
Matt7404,"Boege, France",5,Jul 2018 • Family,Une expérience magique,"Un survol inoubliable. Départ de la banlieue de Portland, direction le Mount Hood. Vue sur le Mount St Helens, Le Mount Baker, la Columbia River Georges, les cascades.
Tout simplement magnifique et inoubliable.",Family,0,2019-05-25,20-459_Envi Adventures_2025-02-27,1,French,0,Boege,,France,0,33,210,3,0,0.0761904761904762,-0.128,0.0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
giacomocortesi,"Florence, Italy",4,Jul 2019,Bello ma ballerino,"Senza dubbio è un esperienza da fare. Accettazione e front office eccellente. costi abbastanza alti. Tour sempre legati al tempo che varia con molta facilità. Alla fine nonostante ci abbia provato un paio di volte non è semplice trovare le condizioni giuste per atterrare sui ghiacciai. L'aereo è sicur.o ma si balla. Sconsigliato per chi soffre di ""mal d'aereo""",Unknown,0,2019-08-19,23_327_Denali Flyer Flightseeing Tour from Talkeetna 2025-02-27,0,French,0,Florence,,Italy,0,59,362,3,0,0.016574585635359115,0.2023,0.032,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Airplane
fwf2016,"Kiel, Germany",4,Aug 2018 • Couples,"Flug über Gebirge, statt zu den Bären","Gebucht war ein Flug zur Bärenbeobachtung westlich von Ketchikan auf einer Insel. Da leider wenig Waser, wenig Lachse und damit auch keine Bären am Zielort waren, wurde ein Flug über Gebirge vorgeschlagen und von uns angenommen. Das war schade, aber wohl nicht änderbar. Vielleicht ist die Zielstelle nicht so gut geeignet. Der Flug über das Gebirge bei Ketchikan war sehr schön. Beeindruckend war die Gewaltigkeit des Gebirges und es waren die teilweise senkrecht abfallenden Berghänge. Es gab auch eine Zwischenlandung an einem Fjord.",Couples,0,2018-08-23,SeaWind Aviation,0,French,0,Kiel,,Germany,0,83,536,7,0,0.048507462686567165,-0.9823,0.0,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
jose enrique p,,5,Aug 2018 • Family,increible lugar,"excelente servicio, una empresa familiar muy comprometida con la atencion, el viaje maravilloso unas visrtas ecepcionales",Family,0,2018-08-17,SeaWind Aviation,0,French,0,,,Unknown,0,16,121,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
chris88100,"Nancy, France",5,May 2015 • Family,Fantastique Ballade en Float Plane,"Superbe Ballade au dessus du Misty  Fjord  . Excellent accueil et Bonne Humeur  de toute l'équipe .
Découverte à faire absolument  lors de votre escale à Ketchikan .",Family,0,2015-05-22,SeaWind Aviation,1,French,0,Nancy,,France,0,28,165,5,0,0.05454545454545454,0.5719,0.144,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Fernanda B,,5,Jun 2014 • Couples,"Conhecendo Ketchikan por cima, lindo passeio!","Foi um lindo passeio, mesmo com o tempo fechado, conseguimos ver toda a beleza que o Alaska tem pra oferecer. Essa foi uma das melhores viagens que eu já fiz, a cidade é linda, e este passeio foi fenomenal, o piloto foi muito simpático e nos levou para conhecer lugares incríveis, deu até pra ver um urso. Muito lindo mesmo, vale muito a pena.",Couples,0,2014-11-24,SeaWind Aviation,1,German,0,,,Unknown,0,64,343,6,0,0.011661807580174927,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Lidia C,"Zapopan, Mexico",4,Jun 2014 • Couples,"Seawind Aviation, hidroavión y gran servicio en el agradable Ketchikan.","Reservamos por Internet un par de semanas antes de viajar, ahorrando USD 100 sobre el precio de la naviera. La compañía es un negocio familiar, Lesley es la mar de amable y eficiente.  La contratación fue rápida y sencilla (cargó solo el 50% de adelanto y hasta terminado el tour a satisfacción  pagamos la otra mitad). Ella nos buscó en su van en el mismo muelle de Princess ""para que no tuviéramos que caminar"" y nos trasladó hasta el hidroavión (luego se fue a llevar sus niñas a la escuela). Desde allí su esposo Steve, experimentado piloto,  nos llevó a sobrevolar los bellos paisajes del Misty Fjord y sus alrededores.  

El tour es extenso y hermoso (aunque un hidroavión no es tan emocionante como un helicóptero). Lo más simpático fue acuatizar en un lago y bajar para caminar por la costa y los manchones de nieve. El único negativo es que su sistema de audio no resultó claro y perdimos gran parte de las explicaciones.  Al regresar nos dieron tiempo a los 6 pasajeros para utilizar el impecable bañito antes de que un asistente nos  transportara de regreso al centro. 

Yo consulté cómo llegar al Totem Heritage Center y Lesley coordinó para que a nosotros nos dejaran en la puerta del museo. Todo el proceso fue amigable, placentero y muy recomendable.",Couples,0,2014-09-04,SeaWind Aviation,1,French,0,Zapopan,,Mexico,0,221,1265,10,0,0.018972332015810278,-0.6808,0.0,0.032,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Odvyrcl,"Mexico City, Mexico",5,Nov 2012 • Family,Excelente!!!,"Contratamos estos servicios por internet y la verdad es que resulto fabuloso. Nos recogieron en el muelle y en 5 minutos llegamos a un local frente al mar, tomamos nuestra platica de seguridad y nos subimos al hidroplano.  el vuelo consistió en un recorrido por Misty Fiords, observando a nuestro paso montañas, valles, lagos, arboles, cascadas y paisajes increíbles. Hicimos una escala y pudimos ver osos en su hábitat natural. Todo increíble, la atención, el hidroplano,  la ruta y la explicación. Nos vamos con una sonrisa de oreja a oreja.",Family,0,2013-10-14,SeaWind Aviation,0,French,0,Mexico City,,Mexico,0,90,543,1,0,0.01289134438305709,0.3612,0.031,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Enrique C,,5,Feb 2023,Inigualable,"Inigualable, en verdad vale la pena, atención personalizada y basta experiencia del Capitán, muy profesional “JUAN PABLO” soliciten volar con el, te explica todo con detalle y no escatima en los comentarios.
No duden de realizar el vuelo en verdad es algo indescriptible, sobre todo si es la primera vez que lo haces en ese tipo de avión.
Felicidades…",Unknown,0,2023-02-22,27_31_Sky Tours Miami_2025-02-28,0,French,0,,,Unknown,0,59,351,1,0,0.037037037037037035,-0.5267,0.0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Dominique L,"Paris, France",5,Sep 2019,amazing views !,"Les vues étaient magnifiques ! Nous sommes partis de Talkeetna, et le temps étant un peu nuageux et venteux, nous n'avons pas fait le tour en entier. Mais le vol a quand même duré 1h. Le personnel est vraiment très aimable, et a été très arrangeant lorsque nous avons annulé la participation d'une personne (sur 4 inscriptions) au dernier moment (la personne étant malade). 
L'Alaska est vraiment impressionnant vu d'en haut !",Unknown,0,2019-09-13,28_231_Denali Grand Flightseeing Tour from Talkeetna_attraction_product_review_2025-03-01,0,French,0,Paris,,France,0,72,426,3,2,0.01643192488262911,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
may,,1,Apr 2023,"服務差,無信譽!","我們兩人報了這團, 郵輪到達后打車到這里, 在柜檯chech in時才告知取消了這次行程,但沒有提前通知! 讓我無法及時補救, 我倆在島上無所事事, 沒有了觀光机會! 白白浪費了机票;船票;出租車費用, 這公司服務很差, 不負責任! 到現在等了一個多月,退款還沒收到.",Unknown,0,2023-05-16,TripadvisorReviewScraper,0,Chinese,0,,,Unknown,0,11,134,1,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Stefanie W.,Switzerland,4,,"Einmaliges Erlebnis, trotz Schlechtwetter.","Toller Flug mit erfahrenem und kommunikativen Pilot. Man fliegt um die ganze Insel und hat eine einmalige Perspektive auf tolle Spots. Man muss sich bewusst sein, dass das Wetter auf Kauai unberechenbar ist. Bei der Buchung zwei Tage vorab, sah es noch perfekt aus. Leider aber azur Flugzeit nicht mehr. Es war aber trotzdem schön. Grundsätzlich ist der Flug angenehm, es kann aber etwas ruppig werden wenns windig ist. Nichts für einen schwachen Magen. ;-)",Unknown,0,2022-10-24,TripadvisorReviewScraper,1,German,0,,,Switzerland,0,75,457,4,0,0.0437636761487965,-0.7783,0.024,0.095,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Urs B,,5,May 2022,"Professionelles Team, toller Flug trotz schlechtem Wetter","Wir haben einen wunderbaren Flug über Kauai mit Air Ventures Hawaii gemacht. Das Wetter war auf einem Teil der Insel regnerisch, weshalb sie uns dies genau erklärt haben und uns die Wahl gelassen haben ob wir trotzdem fliegen oder verschieben wollen. Hier wird nicht einfach um jeden Preis geflogen.
Die Tour war dann trotzdem wundervoll, und ich würde diesen Flug jederzeit einem Helikopterflug vorziehen, da es so viel ruhiger und schöner ist. Die Aussichten über die Insel sind wunderschön, und es hat dank den speziellen Fenstern auch viele tolle Fotos gegeben. Zudem gab es viele spannende Hintergrundinfos vom Piloten während des Flugs.
Würde ich ohne Frage jedem empfehlen, Preis / Leistung stimmt!",Unknown,0,2022-05-30,TripadvisorReviewScraper,1,French,0,,,Unknown,0,112,705,7,1,0.0425531914893617,-0.9769,0.0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
