user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo
Alyssa S,,5,,"Amazing Flight, Gorgeous Views!","The River Gorge tour was awesome!! We went out at 8pm on a gorgeous evening to got to see great views of the river during golden hour. My only regret was not choosing a longer flight! JP was a fabulous pilot and guide, he was very friendly and knowledgeable. This was the perfect way to end our weekend in Portland, highly recommend!",Unknown,0,2024-05-28,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Rickey T,,5,Mar 2024 • Couples,Super Fun Air Tour,"Anyone interested in raising the vacation stakes past donuts, wine and hiking should consider this air tour.

Jade and Josh gave my wife and I a lovely experience over the gorge, where we saw a waterfall, several sea lions and rode alongside a train. They told us all about the lay of the land on both sides of the river. Totally worth it!",Couples,0,2024-03-27,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
iwubtravel,"Odenton, MD",5,,Great tour to see the River,Flew with John. I highly recommend this tour. I had limited time but wanted to see the Columbia River gorge and didn’t have a half day to spend hiking. This was perfect!,Unknown,0,2024-02-07,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Patty M,"West Bloomfield Township, MI",5,,Spectacular views,"Although I had spent a week hiking and staying in the Columbia River Gorge area, the Flight over the Gorge was really fun and offered beautiful views. Our pilot was delightful. Definitely recommend this activity",Unknown,0,2023-09-22,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Michelle B,,5,Aug 2023 • Couples,What a View!,Our Pilot Daniel was a great pilot and made our trip truly enjoyable.   Look forward to booking another flight with these guys!  It was an amazing day for a personal flight over the Columbia Gorge and seeing the waterfalls was a treat!  Would probably schedule earlier in the year to see more of the falls all around.  Thank you #flyenvi!!,Couples,0,2023-08-05,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Navigator21461788417,"Fort Worth, TX",5,Jun 2023 • Couples,Great Experience!,The pilot was super friendly and knowledgeable and fun to fly with. The flight was amazing. The pictures are priceless The experience definitely worth it! We'll be back.,Couples,0,2023-07-01,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Robin N,"Madison, WI",5,Jun 2023 • Friends,Wonderful experience,"View was amazing. Davis was a incredible, knowledgeable tour guide. I would highly recommend him. The flight over the Columbia Gorge was amazing.",Friends,0,2023-06-24,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Trenton J,,5,Jun 2023 • Couples,Awesome flight through the gorge,"The flight through the gorge was awesome and the view of everything was amazing. We will definitely be booking one of the other flights in the future.

The takeoff and landing were the smoothest I have experienced.

I would recommend this flight to anyone who has not been in a smaller aircraft. It was much nicer than a regular commercial flight in a big jet!",Couples,0,2023-06-22,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Kelly H,,5,,Beautiful views and fun trip.,Fun flight and beautiful scenery!  Felt very safe and great to be able to talk to each other through the headsets.  Even the 5 year year old in the copilot seat had fun!   Wonderful to see the falls and Mt. Hood from up high.  Pilot was very friendly and explained things as we went along.  Recommend.,Unknown,0,2023-06-18,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Linda S,,5,Jun 2023 • Family,Envi #1,John was amazing! Simply Beautiful flight and sights! I highly recommend this tour. Envi Adventures are the best!,Family,0,2023-06-13,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Kassie T,,5,Mar 2023,Kid friendly,"Flew with my 10 year old.
One of the greatest adventures we’ve ever had. The pilot was absolutely fabulous!",Unknown,0,2023-03-29,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Ron H,,5,Nov 2022 • Family,Don't Miss It!,"Fantastic views and great experience! Easy, convenient to get to. Terrific, knowledge and friendly pilot. Do it!",Family,0,2022-11-13,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Sarah B,,5,Oct 2022 • Friends,Excellent,"Awesome views, knowledgeable and friendly pilot who was very professional. Will be back again for more tours!!",Friends,0,2022-10-17,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Jessica N,,5,Jul 2022 • Couples,So beautiful and fun!!,Such a cool beautiful experience. Very calm and beautiful views with an easy smooth ride. And our pilot was awesome!!,Couples,0,2022-07-13,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Cherise M,,5,,Fun flight with 3 year old,We had a great time! My 3 year old said it was so much fun. Smooth flight and Clay was very friendly and professional. Would absolutely book again!,Unknown,0,2022-05-16,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Jack S,,5,Apr 2022,10/10 Experience!,"Incredible stuff! My girlfriend and I went on a flight tour of the Columbia river right on the border of Oregon and Washington, and it was beautiful! The ride was unbelievably smooth, the pilot was extremely nice, funny, and polite, and it was overall an incredibly easy experience! Cannot recommend it any higher!",Unknown,0,2022-04-19,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Autumn S,,5,Jan 2022 • Couples,Beautiful air tour over the gorge,"Such a beautiful, fun experience! Awesome and professional pilot, great price. Definitely recommend to anyone who likes this sort of thing!",Couples,0,2022-01-21,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
MA814,"Boston, MA",5,,Must go!! So fun!,Clay was so friendly and great with instructions. The take off and landing were so smooth. Views are incredible!! Definitely worth it.,Unknown,0,2021-11-11,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Gerald Y,"Grants Pass, OR",5,Aug 2021 • Couples,This is a must must do!!!,This was an absolute blast!!! Sooo cool we lucked out and got to see base jumpers going off the vista view!! The only regret you may have if you do this is not going with a longer flight! 😂 Clay was awesome and made the flying feel super safe no reason to stress and everything was laid back and made it an amazing experience! We will definitely be going back to fly envi again! Can’t recommend this enough and have already sent some friends their way!,Couples,0,2021-08-24,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Kerry M,,5,Aug 2021,Great adventure,"Friendly, competent pilot, smooth take-off and landing, saw all the sights that were promised.  Would do this again.",Unknown,0,2021-08-12,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Greg K,,5,Aug 2021 • Friends,Beautiful flight and landing,We had a great flight by pilot Spencer! Thanks for all the great information and history about the area.,Friends,0,2021-08-08,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Debbie D,"Boynton Beach, Florida, United States",5,,Fun Flight,"My sister and I decided to take the 20 minute Columbia River Gorge tour the morning I was flying back home to Florida. It was an 8am flight, but our pilot Clay greeted us warmly and made us feel super comfortable before our flight. With over 300 flight hours under his belt, he is a great pilot and still super excited to get to do this as a job every day. We had a super smooth flight as early morning flights usually yield the best winds. We saw waterfalls, the Vista House, the mountains and got spectacular views of the gorge. I would highly recommend a tour with ENVI no matter which tour you choose. You won’t be disappointed!",Unknown,0,2021-06-09,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Nannette E,,5,May 2021 • Couples,Beautiful tour!,The pilot was incredibly friendly and knowledgeable. He made our flight very enjoyable. It was a beautiful scenic tour!,Couples,0,2021-06-09,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
FlyAwayNoworNever,,5,Jun 2021 • Family,Great experience!,"Our pilot and host was Clay, a delightful young man. We had the time of our lives--we had never flown in a small plane and Clay gave us a grand tour of the Columbia River Gorge. Highly recommended!!",Family,0,2021-06-02,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
jebroome,"Prescott, AZ",5,May 2021 • Couples,Sunset gorge flight,"My husband and I took the 20 minute gorge flight with Adam as our pilot. He was professional, knowledgeable and had a great sense of humor. It is amazing how much you can see in 20 minutes. This was so worth it!  We highly recommend it!!  The sunset was a nice bonus!",Couples,0,2021-05-20,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Nia m.,"Oregon City, OR",5,May 2021 • Family,Fun experience,We were able to book and ride the same day. Amazing experience. Oregon is a beautiful place. My 2yo son loved it!! We all loved it so much. We’ll be telling our friends about it.,Family,0,2021-05-16,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Patricia,,5,Apr 2021 • Couples,Loved it!!,"This experience was amazing! We will totally be coming back, this was just an out of this world experience. I definitely recommend this for anything who is looking for a great view.",Couples,0,2021-04-27,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
felisha,,5,Apr 2021 • Family,the best!,Was A blast! And so informational!♡ the pilot was awesome! We really enjoyed and will be going back. Hoghly recommend!,Family,0,2021-04-03,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Jess M,,5,Apr 2021 • Solo,Eat Pray Love,"Afraid of heights and oddly enough Spencer had to go even higher due to a helicopter in our way. definitely faced the fears. Gorgeous gorgeous gorgeous view. i also got to sit in the front which was quite exhilarating. tip for future travelers, GET THE LONGER FURTHER TOUR! i wasn’t sure if i could extend it, but if you can DO IT. I regret it. 

Spencer if you see this, THANK YOU! I’ll be sure to come back next time!",Solo,0,2021-04-03,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Terrapin,,5,Mar 2021 • Couples,Tour of Gorge,"My fiance and I went on a tour of the Columbia gorge it was a great experience, we had an awesome pilot named Spencer who was very knowledgeable and humorous.",Couples,0,2021-03-20,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Keilly L,,5,Mar 2021,Loved it!,"Amazing experience! The tour was great, we had an awesome time. Clay was the best! I would highly recommend.",Unknown,0,2021-03-14,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Erin M,,5,Jan 2021 • Friends,Great flight and great pilot!,Wonderful experience start to finish. We had a great time flying with Clay in the gorge and can’t wait to come back! Really fun!,Friends,0,2021-02-05,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Raytonia M,,5,Jan 2021 • Friends,AMAZING,"It was all a great experience and i cant wait to do it again .. Clay  was very nice , inviting and he had a perfect landing. So perfect i didnt know or aware that we had landed and i was looking out the window it was a perfect 10.. 5 stars",Friends,0,2021-01-12,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Cody,,5,Oct 2020 • Couples,Great pilot,The tour was excellent and Spencer was a fantastic pilot! Very kind and funny! I would highly recommend.,Couples,0,2020-10-09,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Carrie,"Beaverton, OR",5,Sep 2020,"Excellent value, family fun","We loved our ride out to Vista House on the Columbia River. My dad, and my kids and I all enjoyed it. Adam, our pilot, was great. It was the best things we've done all summer!",Unknown,0,2020-09-01,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
nataliesI9284GL,"Kingston, WA",5,Aug 2020 • Couples,Amazing Summer Trip,Got the very awesome chance to be able to see vista point for my boyfriends birthday. Not only was it informative but Spencer made it so much fun! Will definitely do this again!,Couples,0,2020-08-17,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Cora,"Portland, OR",5,Jul 2020 • Couples,Amazing!!!,The views were amazing! The pilot was very friendly and made sure we had the best experience possible. Definitely would go again in a heartbeat.,Couples,0,2020-07-10,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Destiny,,5,Jun 2020 • Couples,Amazing!!!!,"Soooo Cool, I just wish I had gotten a longer flight! Already planning the next trip!! 😍😍🙌
The pilot was so friendly and gave us great information about every area we flew over! Definitely recommend to everyone!!",Couples,0,2020-06-15,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Brady R,"Springfield, VA",5,Dec 2019 • Family,The gorge from above is a must see,Totally worth it. It’s such a cool perspective on the gorge. How often are you able to get a 360 view of the gorge from 1500 feet?! The pilot was so friendly with cool facts about the area. Will definitely go again next time I visit.,Family,0,2020-06-13,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Chelsea R,"Portland, OR",5,Mar 2020,WOW...just wow 😳,"This was so incredible special and amazing. Myself and a group of friends went a flight tour in the gorge and we loved every single minute of it. The employees at Envi are so nice and so helpful. The price was unbelievable. And the flight itself was out of this world. We found them on Instagram and loved the pictures they shared, and seeing it in person was so, so, much better. Thank you Envi for the memory. We hope you’ll go too.",Unknown,0,2020-03-10,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Vlad H,,5,Jan 2020,Amazing Views,The pilot which we flew with was very knowledgable and very interesting to talk to! Had an amazing anniversary experience!,Unknown,0,2020-02-03,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Krystal P,,5,Jul 2019 • Family,Great time!,We had a great trip... pilot was warm and friendly and flight was flawless. We will definitely do it again 😊 Great experience,Family,0,2019-07-05,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,1
Karen L,,5,,Columbia River Vancouver,"A great flight.  Pilot was happy to accommodate our viewing requsts.
Smooth ride.  Was a wonderful birthday present.",Unknown,0,2019-06-24,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Wahoodaddy,"Marathon, FL",5,Jun 2019 • Family,Amazing views of the Columbia River Gorge,"An amazing flight at sunset to see the Colombia River Gorge. Took my pre-teen daughter up and it was impressive enough she even dropped her ""I'm too cool for this"" demeanor for the flight. Professional and friendly staff, the pilot absolutely buttered the bread on the landing. Definitely take this flight.",Family,0,2019-06-14,21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,0
Ed C,"Bozeman, MT",5,,Breathtakingly Awesomeness,"What an amazing experience. This was definitely a top three if everything we have done all over the world. The whole operation was top notch.  Always felt safe. The pilot ,Andy, explained everything throughout the flight and landing.  He ga e both sides of the plane their own opportunities to see each view throughout the flight.  His approach and takeoff from the glacier was super smooth.  The time on the glacier was breathtaking. Every aspect of this flight spot on. Would highly recommend to everyone that comes to Talkeetna.",Unknown,0,2024-10-30,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
Nitish S,,5,Oct 2024 • Solo,Must do tour in Alaska!,The glacier landing tour was hands-down THE best part of my Alaska trip. The pilot was very informative and explained in great detail about the various kinds of glaciers. The landing on the glacier was smooth. The views from the plane were surreal.,Solo,0,2024-10-16,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
T V,"El Granada, CA",5,Sep 2024 • Family,Amazing Denali Experience,Denali was partially hidden by clouds. The scenery leading up to Denali and the glacier landing were breath taking. This is a must do to experience Denali. Shannon front desk lady was a delight. Flight crew Asa and Richard were top notch. We were rescheduled several times due to weather. They won’t fly unless it’s safe. So clear your calendar and make yourself available to better your chances. We plan to come back and do another flight seeing tour with this outfit on our next Alaska trip. Yes I highly recommend.,Family,0,2024-09-20,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,0
57Lulu,Florida,4,Aug 2024 • Couples,A good experience,"Unfortunately, it was cloudy and drizzling on our day of the scheduled ride and we couldn't do the glacier landing route.  I wanted to write a review and let those with potential air or car sickness, like my husband, you do not have to worry about it.  The plane is small and seats are tight but the takeoff, landing and ride itself is very smooth even with elevation changes.  We actually went through a snow squall during our flight which was interesting.  Although it was not our original plan, we were glad we decided to go up and fly over the tundra and the deepest ice in Alaska, a memory we always will have.",Couples,0,2024-09-14,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
familytripplannerNYC,NYC,5,,What a view!,"What a treat!   The flight over to Denali was a highlight of our short stay in Alaska.  Pilot Tim was knowledgeable and answered our many questions about Denali and the region.  The scenery is of course breath taking and the experience quite memorable.  If you can, take this flight.",Unknown,0,2024-09-05,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
Timothy S,,5,Aug 2024 • Couples,Flying high!,"We had a terrific time flying with Talkeetna Air Taxi. The views were spectacular, landing on the glacier was amazing. Our pilot, Richard did a great job flying and showing us the terrain. Very little turbulence during our trip and great landings both on the glacier and at the airport. Would highly recommend this excursion.",Couples,0,2024-09-04,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
Taylor A,"New Orleans, LA",5,,Amazing Denali National Park sights!,"We had a fantastic time with Captain Daniel. He was very knowledgeable and made us feel very safe and taken care of on the trip. The views were spectacular and the glacier landing was amazing. 10/10 recommend the glacier landing with you tour.  The only unfortunate part was it was too cloudy to fly above the clouds to see Denali. Other than that, we had a fantastic time and we all agreed that it was the best way to view and experience Denali National Park.",Unknown,0,2024-08-31,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
Manthan M,,5,Aug 2024 • Family,Must do when in Alaska,Mesmerizing and breathtaking views. Never seen anything like it. It was sunny and a great day to fly and visit the Denali peaks and glaciers. Worth every penny.,Family,0,2024-08-20,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
Lorie M,"Eustis, FL",5,Aug 2024 • Family,Highly recommend this trip you won’t be disappointed!,"South Side Explorer with Glacier Landing was the highlight of our trip. The pilot was exceptionally good, a great take off and landing, he was so informative.",Family,0,2024-08-19,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
hairgirl,"Sainte Genevieve, MO",5,,Best excursion on our trip!!!!,This was by far the highlight of our Alaskan trip. Unbelievable views like nothing we had ever seen before. Our booked trip had to reschedule due to rain conditions and flew out later that day. We hung out in Talkeetna as this was one of the first flights in 4 days they were able to complete. So fortunate to make the trip …..above the rain the sun was shining on Denali😄,Unknown,0,2024-08-18,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
FamilyLuvs2Travel,"Fallbrook, CA",5,Aug 2024 • Couples,"Incredible company, outstanding pilot, breathtaking experience!","My husband and I visited Alaska for my first time in early August.  We knew we wanted to experience a fly over Denali National Park.  After researching the various tour operators offering this service, it was a no brainer to book with Talkeetna Air Taxi.  Not only were their Trip Advisor and Google reviews great, but what sold me was their policy to rebook or refund their tours.  The other companies had a much more rigid refund policy.  For those who have never traveled to Alaska, the weather changes daily and can be dramatic as well.  

We originally booked the Mountain Explorer with a Glacier landing for the first tour time of the day.  There are multiple tour times offered throughout the day, so if the visibility or weather cancels an earlier tour, it’s possible to book a later tour if there is availability.  We left the rest of the day open in our planning just in case.  

Unfortunately, the weather was not great on the day of our tour so they called us to tell us it was cancelled.  The rest of the tour times were cancelled as well.  But they offered to rebook us on the Mountain Explorer tour the next day without the glacier landing with a refund of the difference in pricing, so we rebooked it.

When we arrived for the 4pm tour time the next day, they actually booked us on the South Side Explorer with glacier landing and we still received a refund on the difference in price.  We were happy because we did want to have a glacier landing and we didn’t even ask, it was automatically done!  

Our pilot was Luke.  He was fantastic!  Super chill and greeted us wearing jeans and a t-shirt.  I actually sat in the first passenger seat behind the cockpit and watched him fly the plane.  It was fascinating.  Each seat of the plane had a headset with volume knobs on each ear.   Luke pointed out the names of the mountain formations as we soared around them.  It was magical!  Ruth glacier is huge and glorious in the air.  Unfortunately, Denali was hiding in the clouds but the views of the other mountains was spectacular.

The glacier landing was smooth.  We had plenty of time to walk on the glacier and take pictures.  It was worth every penny to have had the opportunity to do so.

Since we sat in the same seats on our return, Luke made sure to fly back the opposite direction so we could see the views we missed on the way up.  As we left the Denali mountain range, we could see views of the Talkeetna valley and various rivers which were breathtaking!  Smooth landing back at the airport.

Talkeetna Air Taxi is the best company for a fly over to Denali Park, hands down!",Couples,0,2024-08-07,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,0
MusicEcon,"Washington DC, DC",5,Jul 2024 • Family,Out of this World Wonderful!,You must experience flying to Mount Denali with Talkeetna Air Taxi. Pilot Andy is phenomenal! They take great care of your safety and provide the experience of a lifetime. It was truly other worldly to fly above such a majestic mountain range and then land in the middle of it. The mountains are so large and grand you feel like you can reach out and touch them. Landing right next to the summit is awe inspiring.,Family,0,2024-08-07,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
BklynWantsthetruth,Brooklyn,5,Aug 2024 • Couples,Excellent Must Do!!,"The company runs a first class business and all the staff is friendly and courteous as well as very professional! Luke, our pilot was excellent as he navigated the mountains and glaciers! He played relaxing music and he was very knowledgeable of the areas as he narrated the experience and kept us well informed of any maneuvers he was making so we would not be caught off guard.  Landing and stepping out onto a glacier was incredibly unbelievable with such magnificent views. This is a must do activity!!!",Couples,0,2024-08-06,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,0
Mary S,,5,Jul 2024 • Couples,WOWZA!!!,An amazing experience that's more than worth the money.  Experienced pilots in a comfortable plane show you sights only God could create.  Beautiful doesn't begin to describe the trip!  Have your camera ready...and spring for the glacier landing!  It was awesome!!,Couples,0,2024-08-05,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,0
wittierthanu,"Phoenix, AZ",5,,An Amazing Experience,"We had an earlier flight that was cancelled due to weather. Talkeetna Air was able to reschedule us to a flight at 6:30pm. Perfect. By the time of our flight, the weather had cleared and we flew to Denali and the glacier with Daniel as our pilot and guide. Daniel provided a lot of landscape information by pointing out how past glaciers molded the terrain below us. He pointed out the different peaks near Denali and talked about the history of climbing these peaks. We landed on Ruth Glacier and experienced some breathtaking scenery. The total flight was about 2 hours but we will have a lifetime to joyfully relive this experience.

I can’t say enough about Talkeetna Air’s customer service. They kept us abreast of what was happening with the weather. They were easy to talk to and there was never a point I felt uneasy about the upcoming flight. 

No matter who your pilot is (they are all great), you will have an amazing and memorable experience.",Unknown,0,2024-08-04,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
Rose A,,5,Jul 2024 • Family,Amazing!,This was the highlight of our 2 week Alaskan vacation. Our pilot made us feel safe and was very interesting to listen too!  The support emplyees were very welcoming and kind! I would highly recommend this company!,Family,0,2024-07-29,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
505bc11,"San Francisco, CA",5,Jul 2024 • Family,Glacier Landing is a Must Do!,"Our Denali flightseeing with TAT is a must do! We weren't sure whether to do a longer flight without a glacier landing, or a shorter one with a landing. They highly recommended the landing, and I am so glad they did! Highlight of our whole trip. The whole TAT team clearly knows what they're doing and are very service minded. We felt very safe and were lucky to get a clear day with gorgeous Denali views.",Family,0,2024-07-27,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,0
Dana H,,5,,Outstanding Flight Viewing and Glacier Landing!!,"This was an incredible experience!  Last year we went to Alaska and when we were at Denali, we went on a helicopter and landed on a glacier.  I couldn’t get out because of knee issues because the first step was 2-3 feet high.  This year we took our grandson to Alaska (his choice) for his high school graduation gift.  After reviewing several options, I chose the small airplane flight to land on a glacier this year - the “Southside Explorer with Glacier Landing” tour.
I talked to Kayla several times when I was deciding on the best Glacier Landing tour and she was very helpful and answered a lot of questions.  She assured me that there were stairs and I could get off and back on the airplane at the glacier.  She was absolutely right!! I was so excited to get on the glacier. The glacier we landed on this year was much different than the one the helicopter landed on last year.  This was a beautiful glacier with lots of snow on it, instead of ice on the glacier we landed on last year for 10 minutes from the helicopter.  This year we got to play in the snow for 20 minutes and take awesome pictures of the glacier and mountains all around us.  The windows on the airplane were extra large so you could see so much and get great pictures too because there were a special plastic. Last year we just flew to the glacier and back and saw what we could.  On the airplane this year, we flew through Denali Park around the mountains and glaciers on the way to the glacier landing and back.  It was a beautiful scenic flight.  The entire tour was about 1 hr 30 minutes.
Everyone was so helpful and nice - including Kayla and the others at the desk where you check in, the people that help you get your glacier boots, the lady that kept everyone in order while waiting for our airplane, the guy that filled up the planes, the pilots that also provide information during the flight, and everyone else that helped in any way was just super nice!  They all did everything they could to make you comfortable and make it a great experience!
The other thing that said a lot about their business was their cancellation policy. They allow you to cancel at anytime, with a full refund, because they understand the “uncertainty of the issues facing us in the world today”.  Our flight was cancelled for 8:30 am due to fog. The pilots made the call on whether they felt it was safe. They were able to reschedule us for 1:00 pm that afternoon. When we checked in for the 1:00 flight, they talked to the group scheduled for that time and told us that the pilots weren’t sure if we would be able to land on the glacier because of the fog and questionable flight conditions.  They followed it up by telling us if we couldn’t land we would receive a partial refund.  We didn’t even have to ask!  It was clear that they were very thoughtful and considerate of the people that chose to fly with them. That meant a lot to me!!
I can highly recommend Talkeetna Air Taxi as a great choice for flight viewing Denali National Park and landing on a glacier!  My husband agreed that this was much better than the helicopter tour the year before and our 18 year old grandson loved it!!",Unknown,0,2024-07-24,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
Jenn M,,5,Jul 2024 • Family,Just do it!,"This was by far the highlight of our trip! It was well worth it. We were given a wonderful tour and were able to get out and play in the  snow. If you’re debating whether it’s worth it, it totally is- just do it!",Family,0,2024-07-23,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
Shelby K,,5,,Incredible experience seeing Denali from a birds eye view!,Everything about our experience was 5 stars! Our pilot was incredibly kind and informative. both flight landings were so smooth. It was such a special unique experience and truly provides an unmatched view of Denali that you can’t get any other way.,Unknown,0,2024-07-21,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,0
Nicholas H,"Cleveland, OH",5,,"Driver, take me to Denali please","If you have one activity to do in Talkeetna, do this. It was an amazing experience and well worth the price. Our pilot was very calming and did a beautiful job. The flight was smoother than a commercial airline flight. I think the only other way to see this is if you're actually climbing denali. Simply great.",Unknown,0,2024-07-20,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
A B,,5,,Nothing Like It,AMAZING!  Glorious views.  Fun flight. Informative pilot. Getting to walk around on a glacier! Did this 10 years ago. Came back w/ my family.,Unknown,0,2024-07-13,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
MJfromNJ,"Long Island, NY",5,Jun 2024 • Friends,Just do it!,"Just spectacular! If you're undecided about doing this trip (like I was), just do it. I truly think it was a once in a lifetime opportunity for me. I mean, how often are you presented with the chance to ride a plane through mountaintops, then land on a glacier? Our pilot was great (sorry, I don't remember his name) and he narrated what we were seeing with great precision. The views from the plane were just amazing, especially when looping through mountaintops. We landed on the glacier when there were already a couple of planes there, so we were lucky to be able to watch them take off ahead of us. No seat on the plane is a bad seat -- every seat is both an aisle and a window, as the pilot pointed out. Tiny plane, but I felt completely safe. Amazing.",Friends,0,2024-07-11,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,0
remsteel6,"Wooster, OH",5,Jun 2024 • Couples,A must see!,"Best thing we experienced while in Alaska!  Yes, it's expensive but it was amazing and we had a fantastic pilot. I believe his name was Daniel.",Couples,0,2024-07-08,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,0
Vikram S,,5,Jul 2024 • Family,Fantastic!!!,Fantastic experience. The whole tour was very well organized & the Pilot (Andy) was really knowledgeable and friendly.,Family,0,2024-07-02,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,1
mirela03,romania,5,,Incredible experience!,"This tour was amazing! We chose the morning tour, the weather was perfect! The scenary was breathtaking, like in the pictures, I cannot describe in words- it is a memory for life! Luck, the pilot, is very skilled, everything is very well organised, including transport. We applied the Alaska Tour Saver coupon; the tour worth every penny!
Thank you!",Unknown,0,2024-06-30,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,0
